ID;User_ID;Table_rank_2024_03;Person;net_worth_in_BillionUSD_2024_03;Age_of_person_2024_03;Date_of_data
917;1207;917;Leonard Schleifer;3,5;71;03-30-2024
918;809;918;J.B. Pritzker;3,5;59;03-30-2024
919;901;919;Carl Thoma;3,5;75;03-30-2024
920;331;920;Zhang Hejun;3,5;72;03-30-2024
921;857;921;Markus Blocher;3,5;53;03-30-2024
922;916;922;David Filo;3,5;57;03-30-2024
923;986;923;Norman Braman;3,5;91;03-30-2024
924;1012;924;John Paulson;3,5;68;03-30-2024
925;526;925;Kwon Hyuk-bin;3,5;50;03-30-2024
926;929;926;Aristotelis Mistakidis;3,4;62;03-30-2024
927;626;927;Neal Blue and family;3,4;88;03-30-2024
928;1235;928;Sandeep Engineer;3,4;62;03-30-2024
929;873;929;Hans Peter Wild;3,4;82;03-30-2024
930;1183;930;Stewart Horejsi and family;3,4;86;03-30-2024
931;861;931;Laurence Graff and family;3,4;85;03-30-2024
932;3286;932;Rodney Sacks and family;3,4;74;03-30-2024
933;890;933;Arnon Milchan;3,4;79;03-30-2024
934;1043;934;Ipek Kirac;3,4;39;03-30-2024
935;816;935;Zeng Fangqin;3,4;58;03-30-2024
936;1363;936;Paul-Heinz Wesjohann and family;3,4;80;03-30-2024
937;1374;937;J. Hyatt Brown;3,4;86;03-30-2024
938;851;938;Barry Zekelman;3,4;57;03-30-2024
939;1573;939;Zhou Jian;3,4;47;03-30-2024
940;813;940;Tung Chee Chen;3,4;81;03-30-2024
941;1343;941;David Murdock;3,4;100;03-30-2024
942;3149;942;Hilton Schlosberg and family;3,4;71;03-30-2024
943;3153;943;Edward DeBartolo Jr;3,4;77;03-30-2024
944;1115;944;Jack Cowin;3,4;81;03-30-2024
945;1095;945;Stewart Rahr;3,4;78;03-30-2024
946;1072;946;Euisun Chung;3,4;53;03-30-2024
947;888;947;Kwek Leng Beng;3,4;83;03-30-2024
948;542;948;Jane Lauder;3,4;51;03-30-2024
949;1552;949;Matthew Prince;3,4;49;03-30-2024
950;951;950;Ryan Cohen;3,4;38;03-30-2024
951;1172;951;Cen Junda;3,4;59;03-30-2024
952;1019;952;Martua Sitorus;3,4;64;03-30-2024
953;884;953;Walter Frey;3,4;80;03-30-2024
954;600;954;Forrest Li;3,4;46;03-30-2024
955;842;955;Karin Sartorius-Herbst;3,4;;03-30-2024
956;1177;956;Maria Del Pino;3,4;68;03-30-2024
957;780;957;Horst Paulmann and family;3,4;89;03-30-2024
958;970;958;Jonathan Nelson;3,4;67;03-30-2024
959;1307;959;Urs Wietlisbach;3,4;62;03-30-2024
960;1279;960;Marcel Erni;3,4;59;03-30-2024
961;1283;961;Alfred Gantner;3,4;55;03-30-2024
962;1022;962;Sunny Varkey;3,3;66;03-30-2024
963;3150;963;Holden Spaht;3,3;49;03-30-2024
964;3151;964;Scott Crabill;3,3;54;03-30-2024
965;3152;965;Seth Boro;3,3;48;03-30-2024
966;1117;966;N. Murray Edwards;3,3;64;03-30-2024
967;980;967;Frank VanderSloot;3,3;75;03-30-2024
968;983;968;Semahat Sevim Arsel;3,3;95;03-30-2024
969;1423;969;Radha Vembu;3,3;51;03-30-2024
970;932;970;Ravi Pillai;3,3;70;03-30-2024
971;978;971;Rita Tong Liu;3,3;75;03-30-2024
972;878;972;Mohed Altrad;3,3;76;03-30-2024
973;566;973;Zhang Tao;3,3;51;03-30-2024
974;3169;974;Ruan Hongliang;3,3;63;03-30-2024
975;906;975;Giuliana Benetton;3,3;86;03-30-2024
976;907;976;Luciano Benetton;3,3;88;03-30-2024
977;918;977;Sergei Galitsky;3,3;56;03-30-2024
978;523;978;Fang Wei;3,3;50;03-30-2024
979;1240;979;J. Tomilson Hill;3,3;75;03-30-2024
980;1036;980;Michael Federmann and family;3,3;80;03-30-2024
981;967;981;Daniel Mate;3,3;60;03-30-2024
982;1347;982;Giorgio Perfetti;3,3;57;03-30-2024
983;835;983;Daniel Loeb;3,3;62;03-30-2024
984;1146;984;Karsanbhai Patel;3,3;80;03-30-2024
985;1390;985;Willis Johnson;3,3;76;03-30-2024
986;1243;986;Saban Cemil Kazanci;3,3;63;03-30-2024
987;1778;987;Dmitry Pumpyansky;3,3;60;03-30-2024
988;1865;988;Michael Polsky;3,3;75;03-30-2024
989;3172;989;Karl Scheufele III and family;3,3;85;03-30-2024
990;1154;990;Salil Singhal;3,3;76;03-30-2024
991;1597;991;Eduardo Eurnekian;3,3;91;03-30-2024
992;1879;992;August Troendle;3,3;68;03-30-2024
993;1031;993;John Caudwell;3,3;71;03-30-2024
994;1579;994;Nikolai Buinov;3,3;56;03-30-2024
995;1273;995;Abdulla Al Futtaim and family;3,3;84;03-30-2024
996;879;996;John Arnold;3,3;50;03-30-2024
997;1317;997;Morris Chang;3,3;92;03-30-2024
998;829;998;Walter P.J. Droege;3,3;71;03-30-2024
999;937;999;Isabella Seragnoli;3,3;78;03-30-2024
1000;1276;1000;Otto Philipp Braun;3,3;46;03-30-2024
1001;994;1001;Jean Coutu and family;3,3;96;03-30-2024
1002;1016;1002;Robert Sands;3,3;65;03-30-2024
1003;1325;1003;John Fisher;3,3;62;03-30-2024
1004;863;1004;Robert Johnson;3,3;76;03-30-2024
1005;3158;1005;T.S. Kalyanaraman;3,3;76;03-30-2024
1006;830;1006;Fan Daidi;3,3;58;03-30-2024
1007;919;1007;Senapathy Gopalakrishnan;3,3;68;03-30-2024
1008;1993;1008;Sergei Studennikov and family;3,2;57;03-30-2024
1009;804;1009;Mohamed Mansour;3,2;76;03-30-2024
1010;1456;1010;Harsh Goenka;3,2;66;03-30-2024
1011;882;1011;Bennett Dorrance;3,2;78;03-30-2024
1012;1335;1012;Kevin David Lehmann;3,2;21;03-30-2024
1013;1535;1013;Michael Jordan;3,2;61;03-30-2024
1014;1386;1014;Lutz Mario Helmig and family;3,2;77;03-30-2024
1015;939;1015;Warren Stephens;3,2;67;03-30-2024
1016;997;1016;Stephen Deckoff;3,2;58;03-30-2024
1017;948;1017;Zhou Bajin;3,2;88;03-30-2024
1018;1057;1018;Arvind Poddar;3,2;66;03-30-2024
1019;2840;1019;Fred Ehrsam;3,2;35;03-30-2024
1020;985;1020;George Bishop;3,2;86;03-30-2024
1021;1392;1021;Chris Larsen;3,2;63;03-30-2024
1022;1457;1022;Sanjiv Goenka;3,2;63;03-30-2024
1023;1168;1023;Joesley Batista;3,2;52;03-30-2024
1024;1169;1024;Wesley Batista;3,2;51;03-30-2024
1025;3156;1025;William Wrigley Jr;3,2;60;03-30-2024
1026;1372;1026;Aneel Bhusri;3,2;58;03-30-2024
1027;2036;1027;Reinold Geiger;3,2;76;03-30-2024
1028;1498;1028;Edward Stack;3,2;69;03-30-2024
1029;3154;1029;Drayton McLane Jr;3,2;87;03-30-2024
1030;984;1030;Nicolas Berggruen;3,2;62;03-30-2024
1031;975;1031;Theodore Rachmat;3,2;80;03-30-2024
1032;1677;1032;George Kurtz;3,2;53;03-30-2024
1033;1144;1033;Yuji Otsuka;3,2;70;03-30-2024
1034;880;1034;Bill Austin;3,2;82;03-30-2024
1035;3155;1035;Frank Fertitta III;3,2;62;03-30-2024
1036;1944;1036;Ramesh Juneja;3,2;68;03-30-2024
1037;902;1037;Todd Wanek;3,2;60;03-30-2024
1038;1100;1038;Meg Whitman;3,2;67;03-30-2024
1039;1130;1039;Yuri Kovalchuk and family;3,2;72;03-30-2024
1040;889;1040;Pablo Legorreta;3,2;60;03-30-2024
1041;1220;1041;Ted Alfond;3,2;79;03-30-2024
1042;1218;1042;Bill Alfond;3,2;75;03-30-2024
1043;1219;1043;Susan Alfond;3,2;78;03-30-2024
1044;991;1044;Todd Christopher;3,2;61;03-30-2024
1045;1272;1045;Brian Acton;3,1;52;03-30-2024
1046;871;1046;Leena Tewari;3,1;66;03-30-2024
1047;1331;1047;Bom Kim;3,1;45;03-30-2024
1048;1187;1048;Alicia Koplowitz;3,1;70;03-30-2024
1049;485;1049;Zhao Yan;3,1;57;03-30-2024
1050;955;1050;Martin Ebner;3,1;78;03-30-2024
1051;1147;1051;Richard Peery;3,1;85;03-30-2024
1052;1943;1052;Rajeev Juneja;3,1;58;03-30-2024
1053;811;1053;Jerry Speyer and family;3,1;83;03-30-2024
1054;1461;1054;Hortensia Herrero;3,1;73;03-30-2024
1055;1021;1055;Sukanto Tanoto;3,1;74;03-30-2024
1056;1039;1056;Otto Happel;3,1;76;03-30-2024
1057;1122;1057;Robert Friedland;3,1;73;03-30-2024
1058;783;1058;Howard Schultz;3,1;70;03-30-2024
1059;979;1059;Timur Turlov;3,1;36;03-30-2024
1060;1150;1060;Wayne Rothbaum;3,1;56;03-30-2024
1061;1237;1061;Serge Godin;3,1;74;03-30-2024
1062;1406;1062;Prathap Reddy;3,1;92;03-30-2024
1063;1076;1063;Lorenzo Fertitta;3,1;55;03-30-2024
1064;1227;1064;Andrew Cherng;3,1;76;03-30-2024
1065;1228;1065;Peggy Cherng;3,1;76;03-30-2024
1066;1472;1066;Theodore Leonsis;3,1;68;03-30-2024
1067;1577;1067;David Blitzer;3,1;54;03-30-2024
1068;1289;1068;Catherine Lozick;3,1;78;03-30-2024
1069;930;1069;Geoffrey Palmer;3,1;73;03-30-2024
1070;2461;1070;Nikhil Kamath;3,1;37;03-30-2024
1071;1050;1071;Ronald McAulay;3,1;88;03-30-2024
1072;905;1072;Karen Virginia Beckmann Legoretta;3,1;;03-30-2024
1073;1368;1073;George Argyros and family;3,1;87;03-30-2024
1074;2497;1074;Matthew Roszak;3,1;51;03-30-2024
1075;815;1075;Xia Zuoquan;3,1;62;03-30-2024
1076;1080;1076;Lee Yeow Chor;3,1;57;03-30-2024
1077;1264;1077;Byron Trott;3,1;65;03-30-2024
1078;874;1078;Wu Guanjiang and family;3,1;55;03-30-2024
1079;972;1079;Katharina Otto-Bernstein;3,1;60;03-30-2024
1080;255;1080;Yang Huiyan and family;3;42;03-30-2024
1081;1210;1081;Julia Thiele-Schuerhoff;3;52;03-30-2024
1082;772;1082;Ji Qi;3;57;03-30-2024
1083;973;1083;Sergei Popov;3;52;03-30-2024
1084;1176;1084;Ray Davis;3;82;03-30-2024
1085;1253;1085;Tomas Olivo Lopez;3;50;03-30-2024
1086;1697;1086;Olivier Pomel;3;47;03-30-2024
1087;587;1087;Li Gaiteng;3;51;03-30-2024
1088;732;1088;Somurai Jaruphnit;3;70;03-30-2024
1089;778;1089;Shigenobu Nagamori;3;79;03-30-2024
1090;1297;1090;Qiu Jianping and family;3;62;03-30-2024
1091;900;1091;Jeffrey Talpins;3;49;03-30-2024
1092;1059;1092;Haim Saban;3;79;03-30-2024
1093;1322;1093;James Duff;3;63;03-30-2024
1094;1323;1094;Thomas Duff;3;67;03-30-2024
1095;3254;1095;Solina Chau;3;62;03-30-2024
1096;1129;1096;Mustafa Rahmi Koc;3;93;03-30-2024
1097;1489;1097;Leonid Radvinsky;3;41;03-30-2024
1098;1405;1098;Phillip T. (Terry) Ragon;3;74;03-30-2024
1099;1607;1099;Scott Kapnick;3;65;03-30-2024
1100;1034;1100;John Paul DeJoria;3;79;03-30-2024
1101;966;1101;Vladimir Litvinenko and family;3;68;03-30-2024
1102;768;1102;Charles Cohen;3;72;03-30-2024
1103;977;1103;Friede Springer;3;81;03-30-2024
1104;1989;1104;Frank Slootman;3;65;03-30-2024
1105;1051;1105;Erwin Franz Mueller;3;91;03-30-2024
1106;1096;1106;Su Hua;3;42;03-30-2024
1107;348;1107;Liu Jincheng and family;3;59;03-30-2024
1108;770;1108;Huang Li;3;60;03-30-2024
1109;2796;1109;Zhang Lei;3;51;03-30-2024
1110;1200;1110;Falguni Nayar;3;61;03-30-2024
1111;1290;1111;Kalanithi Maran;3;58;03-30-2024
1112;987;1112;Eva Maria Bucher-Haefner;3;67;03-30-2024
1113;1762;1113;Alexis Le-Quoc;3;49;03-30-2024
1114;1053;1114;God Nisanov;2,9;51;03-30-2024
1115;1042;1115;Zarakh Iliev;2,9;57;03-30-2024
1116;1158;1116;Thomas Tull;2,9;53;03-30-2024
1117;1127;1117;Samvel Karapetyan;2,9;58;03-30-2024
1118;1157;1118;Glen Taylor;2,9;82;03-30-2024
1119;909;1119;Ron Burkle;2,9;71;03-30-2024
1120;989;1120;Jean-Pierre Cayard;2,9;81;03-30-2024
1121;1669;1121;Yusuf Hamied;2,9;87;03-30-2024
1122;1173;1122;Richard Chandler;2,9;65;03-30-2024
1123;1156;1123;Evan Spiegel;2,9;33;03-30-2024
1124;3159;1124;Wu Guangming;2,9;62;03-30-2024
1125;1089;1125;Nandan Nilekani;2,9;68;03-30-2024
1126;917;1126;Lindsay Fox;2,9;86;03-30-2024
1127;2220;1127;P.V. Ramprasad Reddy;2,9;66;03-30-2024
1128;1195;1128;Lu Weiding;2,9;53;03-30-2024
1129;1009;1129;Harsh Mariwala;2,9;72;03-30-2024
1130;499;1130;Ibrahim Erdemoglu;2,9;61;03-30-2024
1131;833;1131;Patrick Lee;2,9;82;03-30-2024
1132;922;1132;Hu Baifan;2,9;61;03-30-2024
1133;1010;1133;Gilles Martin;2,9;60;03-30-2024
1134;1819;1134;Robert Clark;2,9;65;03-30-2024
1135;1061;1135;Karthik Sarma;2,9;49;03-30-2024
1136;1233;1136;Sergey Dmitriev;2,9;58;03-30-2024
1137;1071;1137;Choo Chong Ngen;2,9;70;03-30-2024
1138;1198;1138;C. Dean Metropoulos;2,9;77;03-30-2024
1139;1214;1139;Stefan Wirtgen;2,9;53;03-30-2024
1140;1213;1140;Jurgen Wirtgen;2,9;58;03-30-2024
1141;1815;1141;Chen Tianshi;2,9;39;03-30-2024
1142;1063;1142;Daniel Sundheim;2,9;47;03-30-2024
1143;1291;1143;Jed McCaleb;2,9;49;03-30-2024
1144;1478;1144;Anand Mahindra;2,9;68;03-30-2024
1145;1251;1145;Lachhman Das Mittal;2,9;93;03-30-2024
1146;962;1146;Kuok Khoon Hong;2,9;74;03-30-2024
1147;1482;1147;Nirmal Minda;2,9;66;03-30-2024
1148;1116;1148;Glenn Dubin;2,9;66;03-30-2024
1149;1370;1149;Albert Avdolyan;2,9;53;03-30-2024
1150;1388;1150;Thomas James;2,9;81;03-30-2024
1151;1300;1151;Arnout Schuijff;2,9;56;03-30-2024
1152;1567;1152;William Young;2,9;83;03-30-2024
1153;1653;1153;Sanjeev Bikhchandani;2,8;60;03-30-2024
1154;1246;1154;Li Hongxin and family;2,8;71;03-30-2024
1155;1401;1155;Thi Phuong Thao Nguyen;2,8;53;03-30-2024
1156;1123;1156;Alexander Frolov;2,8;59;03-30-2024
1157;1346;1157;Augusto Perfetti;2,8;77;03-30-2024
1158;1085;1158;Taha Mikati;2,8;79;03-30-2024
1159;1084;1159;Najib Mikati;2,8;68;03-30-2024
1160;1088;1160;Philip Niarchos;2,8;70;03-30-2024
1161;1112;1161;Anne Beaufour;2,8;60;03-30-2024
1162;1113;1162;Henri Beaufour;2,8;58;03-30-2024
1163;662;1163;Chen Hua and family;2,8;58;03-30-2024
1164;1094;1164;Sean Parker;2,8;44;03-30-2024
1165;1479;1165;Rafique Malik;2,8;73;03-30-2024
1166;2219;1166;G. M. Rao;2,8;73;03-30-2024
1167;1201;1167;James Packer;2,8;56;03-30-2024
1168;1011;1168;Maja Oeri;2,8;69;03-30-2024
1169;1074;1169;Eleanor Butt Crook and family;2,8;91;03-30-2024
1170;2337;1170;Kailashchandra Nuwal;2,8;66;03-30-2024
1171;941;1171;Roman Trotsenko;2,8;53;03-30-2024
1172;1268;1172;Oprah Winfrey;2,8;70;03-30-2024
1173;2775;1173;Qiu Guanghe and family;2,8;72;03-30-2024
1174;1110;1174;Harindarpal Banga;2,8;73;03-30-2024
1175;1204;1175;Alejandro Santo Domingo;2,8;47;03-30-2024
1176;1075;1176;Du Jiangtao and family;2,8;54;03-30-2024
1177;1058;1177;Alexey Repik;2,8;44;03-30-2024
1178;745;1178;Wu Yiling;2,8;74;03-30-2024
1179;1345;1179;Lirio Parisotto;2,8;70;03-30-2024
1180;1038;1180;Gu Yuhua and family;2,8;74;03-30-2024
1181;1229;1181;Leon G. Cooperman;2,8;80;03-30-2024
1182;512;1182;Cheng Xue;2,8;54;03-30-2024
1183;1471;1183;Christian Latouche and family;2,8;83;03-30-2024
1184;913;1184;Gustavo Denegri and family;2,8;87;03-30-2024
1185;1199;1185;Hans Georg Naeder;2,8;62;03-30-2024
1186;1165;1186;Felix Baker;2,8;55;03-30-2024
1187;1166;1187;Julian Baker;2,8;57;03-30-2024
1188;1092;1188;Ranjan Pai;2,8;51;03-30-2024
1189;2731;1189;Guo Guangchang;2,7;57;03-30-2024
1190;1487;1190;Florentino Perez;2,7;77;03-30-2024
1191;1197;1191;Hans Melchers;2,7;85;03-30-2024
1192;1859;1192;P.N.C. Menon;2,7;75;03-30-2024
1193;1211;1193;John Tyson and family;2,7;70;03-30-2024
1194;1141;1194;Denis O  Brien;2,7;65;03-30-2024
1195;1889;1195;John Wilson;2,7;86;03-30-2024
1196;1887;1196;Alan Wilson;2,7;83;03-30-2024
1197;1888;1197;Bruce Wilson;2,7;77;03-30-2024
1198;1013;1198;Ajay Piramal;2,7;68;03-30-2024
1199;1285;1199;Mitchell Goldhar;2,7;62;03-30-2024
1200;1995;1200;Kevin Systrom;2,7;40;03-30-2024
1201;3256;1201;Li Hua;2,7;46;03-30-2024
1202;1135;1202;Maritsa Lazari and family;2,7;79;03-30-2024
1203;921;1203;Michael Hintze;2,7;70;03-30-2024
1204;1342;1204;Vadim Moshkovich;2,7;56;03-30-2024
1205;1558;1205;Bhadresh Shah;2,7;72;03-30-2024
1206;1091;1206;Maren Otto;2,7;82;03-30-2024
1207;1271;1207;Ye Guofu;2,7;46;03-30-2024
1208;899;1208;Nik Storonsky;2,7;39;03-30-2024
1209;1077;1209;Sebastian Glaser;2,7;45;03-30-2024
1210;817;1210;Zhang Jian;2,7;55;03-30-2024
1211;1040;1211;Gudrun Heine;2,7;69;03-30-2024
1212;1062;1212;Sybill Storz;2,7;86;03-30-2024
1213;2385;1213;Cameron Winklevoss;2,7;42;03-30-2024
1214;2386;1214;Tyler Winklevoss;2,7;42;03-30-2024
1215;969;1215;Farhad Moshiri;2,7;68;03-30-2024
1216;1255;1216;John Pritzker;2,7;70;03-30-2024
1217;1275;1217;Koos Bekker;2,7;71;03-30-2024
1218;952;1218;Deng Wen;2,7;56;03-30-2024
1219;1037;1219;Kenneth Feld and family;2,7;75;03-30-2024
1220;1159;1220;Bulat Utemuratov;2,7;66;03-30-2024
1221;1171;1221;Miriam Baumann-Blocher;2,7;49;03-30-2024
1222;1244;1222;Brad Kelley;2,7;67;03-30-2024
1223;1260;1223;Jeff Sutton;2,7;64;03-30-2024
1224;894;1224;Phil Ruffin;2,7;89;03-30-2024
1225;1619;1225;Kentaro Ogawa;2,7;75;03-30-2024
1226;2711;1226;Chen Fashu;2,7;63;03-30-2024
1227;1232;1227;Oleg Deripaska;2,7;56;03-30-2024
1228;1133;1228;Hans Langer;2,7;72;03-30-2024
1229;1142;1229;Timm Oberwelland;2,7;54;03-30-2024
1230;1327;1230;Erman Ilicak;2,7;56;03-30-2024
1231;2184;1231;Alexander Karp;2,7;56;03-30-2024
1232;1421;1232;Lottie Tham and family;2,7;74;03-30-2024
1233;1412;1233;Kavitark Ram Shriram;2,7;67;03-30-2024
1234;1286;1234;Peter Hargreaves;2,7;77;03-30-2024
1235;1484;1235;Eugene Murtagh;2,7;81;03-30-2024
1236;1266;1236;Peter Unger;2,7;79;03-30-2024
1237;1349;1237;Marina Prada;2,7;78;03-30-2024
1238;1348;1238;Alberto Prada;2,7;70;03-30-2024
1239;1015;1239;Stephen Rubin;2,7;87;03-30-2024
1240;1245;1240;Wolfgang Leitner;2,7;71;03-30-2024
1241;1230;1241;Yadu Hari Dalmia and family;2,7;76;03-30-2024
1242;1281;1242;Gerald Ford;2,7;79;03-30-2024
1243;2992;1243;Patrick Zalupski;2,7;43;03-30-2024
1244;892;1244;Julio Ponce Lerou;2,7;78;03-30-2024
1245;1626;1245;Dwight Schar;2,7;82;03-30-2024
1246;3160;1246;John Dorrance III;2,6;80;03-30-2024
1247;406;1247;Gao Jifan and family;2,6;59;03-30-2024
1248;3161;1248;Bernard Saul II and family;2,6;91;03-30-2024
1249;1252;1249;Bobby Murphy;2,6;35;03-30-2024
1250;1743;1250;Alexandre Grendene Bartelle;2,6;74;03-30-2024
1251;1139;1251;Vincent McMahon;2,6;78;03-30-2024
1252;834;1252;Leng Youbin;2,6;55;03-30-2024
1253;960;1253;Bertil Hult;2,6;83;03-30-2024
1254;1353;1254;Alberto Siccardi and family;2,6;79;03-30-2024
1255;1270;1255;Xie Weitong;2,6;67;03-30-2024
1256;1111;1256;Ulrike Baro;2,6;74;03-30-2024
1257;1143;1257;Dan Olsson;2,6;77;03-30-2024
1258;1206;1258;Maria-Elisabeth Schaeffler-Thumann;2,6;82;03-30-2024
1259;1295;1259;Daniel Pritzker;2,6;64;03-30-2024
1260;1099;1260;Tung Chee Hwa;2,6;86;03-30-2024
1261;1710;1261;Alan Trefler;2,6;68;03-30-2024
1262;910;1262;Chen Kaixuan;2,6;65;03-30-2024
1263;990;1263;Chan Tan Ching-fen;2,6;;03-30-2024
1264;640;1264;Hu Kaijun;2,6;62;03-30-2024
1265;1590;1265;Sol Daurella;2,6;58;03-30-2024
1266;1701;1266;Anatoly Sedykh;2,6;59;03-30-2024
1267;1189;1267;Henry Laufer;2,6;78;03-30-2024
1268;1225;1268;Herb Chambers;2,6;82;03-30-2024
1269;1623;1269;G. Rajendran;2,6;81;03-30-2024
1270;998;1270;Feng Hailiang;2,6;63;03-30-2024
1271;1028;1271;Alberto Bombassei;2,6;83;03-30-2024
1272;1437;1272;Olivier Bouygues;2,6;73;03-30-2024
1273;1007;1273;Lin Ming-hsiung;2,6;74;03-30-2024
1274;1224;1274;Vivek Chand Burman;2,6;86;03-30-2024
1275;1436;1275;Martin Bouygues;2,6;;03-30-2024
1276;1303;1276;Lucio Tan;2,6;89;03-30-2024
1277;1090;1277;Benjamin Otto;2,6;48;03-30-2024
1278;1311;1278;Mortimer Zuckerman;2,6;86;03-30-2024
1279;1308;1279;Jerry Yang;2,6;55;03-30-2024
1280;1274;1280;Edward Bass;2,6;78;03-30-2024
1281;2760;1281;Shi Yonghong and family;2,6;55;03-30-2024
1282;1737;1282;John Elkann;2,6;48;03-30-2024
1283;1310;1283;Yang Weidong and family;2,6;55;03-30-2024
1284;3165;1284;Sun Guangxin;2,6;61;03-30-2024
1285;2764;1285;Shi Yuzhu;2,6;61;03-30-2024
1286;1825;1286;Daniel Dines;2,6;52;03-30-2024
1287;3162;1287;Roy Carroll II;2,6;61;03-30-2024
1288;2129;1288;Zheng Jianjiang and family;2,6;63;03-30-2024
1289;583;1289;Ali Erdemoglu;2,5;64;03-30-2024
1290;1221;1290;Riley Bechtel and family;2,5;72;03-30-2024
1291;2776;1291;An Kang;2,5;75;03-30-2024
1292;605;1292;Issad Rebrab and family;2,5;80;03-30-2024
1293;1738;1293;Francois Feuillet and family;2,5;75;03-30-2024
1294;3176;1294;Zhang Xinghai and family;2,5;61;03-30-2024
1295;1351;1295;Richard Sands;2,5;73;03-30-2024
1296;1128;1296;Kei Hoi Pang;2,5;58;03-30-2024
1297;1709;1297;Tran Dinh Long;2,5;63;03-30-2024
1298;1334;1298;Stephen Lansdown;2,5;71;03-30-2024
1299;1241;1299;Jay-Z;2,5;54;03-30-2024
1300;1305;1300;Ted Turner;2,5;85;03-30-2024
1301;1167;1301;David Baszucki;2,5;61;03-30-2024
1302;1603;1302;Reid Hoffman;2,5;56;03-30-2024
1303;1481;1303;Kiran Mazumdar-Shaw;2,5;71;03-30-2024
1304;1301;1304;Hans Sy;2,5;68;03-30-2024
1305;968;1305;Ravi Modi;2,5;47;03-30-2024
1306;2781;1306;Ernest Garcia  III;2,5;41;03-30-2024
1307;844;1307;Scott Shleifer;2,5;46;03-30-2024
1308;1620;1308;Ajay Parekh;2,5;66;03-30-2024
1309;1140;1309;Patrice Motsepe;2,5;62;03-30-2024
1310;971;1310;Or Wai Sheun;2,5;72;03-30-2024
1311;3257;1311;Alexander Lutsenko and family;2,5;61;03-30-2024
1312;1234;1312;Joseph Edelman;2,5;68;03-30-2024
1313;1621;1313;Narendrakumar Parekh;2,5;85;03-30-2024
1314;988;1314;Cai Dongchen;2,5;71;03-30-2024
1315;1414;1315;William Stone;2,5;68;03-30-2024
1316;1284;1316;Paul Gauselmann and family;2,5;89;03-30-2024
1317;1500;1317;Alexander Svetakov;2,5;56;03-30-2024
1318;1563;1318;Larry Tanenbaum;2,5;78;03-30-2024
1319;1441;1319;Bruce Cheng;2,5;87;03-30-2024
1320;786;1320;Wang Yanqing and family;2,5;57;03-30-2024
1321;3167;1321;Ye Chenghai and family;2,5;80;03-30-2024
1322;2407;1322;Prem Kumar Arora;2,5;85;03-30-2024
1323;1026;1323;Zhu Gongshan and family;2,5;66;03-30-2024
1324;1393;1324;Solomon Lew;2,5;79;03-30-2024
1325;3157;1325;Song Zuowen;2,5;77;03-30-2024
1326;1713;1326;Martin Viessmann;2,5;70;03-30-2024
1327;1205;1327;Steven Sarowitz;2,5;58;03-30-2024
1328;1223;1328;Charles Bronfman;2,5;92;03-30-2024
1329;1812;1329;Christian Birkenstock;2,5;51;03-30-2024
1330;1288;1330;Kwek Leng Kee;2,5;69;03-30-2024
1331;2733;1331;Xie Liangzhi and family;2,5;58;03-30-2024
1332;1302;1332;Herbert Sy;2,5;67;03-30-2024
1333;1410;1333;Alice Schwartz;2,5;97;03-30-2024
1334;1849;1334;Anthony Langley;2,5;69;03-30-2024
1335;1881;1335;Sekar Vembu;2,5;52;03-30-2024
1336;3163;1336;Stephen Mandel Jr;2,5;68;03-30-2024
1337;1257;1337;Ferit Faik Sahenk;2,5;60;03-30-2024
1338;1105;1338;Juan Abello;2,5;82;03-30-2024
1339;1267;1339;Roger Wang;2,4;75;03-30-2024
1340;914;1340;Dong Jinggui;2,4;;03-30-2024
1341;1217;1341;S. Daniel Abraham;2,4;99;03-30-2024
1342;1277;1342;Chen Tei-fu;2,4;75;03-30-2024
1343;1446;1343;Ralph Dommermuth;2,4;60;03-30-2024
1344;1385;1344;Hans-Werner Hector;2,4;84;03-30-2024
1345;2274;1345;Jeffrey Cheah;2,4;79;03-30-2024
1346;1282;1346;Bernard Fraisse and family;2,4;67;03-30-2024
1347;1357;1347;T.Y. Tsai;2,4;71;03-30-2024
1348;1772;1348;Ilson Mateus and family;2,4;61;03-30-2024
1349;2015;1349;Michael Minhong Yu;2,4;62;03-30-2024
1350;1215;1350;Zhao Lixin;2,4;58;03-30-2024
1351;1294;1351;Tor Peterson;2,4;59;03-30-2024
1352;3192;1352;Wang Ning and family;2,4;37;03-30-2024
1353;1136;1353;Angela Leong;2,4;63;03-30-2024
1354;1226;1354;Cheng Yixiao;2,4;40;03-30-2024
1355;2294;1355;Balkrishan Goenka;2,4;57;03-30-2024
1356;1521;1356;Wilhelm Beier and family;2,4;67;03-30-2024
1357;1000;1357;Sam Goi;2,4;77;03-30-2024
1358;1182;1358;Fiona Geminder;2,4;59;03-30-2024
1359;1766;1359;Jimmy John Liautaud;2,4;60;03-30-2024
1360;1444;1360;Beda Diethelm;2,4;83;03-30-2024
1361;1537;1361;Shlomo Kramer;2,4;58;03-30-2024
1362;2351;1362;Atul Ruia;2,4;53;03-30-2024
1363;1330;1363;Bruce Karsh;2,4;68;03-30-2024
1364;2029;1364;Steve Case;2,4;65;03-30-2024
1365;3225;1365;Bent Jensen and Family;2,4;72;03-30-2024
1366;1863;1366;Andreas Pohl;2,4;59;03-30-2024
1367;2969;1367;Adam Foroughi;2,4;43;03-30-2024
1368;1438;1368;William Boyd and family;2,4;92;03-30-2024
