User_ID;Table_rank_2022;Name;net_worth_in_BillionUSD_2022;Age_of_person_2022
755;687;Martha Ingram and family;4,20;86
2740;687;Lee Yin Yee;4,20;70
835;687;Daniel Loeb;4,20;60
545;687;Janice McNair;4,20;85
1013;687;Ajay Piramal;4,20;66
675;687;Lynsi Snyder;4,20;39
694;687;Peter Spuhler;4,20;62
696;687;Kerry Stokes;4,20;81
652;687;Jon Stryker;4,20;63
944;687;Vincent Viola;4,20;66
531;687;Romesh T. Wadhwani;4,20;74
611;709;Juan Domingo Beckmann Legorreta and family;4,10;54
628;709;Rafael Del Pino;4,10;63
1233;709;Sergey Dmitriev;4,10;56
919;709;Senapathy Gopalakrishnan;4,10;67
474;709;James Irving;4,10;94
924;709;Lee Boo-jin;4,10;51
801;709;Samuel Tak Lee;4,10;82
575;709;Thai Lee;4,10;63
668;709;Eric Lefkofsky;4,10;52
2742;709;Weiguo Li;4,10;57
2743;709;Ermirio Pereira de Moraes and family;4,10;89
2744;709;Maria Helena Moraes Scripilliti and family;4,10;91
2745;709;Augusto and Giorgio Perfetti;4,10;64
588;709;Thomas Secunda;4,10;67
715;709;Shaul Shani;4,10;67
673;709;E. Joe Shoen;4,10;72
763;709;Steven Udvar-Hazy;4,10;76
609;709;Russ Weiner;4,10;51
2746;709;Guanjiang Wu and family;4,10;53
2747;728;Anil Agarwal and family;4,00;68
853;728;Somphote Ahunai;4,00;54
486;728;Patrizio Bertelli;4,00;76
753;728;Rakesh Gangwal;4,00;68
1284;728;Paul Gauselmann and family;4,00;87
1383;728;Hao Hong;4,00;66
2044;728;He Xiaopeng;4,00;44
420;728;Michael Herz;4,00;78
421;728;Wolfgang Herz;4,00;71
448;728;Arthur Irving;4,00;92
2748;728;Victor Jacobsson;4,00;40
667;728;Marc Ladreit de Lacharriere;4,00;81
833;728;Patrick Lee;4,00;80
1396;728;Max Lytvyn;4,00;42
1010;728;Gilles Martin;4,00;58
272;728;Ramzi Musallam;4,00;53
1052;728;Georg Nemetschek and family;4,00;88
891;728;Akio Nitori;4,00;78
779;728;Daniel Och;4,00;61
577;728;Pankaj Patel;4,00;69
1012;728;John Paulson;4,00;66
492;728;Miuccia Prada;4,00;72
672;728;Jean Pritzker;4,00;59
810;728;Juan Roig;4,00;72
933;728;David Rubenstein;4,00;72
783;728;Howard Schultz;4,00;68
1411;728;Alex Shevchenko;4,00;42
563;728;Dan Snyder;4,00;57
717;728;Jerzy Starak;4,00;74
2750;728;Udo and Harald Tschira;4,00;64
565;728;Kelcy Warren;4,00;66
658;728;Herbert Wertheim;4,00;82
2385;728;Cameron Winklevoss;4,00;40
2386;728;Tyler Winklevoss;4,00;40
533;728;Denise York and family;4,00;71
1215;728;Zhao Lixin;4,00;56
681;764;Hubert Burda;3,90;82
749;764;Francesco Gaetano Caltagirone;3,90;79
555;764;Marcos Galperin;3,90;64
756;764;Li Xiang;3,90;40
803;764;Stephen Mandel Jr.;3,90;66
737;764;Gabe Newell;3,90;59
1011;764;Maja Oeri;3,90;67
2751;764;Paolo and Gianfelice Mario Rocca;3,90;64
2752;764;Neil Shen;3,90;54
451;764;Helmut Sohmen;3,90;82
695;764;Donald Sterling;3,90;87
343;764;Don Vultaggio and family;3,90;70
2753;764;Yiling Wu;3,90;72
2754;764;Gongshan Zhu;3,90;64
581;778;Gayle Benson;3,80;75
993;778;William Conway Jr.;3,80;72
953;778;Gurbachan Singh Dhingra;3,80;71
954;778;Kuldip Singh Dhingra;3,80;74
685;778;Luca Garavoglia;3,80;53
2756;778;Vinod and Anil Rai Gupta;3,80;64
570;778;Jimmy Haslam;3,80;68
1002;778;Susan Carol Holland;3,80;65
645;778;Timur Kulibaev;3,80;55
646;778;Dinara Kulibaeva;3,80;54
543;778;Michel Leclercq and family;3,80;82
889;778;Pablo Legorreta;3,80;58
836;778;Margarita Louis-Dreyfus and family;3,80;59
434;778;Michael Milken;3,80;75
1141;778;Denis O  Brien;3,80;63
972;778;Katharina Otto-Bernstein;3,80;58
1201;778;James Packer;3,80;54
482;778;Sergio Stevanato and family;3,80;79
871;778;Leena Tewari;3,80;64
785;778;Yitzhak Tshuva;3,80;73
1363;778;Paul-Heinz Wesjohann and family;3,80;78
816;778;Zeng Fangqin;3,80;56
948;778;Zhou Bajin;3,80;86
767;801;William Berkley;3,70;75
683;801;John Catsimatidis;3,70;73
2758;801;Che Jianxing;3,70;55
2759;801;Gustavo Denegri;3,70;85
956;801;Charles Edelstenne;3,70;84
959;801;Reed Hastings;3,70;61
862;801;Amos Hostetter  Jr.;3,70;85
771;801;Brad Jacobs;3,70;65
1005;801;Friedrich Knapp;3,70;70
865;801;William Lauder;3,70;61
775;801;Richard LeFrak and family;3,70;76
1192;801;Li Guoqiang;3,70;58
56;801;Low Tuck Kwong;3,70;73
1086;801;Akira Mori and family;3,70;85
781;801;Anthony Pritzker;3,70;61
838;801;Ira Rennert;3,70;87
714;801;Bernard Saul II.;3,70;89
2760;801;Shi Yonghong and family;3,70;53
2761;801;Song Chi-hyung;3,70;43
716;801;Steven Spielberg;3,70;75
1101;801;Wong Luen Hei;3,70;60
680;822;Danielle Bellon and family;3,60;82
2762;822;Byju Raveendran and Divya Gokulnath;3,60;40
949;822;Cho Tak Wong;3,60;75
768;822;Charles Cohen;3,60;70
727;822;Kenneth Dart;3,60;66
955;822;Martin Ebner;3,60;76
916;822;David Filo;3,60;55
1121;822;Miguel Fluxa Rossello;3,60;83
704;822;John Henry;3,60;72
640;822;Hu Kaijun;3,60;60
798;822;Peter Kellogg;3,60;79
1612;822;James Leprino;3,60;84
313;822;Iskander Makhmudov;3,60;58
967;822;Daniel Mate;3,60;58
929;822;Aristotelis Mistakidis;3,60;60
693;822;Arturo Moreno;3,60;75
2763;822;Nan Cunhui;3,60;58
892;822;Julio Ponce Lerou;3,60;76
809;822;J.B. Pritzker;3,60;57
758;822;Chandru Raheja;3,60;81
893;822;Rodger Riney and family;3,60;76
2764;822;Shi Yuzhu;3,60;59
589;822;Zuowen Song;3,60;75
2765;822;Jerry Speyer;3,60;81
1210;822;Julia Thiele-Schuerhoff;3,60;50
813;822;Tung Chee Chen;3,60;79
1267;822;Roger Wang;3,60;73
945;822;Wu Shaoxun;3,60;66
2766;822;Wenzhong Zhang;3,60;60
910;851;Chen Kaixuan;3,50;63
792;851;Beatriz Davila de Santo Domingo;3,50;83
912;851;Antonio Del Valle Ruiz and family;3,50;83
1180;851;Carl Douglas;3,50;60
1181;851;Eric Douglas;3,50;53
2767;851;Jiangtao Du and family;3,50;52
638;851;Juan Carlos Escotet;3,50;62
1182;851;Fiona Geminder;3,50;57
2768;851;Yuhua Gu and family;3,50;72
731;851;James Irsay;3,50;62
962;851;Kuok Khoon Hong;3,50;72
963;851;Aerin Lauder;3,50;51
1044;851;Lee Seo-hyun;3,50;48
2770;851;Li Yongxin and family;3,50;46
2771;851;Jeffrey Lurie;3,50;70
690;851;Mary Alice Dorrance Malone;3,50;72
1050;851;Ronald McAulay;3,50;86
2603;851;Apoorva Mehta;3,50;35
890;851;Arnon Milchan;3,50;77
806;851;Masahiro Noda;3,50;83
1091;851;Maren Otto;3,50;64
976;851;Renzo Rosso and family;3,50;66
2772;851;Lynn Schusterman;3,50;83
897;851;Gil Shwed;3,50;53
845;851;Thomas Siebel;3,50;69
870;851;Herb Simon;3,50;87
977;851;Friede Springer;3,50;79
1362;851;Wang Zhenhua;3,50;60
873;851;Hans Peter Wild;3,50;80
1064;851;William Wrigley  Jr.;3,50;58
815;851;Xia Zuoquan;3,50;60
903;851;Xue Hua;3,50;52
878;883;Mohed Altrad;3,40;74
699;883;Sid Bass;3,40;79
682;883;Nick Caporella;3,40;86
1226;883;Cheng Yixiao;3,40;38
751;883;Wesley Edens;3,40;60
637;883;Behdad Eghbali;3,40;45
471;883;Archie Aldis Emmerson and family;3,40;92
639;883;Jose E. Feliciano;3,40;48
885;883;Fu Liquan and family;3,40;54
2773;883;David Gottesman;3,40;95
861;883;Laurence Graff and family;3,40;83
958;883;Jeff T. Green;3,40;45
774;883;Jim Kavanaugh;3,40;59
864;883;Steven Klinsky;3,40;65
866;883;John Middleton;3,40;67
2774;883;Jerry Ng;3,40;56
1549;883;Tengyun Nie and family;3,40;46
1089;883;Nandan Nilekani;3,40;66
868;883;Bob Parsons;3,40;71
837;883;Prasert Prasarttong-Osoth;3,40;89
2775;883;Qiu Guanghe and family;3,40;70
1351;883;Richard Sands;3,40;71
1016;883;Robert Sands;3,40;63
1557;883;T. Denny Sanford;3,40;86
895;883;Naguib Sawiris;3,40;67
266;883;Pavel Tykac;3,40;57
902;883;Todd Wanek;3,40;58
1100;883;Meg Whitman;3,40;65
848;883;Michael Xie;3,40;53
1102;883;Chenghai Ye and family;3,40;78
2776;913;An Kang;3,30;73
879;913;John Arnold;3,30;48
908;913;Arun Bharat Ram;3,30;81
568;913;Tomasz Biernacki;3,30;49
1435;913;Travis Boersma;3,30;51
990;913;Chan Tan Ching-fen;3,30;64
2777;913;Dongsheng Chen;3,30;64
994;913;Jean Coutu and family;3,30;94
1446;913;Ralph Dommermuth;3,30;58
883;913;Walter Faria;3,30;67
793;913;Bob Gaglardi;3,30;81
886;913;John Gandel;3,30;87
1287;913;Xuande Hua and family;3,30;78
515;913;Micky Jagtiani;3,30;70
571;913;H. Fisk Johnson;3,30;63
572;913;S. Curtis Johnson;3,30;66
573;913;Helen Johnson-Leipold;3,30;65
961;913;Miguel Krigsner;3,30;72
1045;913;Li Jianquan and family;3,30;65
1007;913;Lin Ming-hsiung;3,30;72
576;913;Winifred J. Marquart;3,30;62
1481;913;Kiran Mazumdar-Shaw;3,30;69
1140;913;Patrice Motsepe;3,30;60
738;913;Alfred Oetker;3,30;55
739;913;Carl Ferdinand Oetker;3,30;49
740;913;Julia Oetker;3,30;43
971;913;Or Wai Sheun;3,30;70
650;913;Jay Paul;3,30;74
780;913;Horst Paulmann and family;3,30;87
975;913;Theodore Rachmat;3,30;78
782;913;John Sall;3,30;74
872;913;Stefan von Holtzbrinck;3,30;58
744;913;Nusli Wadia;3,30;78
946;913;Steve Wynn;3,30;80
1310;913;Yang Weidong and family;3,30;53
851;913;Barry Zekelman;3,30;55
2778;913;Zhang Shilong and family;3,30;56
1803;913;Zhong Ruonong and family;3,30;59
1647;951;Cameron Adams;3,20;42
2779;951;Dongchen Cai;3,20;69
724;951;Vanich Chaiyawan;3,20;90
2780;951;Andrew and Peggy Cherng;3,20;64
1032;951;James Clark;3,20;78
1115;951;Jack Cowin;3,20;79
821;951;Giuseppe Crippa and family;3,20;86
918;951;Sergei Galitsky;3,20;54
2781;951;Ernest Garcia  III;3,20;39
887;951;Peter Gilgan;3,20;71
754;951;Joseph Grendys;3,20;60
663;951;Thomas Hagen;3,20;86
539;951;Robert Hale  Jr.;3,20;55
921;951;Michael Hintze;3,20;68
795;951;Pansy Ho;3,20;59
796;951;Alan Howard;3,20;58
1128;951;Kei Hoi Pang;3,20;56
2782;951;Rudy Ma;3,20;81
1084;951;Najib Mikati;3,20;66
1085;951;Taha Mikati;3,20;77
710;951;Gail Miller;3,20;78
1054;951;Vikas Oberoi;3,20;51
757;951;H. Ross Perot Jr.;3,20;63
2783;951;Candido Pinheiro Koren de Lima;3,20;75
1552;951;Matthew Prince;3,20;47
974;951;Penny Pritzker;3,20;62
760;951;Yasumitsu Shigeta;3,20;57
2784;951;Sebastian Siemiatkowski;3,20;40
2785;951;Barry Silbert;3,20;45
1063;951;Daniel Sundheim;3,20;45
978;951;Rita Tong Liu;3,20;73
1709;951;Tran Dinh Long;3,20;61
720;951;Zhang Daocai;3,20;72
1031;984;John Caudwell;3,10;69
2786;984;Philippe Foriel-Destezet;3,10;86
884;984;Walter Frey;3,10;78
860;984;Alessandra Garavoglia;3,10;62
831;984;Peter Gassner;3,10;57
1285;984;Mitchell Goldhar;3,10;60
1039;984;Otto Happel;3,10;74
1286;984;Peter Hargreaves;3,10;75
1331;984;Bom Kim;3,10;43
2787;984;Gaiteng Li;3,10;49
2788;984;Liufa Li and family;3,10;64
1195;984;Lu Weiding;3,10;51
1009;984;Harsh Mariwala;3,10;70
927;984;Samir Mehta;3,10;58
928;984;Sudhir Mehta;3,10;67
2789;984;Pawan Munjal and family;3,10;68
2790;984;Nguyen Thi Phuong Thao;3,10;51
1093;984;Madhukar Parekh;3,10;75
973;984;Sergei Popov;3,10;50
1059;984;Haim Saban;3,10;77
1061;984;Karthik Sarma;3,10;47
935;984;Klaus-Peter Schulenberg;3,10;70
940;984;Pat Stryker;3,10;65
1260;984;Jeff Sutton;3,10;62
947;984;Jon Yarbrough;3,10;64
1023;984;Gang Ye;3,10;41
875;984;Yi Zheng;3,10;51
1569;984;Zhang Fan;3,10;56
852;1012;William Ackman;3,00;55
857;1012;Markus Blocher;3,00;51
626;1012;Neal Blue and family;3,00;87
987;1012;Eva Maria Bucher-Haefner;3,00;65
1920;1012;Chang Kuo-Hua;3,00;67
991;1012;Todd Christopher;3,00;59
1072;1012;Euisun Chung;3,00;51
1035;1012;Bernard Ecclestone and family;3,00;91
1036;1012;Michael Federmann and family;3,00;78
1040;1012;Gudrun Heine;3,00;67
2791;1012;Heidi Horten;3,00;81
2792;1012;Dawen Huang;3,00;61
964;1012;Sheldon Lavin;3,00;89
1540;1012;Li Min;3,00;56
1138;1012;Liang Yunchao;3,00;53
614;1012;Joseph Liemandt;3,00;53
1616;1012;Strive Masiyiwa;3,00;61
805;1012;Masahiro Miki;3,00;66
1293;1012;Pan Laican;3,00;64
1146;1012;Karsanbhai Patel;3,00;78
1057;1012;Arvind Poddar;3,00;64
841;1012;Remo Ruffini;3,00;60
2613;1012;Eddy Kusnadi Sariaatmadja;3,00;68
1062;1012;Sybill Storz;3,00;84
812;1012;Lawrence Stroll;3,00;62
2793;1012;Wijono and Hermanto Tanoko;3,00;64
1878;1012;Michael Tojner;3,00;56
1265;1012;Donald Trump;3,00;75
1304;1012;Tsai Ming-kai;3,00;71
2794;1012;John Tyson;3,00;68
719;1012;Rufino Vigil Gonzalez;3,00;73
1884;1012;Ning Wang and family;3,00;35
409;1012;Wang Yusuo and family;3,00;58
2795;1012;Zhigang Wu and family;3,00;87
1642;1012;Xie Juhua and family;3,00;71
1431;1012;Oren Zeev;3,00;57
877;1012;Charles Zegar;3,00;74
2796;1012;Zhang Lei;3,00;49
2797;1012;Zhang Xin and Pan Shiyi;3,00;56
551;1012;Zhu Yan and family;3,00;64
1311;1012;Mortimer Zuckerman;3,00;84
1105;1053;Juan Abello;2,90;80
1312;1053;John Armitage;2,90;62
1729;1053;Bang Si-hyuk;2,90;49
1171;1053;Miriam Baumann-Blocher;2,90;47
1221;1053;Riley Bechtel and family;2,90;70
1521;1053;Wilhelm Beier and family;2,90;65
984;1053;Nicolas Berggruen;2,90;60
2798;1053;Bui Thanh Nhon;2,90;64
1029;1053;Cao Longxiang and family;2,90;64
952;1053;Deng Wen;2,90;54
1825;1053;Daniel Dines;2,90;50
1234;1053;Joseph Edelman;2,90;66
1117;1053;N. Murray Edwards;2,90;62
1458;1053;Jane Goldman;2,90;66
1599;1053;Guo Zhenyu and family;2,90;58
1183;1053;Stewart Horejsi and family;2,90;84
1185;1053;Zhenda Huang and family;2,90;74
688;1053;Jeremy Jacobs Sr. and family;2,90;82
2799;1053;Hamilton James;2,90;70
1675;1053;Valentin Kipyatkov;2,90;45
1137;1053;Li Zhongchu;2,90;58
1049;1053;Martin Lorentzon;2,90;53
1083;1053;Drayton McLane  Jr.;2,90;85
1090;1053;Benjamin Otto;2,90;64
931;1053;Roger Penske;2,90;85
1697;1053;Olivier Pomel;2,90;45
480;1053;Jean Salata;2,90;56
1300;1053;Arnout Schuijff;2,90;54
2801;1053;Shen Hua and family;2,90;59
1019;1053;Martua Sitorus;2,90;62
1559;1053;Zygmunt Solorz-Zak;2,90;65
939;1053;Warren Stephens;2,90;65
1419;1053;Tang Jinkui and family;2,90;66
1710;1053;Alan Trefler;2,90;66
1636;1053;Masateru Uno and family;2,90;75
980;1053;Frank VanderSloot;2,90;73
1162;1053;Guangming Wu;2,90;60
1427;1053;Kai Wu;2,90;54
1898;1053;Ye Fan and family;2,90;51
981;1053;Yoo Jung-hyun;2,90;52
2802;1053;Fenggang Zhao;2,90;56
1802;1053;Zheng Xiaodong;2,90;58
1066;1053;Zhou Jianping;2,90;61
1104;1096;Jose Joao Abdalla Filho;2,80;76
1272;1096;Brian Acton;2,80;50
1218;1096;Bill Alfond;2,80;73
1219;1096;Susan Alfond;2,80;76
1220;1096;Ted Alfond;2,80;77
1165;1096;Felix Baker;2,80;53
1166;1096;Julian Baker;2,80;55
905;1096;Karen Virginia Beckmann Legoretta;2,80;52
819;1096;Maurizio Billi;2,80;64
1276;1096;Otto Philipp Braun;2,80;44
1069;1096;Garrett Camp;2,80;43
1440;1096;Cao Ji;2,80;70
2803;1096;Hua Chen;2,80;56
1034;1096;John Paul DeJoria;2,80;77
1444;1096;Beda Diethelm;2,80;81
1321;1096;K. Dinesh;2,80;67
1593;1096;Dong Fan;2,80;52
882;1096;Bennett Dorrance;2,80;76
1279;1096;Marcel Erni;2,80;57
1119;1096;Abhay Firodia;2,80;77
1283;1096;Alfred Gantner;2,80;54
2804;1096;Allan Goldman;2,80;79
1529;1096;Amy Goldman Fowler;2,80;67
1240;1096;J. Tomilson Hill;2,80;73
687;1096;Hong Jie;2,80;54
1389;1096;James Jannard;2,80;72
705;1096;Travis Kalanick;2,80;45
1536;1096;Diane Kemper;2,80;76
1677;1096;George Kurtz;2,80;51
888;1096;Kwek Leng Beng;2,80;81
1131;1096;Geoffrey Kwok;2,80;36
2805;1096;Lai Jianping;2,80;64
1135;1096;Maritsa Lazari and family;2,80;77
1762;1096;Alexis Le-Quoc;2,80;47
1136;1096;Angela Leong;2,80;61
1247;1096;Lin Chen-hai;2,80;75
1196;1096;Sergio Mantegazza;2,80;94
1197;1096;Hans Melchers;2,80;83
777;1096;Tom Morris;2,80;67
1484;1096;Eugene Murtagh;2,80;79
1088;1096;Philip Niarchos;2,80;68
1145;1096;Pan Dong;2,80;57
1094;1096;Sean Parker;2,80;42
1147;1096;Richard Peery;2,80;83
1055;1096;Gregorio Perez Companc and family;2,80;86
1056;1096;Sebastian Pinera and family;2,80;72
1203;1096;Nicholas Pritzker;2,80;78
1151;1096;Jeff Rothschild;2,80;67
1205;1096;Steven Sarowitz;2,80;56
937;1096;Isabella Seragnoli;2,80;76
898;1096;Stephen Smith;2,80;70
1414;1096;William Stone;2,80;66
2806;1096;Sun Hongbin;2,80;59
1097;1096;Sun Shoukuan;2,80;72
1261;1096;Henry Sy  Jr.;2,80;69
1262;1096;Andrew Tan;2,80;70
1790;1096;Kenneth Tuchman;2,80;62
1099;1096;Tung Chee Hwa;2,80;84
1159;1096;Bulat Utemuratov;2,80;64
1212;1096;Anna Katharina Viessmann;2,80;64
1361;1096;Xicheng Wang and family;2,80;73
1307;1096;Urs Wietlisbach;2,80;60
1161;1096;Wong Man Li;2,80;57
1270;1096;Xie Weitong;2,80;65
2807;1096;Xu Chuanhua and family;2,80;87
1024;1096;Ye Xiaoping;2,80;59
2808;1096;Weiguo Zhao;2,80;55
1164;1163;Ben Ashkenazy;2,70;52
880;1163;Bill Austin;2,70;80
1520;1163;Pavel Baudis;2,70;61
1170;1163;Yvonne Bauer;2,70;45
906;1163;Giuliana Benetton;2,70;84
907;1163;Luciano Benetton;2,70;86
1372;1163;Aneel Bhusri;2,70;56
985;1163;George Bishop;2,70;84
1224;1163;Vivek Chand Burman;2,70;84
1317;1163;Morris Chang;2,70;90
2809;1163;Jinxia Chen;2,70;54
859;1163;Cho Jung-ho;2,70;63
1820;1163;Jack Cockwell;2,70;81
996;1163;Edward DeBartolo Jr.;2,70;75
1278;1163;Abilio dos Santos Diniz;2,70;85
1179;1163;John Dorrance  III.;2,70;78
2810;1163;Hailiang Feng;2,70;61
1452;1163;Xingjiang Gao;2,70;58
1001;1163;Carlos Hank Rhon;2,70;74
1004;1163;Vivek Jain;2,70;66
1244;1163;Brad Kelley;2,70;65
1187;1163;Alicia Koplowitz;2,70;68
1046;1163;Li Li;2,70;56
1198;1163;C. Dean Metropoulos;2,70;75
1143;1163;Dan Olsson;2,70;75
1294;1163;Tor Peterson;2,70;57
1255;1163;John Pritzker;2,70;68
619;1163;Hussain Sajwani;2,70;69
1098;1163;Tseng Cheng;2,70;60
1308;1163;Jerry Yang;2,70;53
904;1163;Takao Yasuda;2,70;72
1512;1163;Yu Qibing and family;2,70;56
2400;1163;Zhang Xuezheng;2,70;46
982;1196;Abdulla bin Ahmad Al Ghurair and family;2,60;64
1027;1196;Isak Andic and family;2,60;68
1110;1196;Harindarpal Banga;2,60;71
1112;1196;Anne Beaufour;2,60;58
1113;1196;Henri Beaufour;2,60;56
1653;1196;Sanjeev Bikhchandani;2,60;58
986;1196;Norman Braman;2,60;89
1374;1196;J. Hyatt Brown;2,60;84
1070;1196;Chen Lip Keong;2,60;74
790;1196;Jim Coulter;2,60;62
1924;1196;Federico De Nora;2,60;54
1378;1196;Dong Wei;2,60;51
1235;1196;Sandeep Engineer;2,60;60
2811;1196;Alceu Elias Feldmann;2,60;72
1118;1196;Frank Fertitta  III.;2,60;60
1076;1196;Lorenzo Fertitta;2,60;53
1280;1196;Doris Fisher;2,60;90
1238;1196;Alec Gores;2,60;69
2040;1196;Rajinder Gupta;2,60;63
689;1196;Igor Kesaev;2,60;55
2812;1196;Raj Kumar and Kishin RK;2,60;67
1246;1196;Li Hongxin and family;2,60;69
2070;1196;Liu Fangyi;2,60;52
1960;1196;Lu Zhongfang;2,60;79
1482;1196;Nirmal Minda;2,60;64
969;1196;Farhad Moshiri;2,60;66
1199;1196;Hans Georg Naeder;2,60;60
1254;1196;Eren Ozmen;2,60;63
1696;1196;Ronald Perelman;2,60;79
932;1196;Ravi Pillai;2,60;68
1295;1196;Daniel Pritzker;2,60;62
1299;1196;Matthias Reinhart;2,60;62
1204;1196;Alejandro Santo Domingo;2,60;45
843;1196;Vivek Chaand Sehgal;2,60;65
1412;1196;Kavitark Ram Shriram;2,60;65
1301;1196;Hans Sy;2,60;66
1302;1196;Herbert Sy;2,60;65
677;1196;Tahir and family;2,60;70
1504;1196;Wang Linpeng;2,60;53
1426;1196;David Wertheim;2,60;64
1268;1196;Oprah Winfrey;2,60;68
2814;1196;Xingming Zhu;2,60;55
1273;1238;Abdulla Al Futtaim and family;2,50;64
1106;1238;Suhail Bahwan;2,50;83
1111;1238;Ulrike Baro;2,50;64
1167;1238;David Baszucki;2,50;59
1222;1238;Thor Bjorgolfsson;2,50;55
1223;1238;Charles Bronfman;2,50;90
1585;1238;Chen Qiongxiang;2,50;64
1277;1238;Chen Tei-fu;2,50;73
2815;1238;Chuchat Petaumpai and Daonapa Petampai;2,50;69
1229;1238;Leon G. Cooperman;2,50;78
1073;1238;Smita Crishna-Godrej;2,50;71
1033;1238;Jacques D  Amours;2,50;65
1177;1238;Maria Del Pino;2,50;66
2816;1238;Yoichi and Keiko Erikawa;2,50;64
1281;1238;Gerald Ford;2,50;77
1078;1238;Adi Godrej;2,50;80
1079;1238;Jamshyd Godrej;2,50;73
1124;1238;Nadir Godrej;2,50;71
1457;1238;Sanjiv Goenka;2,50;61
1459;1238;Stein Erik Hagen;2,50;65
1041;1238;Donald Horton and family;2,50;72
1531;1238;Hu Yangzhong;2,50;57
1242;1238;Baba Kalyani;2,50;73
1334;1238;Stephen Lansdown;2,50;69
1191;1238;Mark Leonard and family;2,50;65
2068;1238;William Li;2,50;47
2071;1238;K.C. Liu;2,50;68
1048;1238;Liu Xiaodong;2,50;54
1544;1238;Aloke Lohia;2,50;63
804;1238;Mohamed Mansour;2,50;74
1339;1238;Kishore Mariwala;2,50;87
1291;1238;Jed McCaleb;2,50;47
2817;1238;Enhua Mi;2,50;64
1250;1238;Willy Michel;2,50;75
1251;1238;Lachhman Das Mittal;2,50;91
968;1238;Ravi Modi;2,50;45
1399;1238;Charles Munger;2,50;98
1087;1238;Rishad Naoroji;2,50;70
2818;1238;Yongpei Ni and family;2,50;70
1292;1238;Fatih Ozmen;2,50;64
1256;1238;Qiu Minxiu;2,50;76
1095;1238;Stewart Rahr;2,50;76
1406;1238;Prathap Reddy;2,50;90
1408;1238;Chad Richison;2,50;51
842;1238;Karin Sartorius-Herbst;2,50;64
1153;1238;Christiane Schoeller;2,50;64
1705;1238;Suh Kyung-bae;2,50;59
1157;1238;Glen Taylor;2,50;80
389;1238;Nadia Thiele;2,50;46
1792;1238;Wang Minwen;2,50;58
1430;1238;Huijiao Yu;2,50;56
1514;1238;Zhang Ning and family;2,50;48
1515;1238;Zhao Tao;2,50;56
1216;1238;Hongyi Zhou;2,50;51
2135;1292;Rajendra Agarwal;2,40;63
1368;1292;George Argyros and family;2,40;85
1274;1292;Edward Bass;2,40;76
2143;1292;Banwari Lal Bawri;2,40;69
2024;1292;Girdhari Lal Bawri;2,40;74
1318;1292;Chao Teng-hsiung;2,40;77
2819;1292;Zhisong Chen;2,40;56
1817;1292;Chey Tae-won;2,40;61
1071;1292;Choo Chong Ngen;2,40;68
950;1292;John Coates;2,40;52
1589;1292;Alexandra Daitch;2,40;59
2820;1292;Chetan Dube;2,40;56
1324;1292;Daniel Ek;2,40;39
1325;1292;John Fisher;2,40;60
1282;1292;Bernard Fraisse and family;2,40;65
1527;1292;William Franke;2,40;84
1601;1292;Caroline Hagen Kjos;2,40;38
1333;1292;Lam Kong;2,40;57
1133;1292;Hans Langer;2,40;70
1679;1292;Joe Lau;2,40;32
1335;1292;Kevin David Lehmann;2,40;19
1855;1292;Liang Qin and family;2,40;50
1194;1292;Peter Lim;2,40;68
1615;1292;Sarah MacMillan;2,40;68
1290;1292;Kalanithi Maran;2,40;56
1345;1292;Lirio Parisotto;2,40;68
1298;1292;Rajan Raheja and family;2,40;67
2821;1292;Alberto Roemmers;2,40;95
1060;1292;Rodney Sacks;2,40;72
1257;1292;Ferit Faik Sahenk;2,40;58
934;1292;Hilton Schlosberg;2,40;69
1353;1292;Alberto Siccardi and family;2,40;77
1154;1292;Salil Singhal;2,40;74
1632;1292;Lucy Stitzer;2,40;62
1562;1292;Otto Toto Sugiri;2,40;68
1416;1292;Harley Sy;2,40;62
1417;1292;Teresita Sy-Coson;2,40;71
1418;1292;Katsumi Tada;2,40;76
1355;1292;Tang Yiu;2,40;88
2000;1292;Jeff Tangney;2,40;49
1421;1292;Lottie Tham and family;2,40;72
1357;1292;T.Y. Tsai;2,40;69
979;1292;Timur Turlov;2,40;34
1503;1292;Hamdi Ulukaya;2,40;49
1266;1292;Peter Unger;2,40;77
1714;1292;Nikil Viswanathan;2,40;34
1890;1292;Anthony Wood;2,40;56
1645;1292;Zhang Hongwei;2,40;67
1724;1292;Zhang Li;2,40;69
2822;1341;Houshan Bai;2,30;58
1434;1341;Alex Beard;2,30;54
1275;1341;Koos Bekker;2,30;69
1438;1341;William Boyd and family;2,30;90
1316;1341;Timothy Boyle;2,30;72
1439;1341;Anand Burman;2,30;69
1173;1341;Richard Chandler;2,30;63
1656;1341;R.G. Chandramogan;2,30;73
2823;1341;Cho Young-sik;2,30;60
1320;1341;Chu Lam Yiu;2,30;52
1733;1341;Kommer Damen;2,30;78
1231;1341;Henry Davis;2,30;71
1176;1341;Ray Davis;2,30;80
752;1341;Stephen Feinberg;2,30;62
1037;1341;Kenneth Feld and family;2,30;73
1123;1341;Alexander Frolov;2,30;57
1528;1341;Mario Germano Giuliani;2,30;50
1237;1341;Serge Godin;2,30;72
1381;1341;Noam Gottesman;2,30;60
2824;1341;Philip and Cristina Green;2,30;70
1669;1341;Yusuf Hamied;2,30;85
1239;1341;Bill Haslam;2,30;63
1385;1341;Hans-Werner Hector;2,30;82
