User_ID;Table_rank_2022;Name;net_worth_in_BillionUSD_2022;Age_of_person_2022
1939;1341;Ho Hung Anh;2,30;51
1462;1341;Douglas Hsu;2,30;79
1327;1341;Erman Ilicak;2,30;54
1841;1341;Zhaobai Jiang;2,30;58
1753;1341;Osman Kibar;2,30;51
1188;1341;Adam Kwok;2,30;39
1134;1341;Frank Laukien;2,30;62
1190;1341;Louis Le Duff;2,30;75
1393;1341;Solomon Lew;2,30;77
1541;1341;Liang Rubo;2,30;39
1542;1341;Liang Zhaoxian;2,30;57
1249;1341;Prayudh Mahagitsiri;2,30;76
1340;1341;Clayton Mathile;2,30;81
1051;1341;Erwin Franz Mueller;2,30;89
1343;1341;David Murdock;2,30;98
1971;1341;Rubens Ometto Silveira Mello;2,30;72
2825;1341;Erik Paulsson and family;2,30;80
1403;1341;Heloise Pratt;2,30;59
1297;1341;Qiu Jianping and family;2,30;60
839;1341;Dirk Rossmann and family;2,30;75
1700;1341;Karin Schick;2,30;64
1352;1341;Stephan Schmidheiny;2,30;74
1258;1341;Wenrong Shen;2,30;76
1020;1341;Guangxin Sun;2,30;59
2826;1341;Mengquan Sun and family;2,30;72
1158;1341;Thomas Tull;2,30;51
1305;1341;Ted Turner;2,30;83
1306;1341;David Walentas;2,30;83
2827;1341;Yingming Wu;2,30;55
2828;1341;Yingzhuo Xu;2,30;54
1366;1341;Christoph Zeller;2,30;64
1571;1341;Zhang Wanzhen;2,30;72
2829;1341;Xiaojuan Zhang;2,30;52
1519;1397;Michael Ashcroft;2,20;76
2830;1397;Alex Atallah;2,20;30
1373;1397;Brett Blundy;2,20;62
2831;1397;Chris Britt;2,20;49
1172;1397;Cen Junda;2,20;57
1230;1397;Yadu Hari Dalmia and family;2,20;74
2832;1397;Zhenggang Dou;2,20;68
2163;1397;Weimin Du;2,20;58
2833;1397;Devin Finzer;2,20;31
1122;1397;Robert Friedland;2,20;71
1666;1397;Phillip Frost;2,20;85
1382;1397;Jeffrey Gundlach;2,20;63
1530;1397;John Hancock;2,20;46
1326;1397;Georg Haub;2,20;60
1461;1397;Hortensia Herrero;2,20;71
1605;1397;B. Wayne Hughes  Jr.;2,20;61
1330;1397;Bruce Karsh;2,20;66
1537;1397;Shlomo Kramer;2,20;56
1132;1397;Jonathan Kwok;2,20;30
2834;1397;Christian Latouche;2,20;81
1539;1397;Martin Lau;2,20;49
1853;1397;Li Wa;2,20;56
1394;1397;Liang Xinjun;2,20;54
1473;1397;Lin Chang Su-O;2,20;81
1543;1397;Lin Fanlian;2,20;60
1767;1397;Lin Lairong and family;2,20;53
1476;1397;Daniel Lubetzky;2,20;53
1398;1397;Howard Marks;2,20;75
1547;1397;Craig McCaw;2,20;72
1139;1397;Vincent McMahon;2,20;76
1483;1397;Mu Rongjun;2,20;42
970;1397;Jonathan Nelson;2,20;65
1555;1397;Bianca Rinehart;2,20;45
1556;1397;Ginia Rinehart;2,20;35
1350;1397;Filiz Sahenk;2,20;55
1704;1397;S.D. Shibulal;2,20;67
1500;1397;Alexander Svetakov;2,20;54
900;1397;Jeffrey Talpins;2,20;47
2835;1397;Ming Tian;2,20;68
1263;1397;Arvind Tiku;2,20;52
1501;1397;Torsten Toeller;2,20;55
1711;1397;Riaz Valani;2,20;45
1712;1397;Pieter van der Does;2,20;52
1360;1397;Lang Walker;2,20;76
1566;1397;Hope Welker;2,20;36
1364;1397;Xie Bingkun and family;2,20;55
1567;1397;William Young;2,20;81
1573;1397;Zhou Jian;2,20;45
2836;1445;Bill and Jean Adderley and family;2,10;64
1517;1445;Mohamed Al Fayed;2,10;93
1649;1445;Faisal Bin Qassim Al Thani;2,10;74
1651;1445;Masaaki Arai;2,10;56
223;1445;Tatyana Bakalchuk;2,10;46
1313;1445;Lee Bass;2,10;65
1028;1445;Alberto Bombassei;2,10;81
1731;1445;Jim Breyer;2,10;60
909;1445;Ron Burkle;2,10;69
2837;1445;Chen Huwen;2,10;51
2838;1445;Chen Huxiong;2,10;51
2152;1445;Chen Xuehua;2,10;61
1441;1445;Bruce Cheng;2,10;86
951;1445;Ryan Cohen;2,10;36
1377;1445;Dermot Desmond;2,10;71
2840;1445;Fred Ehrsam;2,10;33
1737;1445;John Elkann;2,10;46
1449;1445;Bob Ell;2,10;77
2841;1445;Fang Xiaoliang and family;2,10;63
917;1445;Lindsay Fox;2,10;84
2292;1445;Gary Friedman;2,10;64
1453;1445;Gordon Getty;2,10;88
1455;1445;Dennis Gillings;2,10;77
1456;1445;Harsh Goenka;2,10;64
2842;1445;David Hains;2,10;91
1460;1445;Bahaa Hariri;2,10;55
1384;1445;Shmuel Harlap;2,10;77
1744;1445;Gerry Harvey;2,10;82
1603;1445;Reid Hoffman;2,10;54
1184;1445;Hou Juncheng;2,10;57
1388;1445;Thomas James;2,10;79
1847;1445;Eiichi Kuriwada;2,10;75
1288;1445;Kwek Leng Kee;2,10;67
1391;1445;Lai Shixian;2,10;47
1761;1445;Lau Cho Kun;2,10;86
2192;1445;Lee Hae-jin;2,10;54
1395;1445;Harald Link;2,10;67
1959;1445;Liu Xiucai and family;2,10;65
2843;1445;Yangyong Luo and family;2,10;46
1397;1445;Igor Makarov;2,10;60
1546;1445;Alexander Mamut;2,10;62
1687;1445;David Mindus;2,10;50
1144;1445;Yuji Otsuka;2,10;68
1551;1445;Clive Palmer;2,10;68
1620;1445;Ajay Parekh;2,10;64
1621;1445;Narendrakumar Parekh;2,10;83
2844;1445;Xiangdong Qi;2,10;51
2845;1445;Jianhua Ren;2,10;65
1410;1445;Alice Schwartz;2,10;95
1631;1445;Peter Sondakh;2,10;72
2234;1445;Song Fei;2,10;55
1496;1445;Timothy Springer;2,10;74
2846;1445;Suyu Su and family;2,10;73
1633;1445;Elizabeth Sy;2,10;69
1021;1445;Sukanto Tanoto;2,10;72
1358;1445;Jayshree Ullal;2,10;61
1022;1445;Sunny Varkey;2,10;64
1638;1445;Jitendra Virwani;2,10;56
1640;1445;Wang Ren-sheng;2,10;90
1424;1445;Wang Wenmo;2,10;65
1718;1445;Thomas Wu;2,10;72
1891;1445;Wu Ying;2,10;57
1720;1445;Amy Wyss;2,10;51
1894;1445;Xiang Guangming and family;2,10;58
1365;1445;Xu Shugen;2,10;56
1897;1445;Steven Meng Yang and family;2,10;39
1432;1445;Clayton Zekelman;2,10;53
1572;1445;Hongfei Zhao;2,10;47
1217;1513;S. Daniel Abraham;2,00;97
1906;1513;Aziz Akhannouch and family;2,00;61
1518;1513;Andrey Andreev;2,00;48
855;1513;Ramon Ang;2,00;68
2847;1513;Guilherme Benchimol;2,00;45
1578;1513;Julio Bozano;2,00;86
2415;1513;Ryan Breslow;2,00;27
1522;1513;Cao Jianwei;2,00;43
1225;1513;Herb Chambers;2,00;80
1443;1513;Daniel Chiu;2,00;61
1659;1513;Tim Cook;2,00;61
911;1513;Brunello Cucinelli and family;2,00;68
1447;1513;Georgi Domuschiev;2,00;49
1448;1513;Kiril Domuschiev;2,00;52
1116;1513;Glenn Dubin;2,00;64
1322;1513;James Duff;2,00;61
1323;1513;Thomas Duff;2,00;65
1664;1513;Robert Duggan;2,00;77
1526;1513;Maria Franca Fissolo;2,00;87
1928;1513;Fu Mingkang and family;2,00;59
1747;1513;Jay Hennick;2,00;65
2301;1513;Orion Hindawi;2,00;42
772;1513;Ji Qi;2,00;55
1754;1513;Kim Chang-soo;2,00;61
799;1513;Vyacheslav Kim;2,00;52
2848;1513;Kuan Kam Hon and family;2,00;74
1006;1513;Egor Kulkov;2,00;50
800;1513;Josh Kushner;2,00;36
1189;1513;Henry Laufer;2,00;76
2849;1513;Thomas Lee;2,00;78
2064;1513;Michael Lee-Chin;2,00;71
2850;1513;Li Xuhui;2,00;53
1338;1513;Lim Kok Thay;2,00;70
1682;1513;Joao Roberto Marinho;2,00;68
1683;1513;Jose Roberto Marinho;2,00;66
1684;1513;Roberto Irineu Marinho;2,00;74
1858;1513;Jim McKelvey;2,00;56
1617;1513;Robert Miller;2,00;88
1344;1513;David Nahmad;2,00;74
1487;1513;Florentino Perez;2,00;75
1622;1513;Jennifer Pritzker;2,00;71
1553;1513;Linda Pritzker;2,00;68
2220;1513;P.V. Ramprasad Reddy;2,00;64
1781;1513;Joe Rogers  Jr.;2,00;75
1782;1513;Ruan Shuilong and family;2,00;86
894;1513;Phil Ruffin;2,00;87
1699;1513;Vinod Saraf;2,00;69
1206;1513;Maria-Elisabeth Schaeffler-Thumann;2,00;80
1702;1513;Genhuo Shao;2,00;56
1703;1513;Shen Xiqiang and family;2,00;74
1630;1513;Shi Wen-long;2,00;94
1494;1513;Thaksin Shinawatra;2,00;72
1155;1513;Alexander Skorobogatko;2,00;54
1561;1513;Sylvia Stroeher;2,00;66
1564;1513;Wichai Thongtang;2,00;75
1715;1513;Todd Wagner;2,00;61
2244;1513;Wang Jianguo;2,00;62
2112;1513;Shuifu Wang;2,00;67
2851;1513;Wenbiao Wang;2,00;65
2852;1513;Kanye West;2,00;44
1716;1513;Evan Williams;2,00;50
1893;1513;Zhongyi Wu;2,00;48
2853;1513;Zhihan Xu;2,00;49
1721;1513;Yan Zhi;2,00;49
1511;1513;Michael Ying;2,00;72
2124;1513;Yuan Liping;2,00;51
1516;1579;Anu Aga;1,90;79
1067;1579;Joy Alukkas;1,90;65
1371;1579;Sezai Bacaksiz;1,90;72
2854;1579;Baokun Bai;1,90;52
856;1579;Acharya Balkrishna;1,90;49
2141;1579;Kiki Barki;1,90;82
2025;1579;John Bloor;1,90;78
1580;1579;Nicola Bulgari;1,90;81
1655;1579;Alejandro Bulgheroni;1,90;77
1732;1579;Chen Kaichen;1,90;64
1175;1579;Fernando Chico Pardo;1,90;70
2855;1579;Jose Luis Cutrale;1,90;75
1662;1579;D. Leopoldo Del Pino;1,90;59
1592;1579;James Dinan;1,90;62
1738;1579;Francois Feuillet and family;1,90;73
2856;1579;Guangming Fu and family;1,90;68
1740;1579;Mario Gabelli;1,90;80
2036;1579;Reinold Geiger;1,90;74
1937;1579;He Zhenggang;1,90;68
2857;1579;Roberto Hernandez Ramirez;1,90;80
2173;1579;Hoi Kin Hong;1,90;69
1533;1579;Huang Qiaoling;1,90;63
1390;1579;Willis Johnson;1,90;74
1752;1579;Keeree Kanjanapas;1,90;71
2858;1579;Kim Dae-il;1,90;42
2859;1579;Kim Hyoung-nyon;1,90;46
644;1579;Andrei Kozitsyn;1,90;61
1468;1579;Thomas Kwok;1,90;70
1763;1579;Lei Jufang;1,90;69
1613;1579;David Lichtenstein;1,90;60
1614;1579;Lin Dingqiang and family;1,90;55
776;1579;Mikhail Lomtadze;1,90;46
1477;1579;Melissa Ma;1,90;64
1771;1579;Yusaku Maezawa;1,90;46
1480;1579;Katarina Martinson;1,90;40
2860;1579;Shouliang Miao;1,90;67
1964;1579;Romano Minozzi;1,90;87
736;1579;Pedro Moreira Salles;1,90;62
1485;1579;Alexander Nesis;1,90;59
2212;1579;Nguyen Dang Quang;1,90;58
1550;1579;Oei Hong Leong;1,90;74
1693;1579;Nihat Ozdemir;1,90;72
2087;1579;Gretel Packer;1,90;56
1694;1579;Benjamin Zhengmin Pan and family;1,90;52
1488;1579;Victor Pinchuk;1,90;61
1202;1579;Alexander Ponomarenko;1,90;57
2862;1579;Qi Jinxing;1,90;60
1625;1579;Larry Robbins;1,90;52
1626;1579;Dwight Schar;1,90;80
1493;1579;Shi Yifeng;1,90;48
2505;1579;Sun Hongjun;1,90;48
2107;1579;Anand Surana;1,90;51
2108;1579;Dilip Surana;1,90;56
676;1579;Djoko Susanto;1,90;72
1707;1579;Sze Man Bok;1,90;72
1788;1579;Alain Taravella;1,90;74
1713;1579;Martin Viessmann;1,90;68
1359;1579;Georg von Opel;1,90;55
2863;1579;Changtian Wang;1,90;56
1639;1579;Wang Chaobin;1,90;66
1791;1579;Wang Chou-hsiong;1,90;81
2382;1579;Wang Xiaoshen;1,90;53
1507;1579;Wei Yin-Heng;1,90;63
1895;1579;Xue Xiangdong and family;1,90;63
1513;1579;Yuan Fugen and family;1,90;71
1800;1579;David Zalik;1,90;48
1650;1645;Leslie Alexander;1,80;78
854;1645;Igor Altushkin;1,80;51
1575;1645;Roberto Angelini Rossi;1,80;73
2022;1645;Nigel Austin;1,80;51
2864;1645;Bang Jun-hyuk;1,80;53
1654;1645;O. Francis Biondi;1,80;57
2865;1645;Chang Byung-gyu;1,80;48
2551;1645;Chang Kuo-Ming;1,80;64
2866;1645;Chen Gang;1,80;54
2426;1645;Liying Chen;1,80;46
1376;1645;Chen Xueli;1,80;70
1442;1645;Chi Yufeng;1,80;51
1660;1645;Mark Coombs;1,80;61
1821;1645;Tench Coxe;1,80;64
1661;1645;John de Mol;1,80;67
1826;1645;Alfredo Egydio Arruda Villela Filho;1,80;52
499;1645;Ibrahim Erdemoglu;1,80;59
2167;1645;Philip Fayer;1,80;64
1450;1645;Paul Foster;1,80;64
1665;1645;James France;1,80;77
1739;1645;Yasuhiro Fukushima;1,80;74
2867;1645;Zhongru Gan;1,80;73
2445;1645;Rahul Gautam;1,80;69
2037;1645;Ali Ghodsi;1,80;43
1831;1645;Giammaria Giuliani;1,80;44
1668;1645;Christopher Goldsbury;1,80;79
1743;1645;Alexandre Grendene Bartelle;1,80;72
1600;1645;Surjit Kumar Gupta;1,80;80
1670;1645;Brian Higgins;1,80;57
2455;1645;David Hindawi;1,80;77
2868;1645;Chengzhong Hu;1,80;61
1463;1645;Huang Min;1,80;48
1838;1645;Stanley Hubbard;1,80;88
1839;1645;Hui Lin Chit;1,80;68
1750;1645;Hal Jackman;1,80;89
1942;1645;Stephen Jarislowsky;1,80;96
2869;1645;Mark and Robyn Jones;1,80;64
2181;1645;George Joseph;1,80;100
2308;1645;Kim Kardashian;1,80;41
1609;1645;Dominika Kulczyk;1,80;44
1610;1645;Edward Lampert;1,80;59
1470;1645;Marc Lasry;1,80;61
2597;1645;Michiel Le Roux;1,80;72
1951;1645;Peter Leibinger;1,80;55
1952;1645;Regine Leibinger;1,80;59
1953;1645;Nicola Leibinger-Kammueller;1,80;62
1245;1645;Wolfgang Leitner;1,80;69
2871;1645;Liu Zhongtian and family;1,80;58
1545;1645;Bill Malhotra;1,80;72
2204;1645;Charlwin Mao;1,80;64
2205;1645;George Marcus;1,80;80
2206;1645;Yves-Loic Martin;1,80;56
1685;1645;Gary Michelson;1,80;73
1686;1645;Robert G. Miller;1,80;76
735;1645;Fernando Roberto Moreira Salles;1,80;75
691;1645;Joao Moreira Salles;1,80;60
692;1645;Walther Moreira Salles Junior;1,80;65
2872;1645;Zugen Ni;1,80;65
1861;1645;Liora Ofer;1,80;68
1775;1645;Mrudula Parekh;1,80;74
2090;1645;David Paul;1,80;55
1695;1645;Pierre Karl Peladeau;1,80;60
2873;1645;Miranda Qu;1,80;37
1405;1645;Phillip T. (Terry) Ragon;1,80;72
1623;1645;G. Rajendran;1,80;79
1698;1645;Krit Ratanarak;1,80;75
1407;1645;Jerry Reinsdorf;1,80;86
2095;1645;Mochtar Riady and family;1,80;92
1786;1645;Rajju Shroff;1,80;88
1989;1645;Frank Slootman;1,80;63
1415;1645;Henry Swieca;1,80;64
2001;1645;Yuequn Tao;1,80;62
2241;1645;Robert Toennies;1,80;43
718;1645;Torbjorn Tornqvist;1,80;68
2874;1645;Zhenghua Wang;1,80;77
1641;1645;Charlotte Colket Weber;1,80;79
1796;1645;Wu Lanlan and family;1,80;48
1892;1645;Wu Yulan;1,80;52
1509;1645;Elaine Wynn;1,80;79
2393;1645;Xu Shijun and family;1,80;59
1510;1645;Xu Xudong and family;1,80;52
1798;1645;Yang Xuegang;1,80;57
2125;1645;Zhang Chuanwei and family;1,80;59
2875;1645;Xuexin Zhang and family;1,80;74
1804;1729;Noubar Afeyan;1,70;59
2406;1729;Farkhad Akhmedov;1,70;66
1726;1729;Marc Andreessen;1,70;50
1314;1729;John Bicket;1,70;42
1915;1729;Zadik Bino and family;1,70;78
1811;1729;Alex Birkenstock;1,70;53
1812;1729;Christian Birkenstock;1,70;49
1315;1729;Sanjit Biswas;1,70;40
1730;1729;David Booth;1,70;76
1813;1729;Josef Boquoi and family;1,70;88
1917;1729;Saket Burman;1,70;45
2876;1729;Mingtong Cai;1,70;70
1816;1729;Chen Yung-tai;1,70;86
1587;1729;Manas Chiaravanond;1,70;64
1524;1729;Phongthep Chiaravanont;1,70;70
1818;1729;Ivan Chrenko;1,70;54
1590;1729;Sol Daurella;1,70;56
2877;1729;Dulce Pugliese de Godoy Bueno;1,70;74
1823;1729;Norbert Dentressangle;1,70;67
1232;1729;Oleg Deripaska;1,70;54
914;1729;Dong Jinggui;1,70;52
1736;1729;Keith Dunleavy and family;1,70;52
2878;1729;Donald Foss;1,70;77
1741;1729;Rolf Gerling;1,70;67
1931;1729;G. Gnanalingam;1,70;77
1745;1729;He Zhaoxi;1,70;48
1746;1729;William Heinecke;1,70;72
2879;1729;Huh Jae-myung;1,70;50
1840;1729;Tianjiang Jia and family;1,70;59
1535;1729;Michael Jordan;1,70;59
1186;1729;Dmitry Kamenshchik;1,70;53
2051;1729;Kim Taek-jin;1,70;55
1676;1729;Koo Kwang-mo;1,70;44
1849;1729;Anthony Langley;1,70;67
2475;1729;Lee Joong-keun;1,70;81
1764;1729;James Leininger;1,70;77
1336;1729;Li Haiyan;1,70;64
1954;1729;Li Jianli;1,70;49
2880;1729;Weiwei Li;1,70;45
2197;1729;Li Zhigang;1,70;45
1766;1729;Jimmy John Liautaud;1,70;58
1680;1729;Louise Lindh;1,70;42
1768;1729;Lu Di;1,70;64
1478;1729;Anand Mahindra;1,70;66
1963;1729;Bruce Mathieson;1,70;78
2881;1729;Billy Joe (Red) McCombs;1,70;94
2079;1729;Deepak Mehta;1,70;65
1966;1729;Mario Moretti Polegato and family;1,70;69
1774;1729;Alberto Palatchi;1,70;72
1974;1729;Nelson Peltz;1,70;79
1777;1729;Jorge Perez;1,70;72
1348;1729;Alberto Prada;1,70;68
1349;1729;Marina Prada;1,70;76
2094;1729;M.Satyanarayana Reddy;1,70;64
2096;1729;Rihanna;1,70;34
840;1729;Arkady Rotenberg;1,70;70
1208;1729;Dieter Schnabel;1,70;76
1870;1729;Shang Xiaobo and family;1,70;48
2882;1729;Shao Qinxiang;1,70;67
2883;1729;Renate Sick-Glaser;1,70;64
1988;1729;Basudeo Singh;1,70;81
1498;1729;Edward Stack;1,70;67
2884;1729;Weijie Sun;1,70;58
2511;1729;Vonnarat Tangkaravakoon;1,70;50
1264;1729;Byron Trott;1,70;63
2885;1729;Jan Van Geet;1,70;50
1423;1729;Radha Vembu;1,70;49
2886;1729;Patrizio Vinciarelli;1,70;75
2887;1729;Mingwang Wang;1,70;54
786;1729;Wang Yanqing and family;1,70;75
2518;1729;Lars Wingefors;1,70;45
1794;1729;Stephen Winn;1,70;75
1795;1729;Ian Wood and family;1,70;79
2010;1729;Gordon Wu;1,70;86
2524;1729;Wu Xiangdong;1,70;53
2122;1729;Yao Kuizhang;1,70;57
1799;1729;Vladimir Yevtushenkov;1,70;73
2889;1729;Dasheng Yi;1,70;61
1900;1729;Yu Lili;1,70;54
1723;1729;Alan Zekelman;1,70;59
2890;1729;Kaitian Zeng;1,70;47
1367;1729;Zhang Jingzhang and family;1,70;86
2891;1729;Zhang Yubai;1,70;57
2892;1729;Zheng Hong and family;1,70;71
2893;1729;Zhong Peifeng;1,70;59
2019;1729;Zhou Zongwen and family;1,70;65
2537;1729;Zhu Yiming;1,70;49
2894;1729;Zhaojiang Zhu;1,70;48
1646;1729;Anita Zucker;1,70;70
1806;1818;Herbert Allen  Jr. and family;1,60;82
1807;1818;Vasily Anisimov;1,60;70
1912;1818;Mori Arkin;1,60;69
983;1818;Semahat Sevim Arsel;1,60;93
1808;1818;Clifford Asness;1,60;55
1809;1818;Louis Bacon;1,60;65
2145;1818;Hari Bhartia;1,60;65
2146;1818;Shyam Bhartia;1,60;69
2027;1818;Amit Burman;1,60;52
881;1818;Chen Shibin;1,60;55
1815;1818;Chen Tianshi;1,60;37
1819;1818;Robert Clark;1,60;63
1923;1818;Ana Lucia de Mattos Barretto Villela;1,60;48
1663;1818;Diao Zhizhong;1,60;58
1824;1818;Jamie Dimon;1,60;66
1827;1818;Gary Fegel;1,60;48
2568;1818;Gao Yunfeng;1,60;55
1930;1818;Philippe Ginestet and family;1,60;68
1077;1818;Sebastian Glaser;1,60;64
1000;1818;Sam Goi;1,60;75
2038;1818;Lance Gokongwei;1,60;54
957;1818;Sergei Gordeev;1,60;49
1832;1818;Bill Gross;1,60;77
1833;1818;Sue Gross;1,60;72
1934;1818;Patrick Hanrahan;1,60;66
2895;1818;Lutz Mario Helmig;1,60;75
1748;1818;Ilkka Herlin;1,60;63
1749;1818;Asok Kumar Hiranandani;1,60;67
2896;1818;Hu Kunhui;1,60;31
1940;1818;Archie Hwang;1,60;69
1464;1818;Jared Isaacman;1,60;39
2177;1818;Anurang Jain;1,60;60
1674;1818;Jin Lei and family;1,60;67
2466;1818;Sunjay Kapur;1,60;50
1608;1818;Richard Kayne;1,60;76
1844;1818;Randal J. Kirk;1,60;68
1948;1818;Jim Koch;1,60;72
1845;1818;William Koch;1,60;81
2187;1818;Kagemasa Kozuki;1,60;81
2473;1818;Arvind Lal;1,60;72
1848;1818;Robert Langer;1,60;73
1472;1818;Theodore Leonsis;1,60;66
2897;1818;David Xueling Li;1,60;49
2194;1818;Li Denghai;1,60;72
2317;1818;Li Guoqing;1,60;52
1955;1818;Li Jiaquan;1,60;58
1956;1818;Li Rucheng;1,60;70
1852;1818;Li Sze Lim;1,60;65
2196;1818;Li Yongqing;1,60;57
2898;1818;Lim Wee Chai;1,60;64
2899;1818;Liu Aisen and family;1,60;49
2072;1818;Liu Ming Chung;1,60;59
1856;1818;Vincent Lo;1,60;73
2074;1818;Brandt Louie;1,60;78
1289;1818;Catherine Lozick;1,60;76
1961;1818;Lu Zongjun;1,60;58
2201;1818;Lv Jianming;1,60;57
2324;1818;Cargill MacMillan  III.;1,60;62
1770;1818;Duncan MacMillan;1,60;84
2325;1818;John MacMillan;1,60;72
2326;1818;Martha MacMillan;1,60;70
2327;1818;William MacMillan;1,60;67
1857;1818;Terence (Terry) Matthews;1,60;79
2213;1818;Kazuo Okada;1,60;79
1253;1818;Tomas Olivo Lopez;1,60;48
2900;1818;Jorge Pinheiro Koren de Lima;1,60;49
2901;1818;Candido Pinheiro Koren de Lima Junior;1,60;51
2346;1818;Qian Ying;1,60;56
2902;1818;Ren Jinsheng and family;1,60;59
1780;1818;Brian Roberts;1,60;62
2903;1818;Austin Russell;1,60;27
2612;1818;George Sakellaris;1,60;75
1983;1818;Sheryl Sandberg;1,60;52
1868;1818;Andres Santo Domingo;1,60;43
1783;1818;Paul Saville;1,60;66
2904;1818;Ivan Savvidis;1,60;63
2905;1818;Michael Saylor;1,60;57
2355;1818;Gerald Schwartz;1,60;80
2906;1818;Sathien Setthasit;1,60;67
2907;1818;Niraj Shah;1,60;48
1785;1818;Keiichi Shibahara;1,60;57
1872;1818;Evgeny (Eugene) Shvidler;1,60;58
1873;1818;Ryan Smith;1,60;43
1875;1818;Peter Sperling;1,60;62
2367;1818;Ion Stoica;1,60;57
1706;1818;Bambang Sutantio;1,60;63
2909;1818;Lili Tan;1,60;64
2509;1818;Tan Yu Yeh;1,60;51
2002;1818;David Teoh;1,60;66
901;1818;Carl Thoma;1,60;73
1565;1818;Ion Tiriac;1,60;82
2240;1818;Clemens Toennies;1,60;65
2004;1818;Tran Ba Duong and family;1,60;62
1880;1818;Tseng Sing-ai;1,60;64
2910;1818;Tung Ching Bor;1,60;59
2513;1818;Tung Ching Sai;1,60;57
1885;1818;Scott Watterson;1,60;66
1505;1818;Wei Ing-Chou;1,60;68
1506;1818;Wei Yin-Chun;1,60;65
1508;1818;Wei Ying-Chiao;1,60;67
1793;1818;Tom Werner;1,60;71
1717;1818;Kie Chie Wong;1,60;74
2121;1818;Xu Guozhong and family;1,60;58
2395;1818;Xu Yuejuan;1,60;60
2911;1818;Yang Tingdong;1,60;61
2123;1818;Yu Peidi;1,60;62
2398;1818;Matei Zaharia;1,60;36
817;1818;Zhang Jian;1,60;53
2912;1818;Keqiang Zhang;1,60;61
2129;1818;Zheng Jianjiang and family;1,60;61
2130;1818;Zhong Sheng Jian;1,60;64
2020;1929;Antti Aarnio-Wihuri;1,50;82
1907;1929;Hamdi Akin and family;1,50;67
2136;1929;Chirayu Amin;1,50;75
2913;1929;Joachim Ante;1,50;39
2139;1929;Ziv Aviram;1,50;63
2266;1929;Danna Azrieli;1,50;54
2267;1929;Naomi Azrieli;1,50;56
2268;1929;Sharon Azrieli;1,50;61
1728;1929;Lesley Bamberger;1,50;56
2271;1929;Bernhard Braun-Luedicke;1,50;45
2272;1929;Eva Maria Braun-Luedicke;1,50;35
2547;1929;Ana Maria Brescia Cafferata;1,50;97
1579;1929;Nikolai Buinov;1,50;54
1916;1929;Paolo Bulgari;1,50;84
2914;1929;Andres Bzurovski Bay;1,50;44
1918;1929;Ahmet Calik;1,50;64
2421;1929;Giuliana Caprotti;1,50;81
2422;1929;Marina Caprotti;1,50;44
2029;1929;Steve Case;1,50;63
1919;1929;Safra Catz;1,50;60
1657;1929;Binod Chaudhary;1,50;66
2424;1929;Chen Baohua;1,50;60
2915;1929;Xianbao Chen and family;1,50;62
2277;1929;Chung Yong-jin;1,50;53
2916;1929;Steve Conine;1,50;49
2157;1929;Eduardo Costantini;1,50;75
2158;1929;Wenjun Dai;1,50;53
1925;1929;Bharat Desai;1,50;69
1926;1929;Mohammed Dewji;1,50;46
2284;1929;Mathias Doepfner;1,50;59
1445;1929;Domenico Dolce;1,50;63
1735;1929;Marek Dospiva;1,50;52
1594;1929;Fritz Draexlmaier;1,50;64
2917;1929;Henrique Dubugras;1,50;26
1927;1929;Egon Durban;1,50;48
1595;1929;Bulent Eczacibasi;1,50;72
1596;1929;Faruk Eczacibasi;1,50;67
2435;1929;Henry Engelhardt;1,50;64
583;1929;Ali Erdemoglu;1,50;62
1597;1929;Eduardo Eurnekian;1,50;89
2034;1929;John Farber;1,50;96
2918;1929;Clement Fayat and family;1,50;90
2437;1929;Daniel Feffer;1,50;62
2289;1929;David Feffer;1,50;65
2438;1929;Ruben Feffer;1,50;52
2565;1929;Feng Yuxia;1,50;57
2919;1929;Sergio Fogel;1,50;58
2920;1929;Pedro Franceschi;1,50;25
1451;1929;Stefano Gabbana;1,50;59
2921;1929;Yi Gao and family;1,50;53
2922;1929;Geng Jianming;1,50;59
1929;1929;Alan Gerry;1,50;93
2294;1929;Balkrishan Goenka;1,50;55
1932;1929;Esther Grether;1,50;86
2923;1929;Gu Wei;1,50;57
2041;1929;Torstein Hagen;1,50;79
1935;1929;Kenneth Hao;1,50;53
2171;1929;He Zhiping;1,50;58
1835;1929;Timothy Headington;1,50;71
1836;1929;Ilona Herlin;1,50;57
1938;1929;Niranjan Hiranandani;1,50;72
2047;1929;Drew Houston;1,50;39
2924;1929;Huang Rulun;1,50;70
2925;1929;Matt Hulsizer;1,50;64
1328;1929;Justin Ishbia;1,50;44
1941;1929;Peter Jackson;1,50;60
2927;1929;Jin Lei;1,50;56
2179;1929;Jin Xin;1,50;55
2180;1929;Conni Jonsson;1,50;61
2928;1929;Jenny Just;1,50;54
1945;1929;Ke Xiping and family;1,50;61
2050;1929;Ke Zunhong and family;1,50;67
1947;1929;Sidney Kimmel;1,50;94
2186;1929;Seth Klarman;1,50;64
1129;1929;Mustafa Rahmi Koc;1,50;91
1846;1929;Pyotr Kondrashev;1,50;72
2592;1929;Kong Jian Min;1,50;54
2054;1929;Hemendra Kothari;1,50;75
2189;1929;Eduard Kucera;1,50;69
1758;1929;Christopher Kwok;1,50;36
1759;1929;Edward Kwok;1,50;41
