ID;User_ID;Rank_2024_01;Person;net_worth_in_BillionUSD_2024_01;Age_of_person_2024_01;
1740;3183;1740;Norbert Dentressangle and family;1,7;69;
1741;1503;1741;Hamdi Ulukaya;1,7;51;
1742;1575;1742;Roberto Angelini Rossi;1,7;75;
1743;1413;1743;Jeffrey Soffer;1,7;56;
1744;1764;1744;James Leininger;1,7;78;
1745;1987;1745;Leonid Simanovsky;1,7;74;
1746;1860;1746;Massimo Moratti;1,7;78;
1747;1425;1747;Wang Zhenghua;1,7;79;
1748;1588;1748;Prathip Chiravanond;1,7;75;
1749;1835;1749;Timothy Headington;1,7;73;
1750;1749;1750;Asok Kumar Hiranandani;1,7;69;
1751;1768;1751;Lu Di;1,7;;
1752;3184;1752;Ron Corio;1,7;62;
1753;1836;1753;Ilona Herlin;1,7;59;
1754;2079;1754;Deepak Mehta;1,7;67;
1755;1706;1755;Bambang Sutantio;1,7;65;
1756;1773;1756;Meng Qingshan and family;1,7;75;
1757;1736;1757;Keith Dunleavy and family;1,7;54;
1758;1777;1758;Jorge Perez;1,7;74;
1759;2498;1759;Paul Sciarra;1,7;42;
1760;1794;1760;Stephen Winn;1,7;77;
1761;1243;1761;Saban Cemil Kazanci;1,7;62;
1762;3185;1762;Joe Rogers Jr;1,7;77;
1763;1814;1763;Cai Huabo;1,7;48;
1764;2487;1764;Suman Munjal;1,7;70;
1765;2087;1765;Gretel Packer;1,7;57;
1766;1795;1766;Ian Wood and family;1,7;81;
1767;2486;1767;Renu Munjal;1,7;68;
1768;926;1768;Liang Feng;1,7;55;
1769;2271;1769;Bernhard Braun-Luedicke;1,7;47;
1770;2272;1769;Eva Maria Braun-Luedicke;1,7;37;
1771;2273;1769;Friederike Braun-Luedicke;1,7;40;
1772;1849;1772;Anthony Langley;1,7;69;
1773;1799;1773;Vladimir Yevtushenkov;1,7;75;
1774;1850;1774;Marianna Latsis and family;1,6;70;
1775;1906;1775;Aziz Akhannouch and family;1,6;63;
1776;1364;1776;Xie Bingkun and family;1,6;57;
1777;1269;1777;Wu Zhigang and family;1,6;89;
1778;1818;1778;Ivan Chrenko;1,6;56;
1779;2147;1779;Stewart Butterfield;1,6;50;
1780;1883;1780;Wang Changtian;1,6;58;
1781;2193;1781;Art Levinson;1,6;73;
1782;1740;1782;Mario Gabelli;1,6;81;
1783;2332;1783;Jeffrey Michael and family;1,6;67;
1784;1822;1784;Jim Crane;1,6;70;
1785;1956;1785;Li Rucheng;1,6;72;
1786;1819;1786;Robert Clark;1,6;65;
1787;3186;1787;Herbert Allen Jr and family;1,6;83;
1788;1203;1788;Nicholas Pritzker;1,6;80;
1789;1904;1789;Fredrik Oesterberg;1,6;53;
1790;1838;1790;Stanley Hubbard;1,6;90;
1791;1808;1791;Clifford Asness;1,6;57;
1792;1725;1792;Amy Adams Strunk;1,6;68;
1793;1443;1793;Daniel Chiu;1,6;63;
1794;1811;1794;Alex Birkenstock;1,6;55;
1795;1812;1794;Christian Birkenstock;1,6;51;
1796;2990;1796;Tony Xu;1,6;39;
1797;1724;1797;Zhang Li;1,6;71;
1798;915;1798;Charles Ergen;1,6;70;
1799;1827;1799;Gary Fegel;1,6;50;
1800;1975;1800;David Penaloza Alanis;1,6;50;
1801;687;1801;Hong Jie;1,6;56;
1802;3079;1802;Catherine Phillips;1,6;;
1803;3080;1802;John Phillips;1,6;73;
1804;1430;1804;Huijiao Yu;1,6;57;
1805;2499;1805;Rajesh Sharma;1,6;53;
1806;2605;1806;Ulrike Meister;1,6;56;
1807;2628;1807;V. Prem Watsa;1,6;73;
1808;1865;1808;Michael Polsky;1,6;75;
1809;2071;1809;K.C. Liu;1,6;69;
1810;2905;1810;Michael Saylor;1,6;58;
1811;1624;1811;Ren Jianhua;1,6;67;
1812;2052;1812;Koh Wee Meng;1,6;60;
1813;1784;1813;Ivan Savvidis and family;1,6;64;
1814;2631;1814;Franziska Wuerbser;1,6;35;
1815;2604;1815;Gabriella Meister;1,6;;
1816;3187;1816;Zygmunt Solorz;1,6;67;
1817;1948;1817;Jim Koch;1,6;74;
1818;1922;1818;Sandor Csanyi;1,6;70;
1819;1771;1819;Yusaku Maezawa;1,6;48;
1820;1184;1820;Hou Juncheng;1,6;59;
1821;2355;1821;Gerald Schwartz;1,6;82;
1822;1644;1822;Gavril Yushvaev and family;1,6;66;
1823;3188;1823;Jiang Yintai and family;1,6;73;
1824;1807;1824;Vasily Anisimov;1,6;72;
1825;1816;1825;Chen Yung-tai;1,6;88;
1826;1869;1826;Sathien Sathientham;1,6;69;
1827;1936;1827;Jaroslav Hascak and family;1,6;54;
1828;1844;1828;Randal J. Kirk;1,6;69;
1829;1832;1829;Bill Gross;1,6;79;
1830;1857;1830;Terence (Terry) Matthews;1,6;80;
1831;1916;1831;Paolo Bulgari;1,6;86;
1832;1527;1832;William Franke;1,6;86;
1833;1595;1833;Bulent Eczacibasi;1,6;74;
1834;1885;1834;Scott Watterson;1,6;68;
1835;2149;1835;Anthony Casalena;1,6;41;
1836;1976;1836;Karl-Johan Persson;1,6;48;
1837;1875;1837;Peter Sperling;1,6;64;
1838;2104;1838;Nobutoshi Shimamura;1,6;97;
1839;1881;1839;Sekar Vembu;1,6;52;
1840;2333;1840;Alan Miller and family;1,6;86;
1841;1908;1841;Nerio Alessandri;1,6;62;
1842;2180;1842;Conni Jonsson;1,6;63;
1843;1843;1843;Kim Jae-young;1,6;50;
1844;1837;1844;David Hoffmann;1,6;71;
1845;2122;1845;Yao Kuizhang;1,6;59;
1846;925;1846;Li Liangbin;1,6;56;
1847;2055;1847;Sebastian Kulczyk;1,6;43;
1848;1986;1848;Ron Sim;1,6;65;
1849;2630;1849;Toto Wolff;1,6;52;
1850;1532;1850;Huang Dawen;1,6;63;
1851;3084;1851;Steven Schuurman;1,6;48;
1852;1172;1852;Cen Junda;1,6;59;
1853;1833;1853;Sue Gross;1,6;73;
1854;1876;1854;Laurie Tisch;1,6;72;
1855;1877;1854;Steven Tisch;1,6;74;
1856;1746;1856;William Heinecke;1,5;74;
1857;2156;1857;Alberto Cortina;1,5;78;
1858;1892;1858;Wu Yulan;1,5;54;
1859;1930;1859;Philippe Ginestet and family;1,5;70;
1860;1046;1860;Li Li;1,5;58;
1861;1984;1861;Amnon Shashua;1,5;63;
1862;2006;1862;Jens von Bahr;1,5;52;
1863;3189;1863;Gao Xingjiang;1,5;60;
1864;2027;1864;Amit Burman;1,5;54;
1865;1972;1865;Anne Marie See Pastor;1,5;;
1866;1973;1865;George Pastor;1,5;;
1867;1980;1867;Carlos Rodriguez-Pastor;1,5;64;
1868;2441;1868;Robert Fisher;1,5;70;
1869;1830;1869;Gao Yi and family;1,5;55;
1870;1909;1870;Alexandra Andresen;1,5;27;
1871;1910;1870;Katharina Andresen;1,5;28;
1872;1981;1872;Christopher Rokos;1,5;53;
1873;1967;1873;Robert Mouawad;1,5;79;
1874;1651;1874;Masaaki Arai;1,5;58;
1875;1721;1875;Yan Zhi;1,5;51;
1876;2299;1876;Richard Hayne;1,5;76;
1877;3190;1877;Alfred West Jr;1,5;81;
1878;2005;1878;Kenny Troutt;1,5;76;
1879;1858;1879;Jim McKelvey;1,5;58;
1880;1872;1880;Evgeny (Eugene) Shvidler;1,5;59;
1881;1899;1881;Yi Dasheng;1,5;63;
1882;1739;1882;Yasuhiro Fukushima;1,5;76;
1883;1424;1883;Wang Wenmo;1,5;67;
1884;1938;1884;Niranjan Hiranandani;1,5;73;
1885;2207;1885;Carsten Maschmeyer;1,5;64;
1886;1917;1886;Saket Burman;1,5;46;
1887;1955;1887;Li Jiaquan;1,5;60;
1888;1391;1888;Lai Shixian;1,5;49;
1889;1918;1889;Ahmet Calik;1,5;65;
1890;1924;1890;Federico De Nora;1,5;55;
1891;1940;1891;Archie Hwang;1,5;71;
1892;1941;1892;Peter Jackson;1,5;62;
1893;3191;1893;Jia Tianjiang and family;1,5;61;
1894;2314;1894;Suresh Krishna;1,5;87;
1895;1178;1895;Deng Weiming and family;1,5;55;
1896;1964;1896;Romano Minozzi;1,5;88;
1897;3192;1897;Wang Ning and family;1,5;37;
1898;2466;1898;Sunjay Kapur;1,5;52;
1899;2242;1899;John Van Lieshout;1,5;78;
1900;2032;1900;Sasson Dayan and family;1,5;83;
1901;2019;1901;Zhou Zongwen and family;1,5;66;
1902;1081;1902;Li Weiguo;1,5;59;
1903;3193;1903;Wu Kai;1,5;56;
1904;1991;1904;Axel Stawski;1,5;73;
1905;1947;1905;Sidney Kimmel;1,5;96;
1906;1942;1906;Stephen Jarislowsky;1,5;98;
1907;1847;1907;Eiichi Kuriwada;1,5;77;
1908;1927;1908;Egon Durban;1,5;50;
1909;1932;1908;Esther Grether;1,5;88;
1910;1965;1908;Greg Mondre;1,5;49;
1911;2016;1908;Justin Yuan;1,5;;
1912;1935;1908;Kenneth Hao;1,5;55;
1913;1977;1908;Mike Repole;1,5;56;
1914;1997;1908;Tang Binsen;1,5;41;
1915;1998;1908;Tang Rui;1,5;48;
1916;2012;1908;Xu Zhenhua;1,5;;
1917;1968;1917;Jerry Moyes and family;1,5;80;
1918;1915;1918;Zadik Bino and family;1,5;80;
1919;3093;1919;Sunil Vachani;1,5;55;
1920;965;1920;Yin Yee Lee;1,5;72;
1921;2223;1921;Igor Rotenberg;1,5;50;
1922;2026;1922;Vladimir Bogdanov;1,5;72;
1923;1925;1923;Bharat Desai;1,5;71;
1924;1433;1924;Zhao Fenggang;1,5;58;
1925;1809;1925;Louis Bacon;1,5;67;
1926;1544;1926;Aloke Lohia;1,5;65;
1927;1913;1927;Barbara Benetton;1,5;54;
1928;2106;1928;Charlotte Soderstrom;1,5;47;
1929;2091;1928;Tom Persson;1,5;39;
1930;2003;1930;Carmen Thyssen;1,5;80;
1931;1979;1931;Kishin RK;1,5;40;
1932;1949;1931;Raj Kumar;1,5;69;
1933;2029;1933;Steve Case;1,5;65;
1934;2020;1934;Antti Aarnio-Wihuri;1,5;83;
1935;2181;1935;George Joseph;1,5;102;
1936;2296;1936;Saroj Rani Gupta;1,5;73;
1937;1701;1937;Anatoly Sedykh;1,5;59;
1938;2146;1938;Shyam Bhartia;1,5;71;
1939;2145;1939;Hari Bhartia;1,5;67;
1940;1929;1940;Alan Gerry;1,5;95;
1941;1722;1941;Yoshiaki Yoshida;1,5;83;
1942;2063;1942;Lee Ho-jin;1,5;61;
1943;1707;1943;Sze Man Bok;1,5;74;
1944;2493;1944;G.V. Prasad;1,5;63;
1945;1831;1945;Giammaria Giuliani;1,5;45;
1946;2025;1946;John Bloor;1,5;80;
1947;1882;1947;Chris Wallin;1,5;71;
1948;2363;1948;Mike Speiser;1,5;53;
1949;2075;1949;Lucia Maggi and family;1,5;91;
1950;2157;1950;Eduardo Costantini;1,5;77;
1951;1785;1951;Keiichi Shibahara;1,5;59;
1952;1410;1952;Alice Schwartz;1,5;97;
1953;1805;1953;Syed Mokhtar AlBukhary;1,5;72;
1954;1974;1954;Nelson Peltz;1,5;81;
1955;2567;1955;William Fisher;1,5;66;
1956;1356;1956;Tian Ming;1,5;70;
1957;708;1957;Paul Lee;1,5;66;
1958;2151;1958;Richard Chang;1,5;77;
1959;3031;1959;Stanley Tang;1,5;31;
1960;2100;1960;Carlos Sanchez;1,5;62;
1961;2134;1961;Soegiarto Adikoesoemo;1,5;85;
1962;2074;1962;Brandt Louie;1,5;80;
1963;1945;1963;Ke Xiping and family;1,5;63;
1964;2581;1964;Inder Jaisinghani;1,5;70;
1965;1280;1965;Doris Fisher;1,5;92;
1966;1912;1966;Mori Arkin;1,5;71;
1967;2045;1967;Christoph Henkel;1,5;65;
1968;2176;1968;Mitchell Jacobson;1,5;72;
1969;2004;1969;Tran Ba Duong and family;1,5;63;
1970;2205;1970;George Marcus;1,5;82;
1971;2442;1971;Bernd Freier;1,4;67;
1972;2002;1972;David Teoh;1,4;68;
1973;1905;1973;Shiv Kishan Agrawal;1,4;83;
1974;2056;1974;Kwee Liong Keng;1,4;78;
1975;2057;1974;Kwee Liong Phing;1,4;66;
1976;2058;1974;Kwee Liong Seen;1,4;71;
1977;2059;1974;Kwee Liong Tek;1,4;77;
1978;1571;1978;Zhang Wanzhen;1,4;74;
1979;3049;1979;Andy Fang;1,4;31;
1980;1958;1980;Scott Lin;1,4;91;
1981;2120;1981;Swift Xie;1,4;44;
1982;1614;1982;Lin Dingqiang and family;1,4;57;
1983;2000;1983;Jeff Tangney;1,4;51;
1984;2066;1984;Bernard Lewis and family;1,4;97;
1985;1788;1985;Alain Taravella;1,4;76;
1986;1705;1986;Suh Kyung-bae;1,4;61;
1987;2942;1987;Thierry Cruanes;1,4;56;
1988;2923;1988;Gu Wei;1,4;59;
1989;1871;1989;Yuri Shefler;1,4;56;
1990;2473;1990;Arvind Lal;1,4;74;
1991;1336;1991;Li Haiyan;1,4;;
1992;1856;1992;Vincent Lo;1,4;75;
1993;2192;1993;Lee Hae-jin;1,4;56;
1994;2189;1994;Eduard Kucera;1,4;71;
1995;1174;1995;Chen Zhiping;1,4;48;
1996;2300;1996;Michael Heine;1,4;74;
1997;2543;1997;Anna Maria Braun;1,4;45;
1998;2544;1997;Johanna Braun;1,4;44;
1999;2545;1997;Karl Friedrich Braun;1,4;41;
2000;1761;2000;Lau Cho Kun;1,4;88;
2001;1137;2001;Li Zhongchu;1,4;60;
2002;2558;2002;Kochouseph Chittilappilly;1,4;73;
2003;1798;2003;Yang Xuegang;1,4;59;
2004;2046;2004;Daniel Hirschfeld;1,4;82;
2005;2069;2005;Jenny Linden Urnes;1,4;52;
2006;1419;2006;Tang Jinkui and family;1,4;68;
2007;1467;2007;Andrei Krivenko;1,4;48;
2008;2044;2008;He Xiaopeng;1,4;46;
2009;1486;2009;Ni Zugen;1,4;67;
2010;2094;2010;M.Satyanarayana Reddy;1,4;66;
2011;1886;2011;Dan Wilks;1,4;67;
2012;1937;2012;He Zhenggang;1,4;69;
2013;2023;2013;Binny Bansal;1,4;41;
2014;2083;2014;Marius Nacht;1,4;58;
2015;1920;2015;Chang Kuo-Hua;1,4;69;
2016;2098;2016;Subhash Runwal;1,4;80;
2017;1383;2017;Hao Hong;1,4;68;
2018;2986;2018;Wang Jianyi;1,4;61;
2019;1966;2019;Mario Moretti Polegato and family;1,4;71;
2020;3194;2020;Ziyavudin Magomedov;1,4;55;
2021;1732;2021;Chen Kaichen;1,4;;
2022;2037;2022;Ali Ghodsi;1,4;45;
2023;2042;2022;Ayman Hariri;1,4;45;
2024;2289;2024;David Feffer;1,4;67;
2025;2161;2025;Annalisa Doris;1,4;53;
2026;2073;2026;Anatoly Lomakin;1,4;71;
2027;2162;2027;Massimo Doris;1,4;56;
2028;2232;2028;Diana Teh Li Shing;1,4;;
2029;2208;2028;Lillian Teh Li Ming;1,4;;
2030;2174;2028;Lillyn Teh Li Hua;1,4;;
2031;2215;2028;William Teh Lee Pang;1,4;;
2032;1496;2032;Timothy Springer;1,4;75;
2033;2435;2033;Henry Engelhardt;1,4;66;
2034;1752;2034;Keeree Kanjanapas;1,4;73;
2035;2097;2035;Boris Rotenberg;1,4;67;
2036;2010;2036;Gordon Wu;1,4;88;
2037;2101;2037;Martin Selig;1,4;87;
2038;2354;2038;Dhruv Sawhney;1,4;79;
2039;1880;2039;Tseng Sing-ai;1,4;;
2040;2080;2040;Miao Shouliang;1,4;69;
2041;2035;2041;J. Christopher Flowers;1,4;66;
2042;3195;2042;Shay Banon;1,4;46;
2043;2562;2043;Benoit Dageville;1,4;57;
2044;1846;2044;Pyotr Kondrashev;1,4;74;
2045;2385;2045;Cameron Winklevoss;1,4;42;
2046;2386;2046;Tyler Winklevoss;1,4;42;
2047;1796;2047;Wu Lanlan and family;1,4;50;
2048;2199;2048;Itamar Locks and family;1,4;69;
2049;2202;2049;Blairo Maggi;1,4;67;
2050;1428;2050;Xu Yingzhuo;1,4;56;
2051;1852;2051;Li Sze Lim;1,4;66;
2052;1782;2052;Ruan Shuilong and family;1,4;88;
2053;2095;2053;Mochtar Riady and family;1,4;94;
2054;2546;2054;Ludwig Theodor Braun;1,4;34;
2055;1963;2055;Bruce Mathieson;1,4;79;
2056;2144;2056;Othman Benjelloun and family;1,4;91;
2057;2507;2057;Sehat Sutardja;1,4;62;
2058;1512;2058;Yu Qibing and family;1,4;58;
2059;1854;2059;Li Weiwei;1,4;47;
2060;2085;2060;Vadim Novinsky;1,4;60;
2061;3196;2061;Shao Genhuo;1,4;58;
2062;1635;2062;Mehmet Sinan Tara;1,4;65;
2063;3197;2063;Shalom Meckenzie;1,4;47;
2064;1902;2064;Zhang Xuexin and family;1,4;76;
2065;2096;2065;Rihanna;1,4;35;
2066;2432;2066;Carmen Daurella Aguilera;1,4;;
2067;1674;2067;Jin Lei and family;1,4;69;
2068;3198;2068;Ryan Graves;1,4;40;
2069;3020;2069;Rubens Menin Teixeira de Souza;1,4;67;
2070;3199;2070;Zhou Hongyi;1,4;53;
2071;2090;2071;David Paul;1,4;57;
2072;2105;2072;Jared Smith;1,4;49;
2073;2021;2073;Alberto Alcocer;1,4;81;
2074;2379;2074;Thomas von Koch;1,4;57;
2075;1874;2075;Zakhar Smushkin;1,4;62;
2076;2260;2076;Hamad bin Jassim bin Jaber Al Thani;1,4;64;
2077;2009;2077;Farris Wilks;1,4;71;
2078;2266;2078;Danna Azrieli;1,4;56;
2079;2267;2078;Naomi Azrieli;1,4;58;
2080;2268;2078;Sharon Azrieli;1,4;63;
2081;2060;2081;Kwek Leng Keow;1,4;72;
2082;2061;2081;Kwek Leng Peck;1,4;68;
2083;2927;2083;Jin Lei;1,4;58;
2084;1939;2084;Ho Hung Anh;1,4;53;
2085;1839;2085;Hui Lin Chit;1,4;70;
2086;2041;2086;Torstein Hagen;1,4;80;
2087;2356;2087;Antonio Luiz Seabra;1,4;81;
2088;2054;2088;Hemendra Kothari;1,4;77;
2089;2115;2089;Werner O. Weber;1,4;84;
2090;3200;2090;Jet Jie Li;1,4;49;
2091;1866;2091;Francisco Jose Riberas Mera;1,4;59;
2092;2064;2092;Michael Lee-Chin;1,3;73;
2093;1362;2093;Wang Zhenhua;1,3;61;
2094;1901;2094;Zeng Kaitian;1,3;49;
2095;1698;2095;Krit Ratanarak;1,3;77;
2096;1911;2096;Patricia Angelini Rossi;1,3;69;
2097;2610;2097;Real Plourde;1,3;;
2098;2437;2098;Daniel Feffer;1,3;64;
2099;2489;2099;Sjamsul Nursalim;1,3;82;
2100;1642;2100;Xie Juhua and family;1,3;73;
2101;1801;2101;Zhang Xiaojuan;1,3;54;
2102;2077;2102;Mao Lixiang and family;1,3;83;
2103;2292;2103;Gary Friedman;1,3;66;
2104;2172;2104;Heikki Herlin;1,3;37;
2105;2218;2105;Jupally Rameshwar Rao;1,3;68;
2106;2370;2106;Tony Tan Caktiong;1,3;71;
2107;2495;2107;Rao Wei and family;1,3;59;
2108;2438;2108;Ruben Feffer;1,3;;
2109;3201;2109;Cargill MacMillan III;1,3;64;
2110;2325;2109;John MacMillan;1,3;74;
2111;2326;2109;Martha MacMillan;1,3;72;
2112;2327;2109;William MacMillan;1,3;69;
2113;2758;2113;Che Jianxing;1,3;57;
2114;2211;2114;Randal Nardone;1,3;68;
2115;2430;2115;Cho Jyh-jer;1,3;;
2116;2343;2116;Mark Pincus;1,3;57;
2117;2523;2117;Wu Li-gann;1,3;83;
2118;1867;2118;Juan Maria Riberas Mera;1,3;55;
2119;3202;2119;Zhang Liguo;1,3;60;
2120;1758;2120;Christopher Kwok;1,3;37;
2121;1759;2121;Edward Kwok;1,3;42;
2122;1907;2122;Hamdi Akin and family;1,3;69;
2123;1853;2123;Li Wa;1,3;58;
2124;2521;2124;Horst Wortmann;1,3;82;
2125;2175;2125;Gregg Hymowitz;1,3;58;
2126;2170;2126;Joel Greenberg;1,3;66;
2127;3203;2127;Manuel Lao Hernandez and family;1,3;79;
2128;2497;2128;Matthew Roszak;1,3;51;
2129;1895;2129;Xue Xiangdong and family;1,3;64;
2130;2291;2130;Ben Francis;1,3;31;
2131;1380;2131;Fu Guangming and family;1,3;70;
2132;2850;2132;Li Xuhui;1,3;55;
2133;2250;2133;Wu Xushun and family;1,3;75;
2134;3204;2134;Ramesh Kunhikannan;1,3;59;
2135;2357;2135;Eric Ya Shen;1,3;53;
2136;2341;2136;Jose Isaac Peres and family;1,3;83;
2137;2288;2137;Fang Hongbo;1,3;57;
2138;2142;2138;Elena Baturina;1,3;60;
2139;3052;2139;Mustafa Hamied;1,3;83;
2140;2377;2140;Sandro Veronesi and family;1,3;64;
2141;2204;2141;Charlwin Mao;1,3;;
2142;2217;2141;Qu Miranda;1,3;39;
2143;3205;2143;Takaya Awata;1,3;62;
2144;2312;2144;Christine Knauf;1,3;;
2145;2313;2144;Karl Knauf;1,3;;
2146;2210;2146;Jahm Najafi;1,3;60;
2147;2123;2147;Yu Peidi;1,3;64;
2148;2956;2148;George Alexander Muthoot;1,3;68;
2149;2957;2148;George Jacob Muthoot;1,3;71;
2150;2958;2148;George Thomas Muthoot;1,3;73;
2151;2959;2148;Sara George Muthoot;1,3;63;
2152;2373;2152;Lina Tombolato;1,3;76;
2153;2805;2153;Lai Jianping;1,3;;
2154;2139;2154;Ziv Aviram;1,3;65;
2155;1573;2155;Zhou Jian;1,3;47;
2156;2188;2156;Michael Krasny;1,3;70;
2157;2034;2157;John Farber;1,3;98;
2158;2500;2158;Dean Solon;1,3;59;
2159;2007;2159;Wang Junmin;1,3;55;
2160;1994;2159;Su Suyu and family;1,3;75;
2161;2969;2161;Adam Foroughi;1,3;43;
2162;3206;2162;Michael Rees;1,3;48;
2163;2131;2163;Zhou Chengjian;1,3;58;
2164;3207;2164;Zhang Ning;1,3;49;
2165;1962;2165;Youssef Mansour;1,3;78;
2166;2338;2166;Axel Oberwelland and family;1,3;57;
2167;2169;2167;Simona Giorgetta;1,3;46;
2168;2384;2168;Drorit Wertheim;1,3;68;
2169;2807;2169;Xu Chuanhua and family;1,3;89;
2170;2164;2170;Timothy Dunn and family;1,3;68;
2171;2508;2171;Min-Liang Tan;1,3;46;
2172;1492;2172;Richard Saghian;1,3;42;
2173;2235;2173;Hal Steinbrenner;1,3;55;
2174;2237;2173;Jennifer Steinbrenner Swindal;1,3;64;
2175;2236;2173;Jessica Steinbrenner;1,3;59;
2176;2140;2176;Sachin Bansal;1,3;42;
2177;2186;2177;Seth Klarman;1,3;66;
2178;2620;2178;Haryanto Tjiptodihardjo;1,3;60;
2179;2366;2179;Michael Steinhardt;1,3;83;
2180;2209;2180;Martin Moller Nielsen;1,3;59;
2181;2335;2181;Neide Helena de Moraes;1,3;68;
2182;2287;2182;Jose Ermirio de Moraes Neto;1,3;71;
2183;2286;2182;Jose Roberto Ermirio de Moraes;1,3;66;
2184;2972;2184;Premchand Godha;1,3;77;
2185;2345;2185;Forrest Preston;1,3;90;
2186;1813;2186;Josef Boquoi and family;1,3;90;
2187;3115;2187;Ronald Clarke;1,3;68;
2188;2078;2188;David McMurtry;1,3;83;
2189;3075;2189;Bob Muglia;1,3;64;
2190;1763;2190;Lei Jufang;1,3;71;
2191;1914;2191;Angela Bennett;1,3;79;
2192;1504;2192;Wang Linpeng;1,3;55;
2193;2342;2193;Markus Persson;1,3;44;
2194;2624;2194;Shigefumi Wada;1,3;71;
2195;2225;2195;Deniz Sahenk;1,3;78;
2196;2431;2196;Weili Dai;1,3;62;
2197;2368;2197;Eddy Sugianto;1,3;77;
2198;1495;2198;Shu Ping;1,3;;
2199;3208;2199;Hartley Rogers;1,3;64;
2200;2423;2200;Chang Jing;1,3;41;
2201;3209;2201;Christoffel Wiese;1,3;82;
2202;2290;2202;Zsolt Felcsuti;1,3;52;
2203;3210;2203;Hua Xuande and family;1,3;80;
2204;2837;2204;Chen Huwen;1,3;53;
2205;2257;2205;Kostyantin Zhevago;1,3;50;
2206;2465;2206;Fumio Kaneko;1,3;67;
2207;1786;2207;Rajju Shroff;1,3;90;
2208;2585;2208;Ashok Kajaria;1,3;76;
2209;3211;2209;Li Fengluan;1,3;62;
2210;2323;2210;Frederic Luddy;1,3;69;
2211;2411;2211;Lloyd Blankfein;1,2;69;
2212;2344;2212;Murdaya Poo;1,2;83;
2213;2316;2213;Lee Su-jin;1,2;46;
2214;2375;2214;Joop van den Ende;1,2;81;
2215;1192;2215;Li Guoqiang;1,2;60;
2216;2315;2216;Guy Laliberte;1,2;64;
2217;2349;2217;Hugo Ribeiro and family;1,2;;
2218;2340;2218;Vitaly Orlov;1,2;59;
2219;2352;2219;Thomas Sandell;1,2;63;
2220;2483;2220;Lyu Yixiong;1,2;61;
2221;2481;2221;Jeffrey Lorberbaum;1,2;69;
2222;2281;2222;Richard Desmond;1,2;72;
2223;2284;2223;Mathias Doepfner;1,2;61;
2224;2277;2224;Chung Yong-jin;1,2;55;
2225;2456;2225;Huang Shan;1,2;53;
2226;2160;2226;Aydin Dogan;1,2;87;
2227;2298;2227;Fahed Hariri;1,2;43;
2228;2132;2228;Boris Zingarevich;1,2;64;
2229;2783;2229;Candido Pinheiro Koren de Lima;1,2;77;
2230;1681;2230;Luo Yangyong and family;1,2;48;
2231;3212;2231;Tory Burch;1,2;57;
2232;2141;2232;Kiki Barki;1,2;84;
2233;2975;2233;Peter Kelly;1,2;66;
2234;2502;2234;Joseph Steinberg;1,2;79;
2235;1513;2235;Yuan Fugen and family;1,2;73;
2236;1293;2236;Pan Laican;1,2;;
2237;2022;2237;Nigel Austin;1,2;53;
2238;1593;2238;Dong Fan;1,2;;
2239;2306;2239;Shirley Kao;1,2;67;
2240;2265;2240;Mehmet Aydinlar;1,2;67;
2241;3213;2241;Gary Tharaldson;1,2;78;
2242;3214;2242;Edir Macedo and family;1,2;79;
2243;2248;2243;Myron Wentz;1,2;84;
2244;1703;2244;Shen Xiqiang and family;1,2;75;
2245;1790;2245;Kenneth Tuchman;1,2;64;
2246;2262;2246;Jose Maria Aristrain;1,2;61;
2247;2447;2247;Pavel Golubkov;1,2;47;
2248;1894;2248;Xiang Guangming and family;1,2;60;
2249;2293;2249;Dan Gertler;1,2;50;
2250;2279;2250;Diego Della Valle;1,2;70;
2251;2364;2251;Marco Squinzi;1,2;52;
2252;2365;2251;Veronica Squinzi;1,2;52;
2253;1719;2253;Wu Yingming;1,2;57;
2254;1878;2254;Michael Tojner;1,2;57;
2255;2452;2255;He Zuxun;1,2;58;
2256;2369;2256;Luc Tack;1,2;62;
2257;1585;2257;Chen Qiongxiang;1,2;;
2258;2367;2258;Ion Stoica;1,2;58;
2259;2347;2258;Jimmy Rane;1,2;77;
2260;2295;2258;Lawrence Golub;1,2;64;
2261;2398;2258;Matei Zaharia;1,2;38;
2262;2264;2258;Tope Awotona;1,2;42;
2263;2050;2263;Ke Zunhong and family;1,2;69;
2264;2503;2264;Zachary Stern;1,2;42;
2265;2093;2265;Qin Long;1,2;58;
2266;2198;2266;Liu Gexin and family;1,2;72;
2267;2089;2267;Pan Shiyi;1,2;61;
2268;2549;2268;Hideyuki Busujima;1,2;71;
2269;2226;2269;Nobutada Saji;1,2;78;
2270;1376;2270;Chen Xueli;1,2;72;
2271;2334;2271;Ulrich Mommert and family;1,2;83;
2272;3215;2272;Cristina Junqueira;1,2;41;
2273;2514;2273;Arkady Volozh;1,2;59;
2274;3012;2274;John Krystynak;1,2;55;
2275;1671;2275;Wei Huang;1,2;64;
2276;2458;2276;Hiroshi Ishibashi;1,2;77;
2277;2301;2277;Orion Hindawi;1,2;44;
2278;3216;2278;Summerfield Johnston Jr;1,2;91;
2279;2451;2279;Polys Haji-Ioannou;1,2;64;
2280;1787;2280;Sun Huaiqing and family;1,2;54;
2281;3217;2281;Zhou Yahui;1,2;46;
2282;2067;2282;Li Jinyang;1,2;;
2283;3218;2283;Raamdeo Agrawal;1,2;67;
