ID;User_ID;Rank_2024_01;Person;net_worth_in_BillionUSD_2024_01;Age_of_person_2024_01;
609;286;609;Liu Yonghao and family;4,8;72;
610;516;610;Ananda Krishnan;4,7;85;
611;653;611;Daniel Tsai;4,7;67;
612;478;612;Mitchell Rales;4,7;67;
613;601;613;Richard Li;4,7;57;
614;774;614;Jim Kavanaugh;4,7;61;
615;697;615;Ken Xie;4,7;61;
616;870;616;Herb Simon;4,7;89;
617;1005;617;Friedrich Knapp;4,7;72;
618;532;618;Hansjoerg Wyss;4,7;89;
619;528;619;Kjell Inge Rokke;4,7;65;
620;608;620;Maximilian Viessmann;4,7;34;
621;654;621;Richard Tsai;4,7;66;
622;672;622;Jean Pritzker;4,7;61;
623;632;623;Jeffrey Lurie and family;4,6;72;
624;645;624;Timur Kulibaev;4,6;57;
625;646;624;Dinara Kulibaeva;4,6;56;
626;647;626;Ian Livingstone;4,6;61;
627;648;626;Richard Livingstone;4,6;59;
628;1069;628;Garrett Camp;4,6;45;
629;649;629;Gwendolyn Sontheim Meyer;4,6;62;
630;598;630;Ronald Lauder;4,6;79;
631;691;631;Joao Moreira Salles;4,6;62;
632;692;631;Walther Moreira Salles Junior;4,6;67;
633;596;633;Vladimir Kim;4,6;63;
634;744;634;Nusli Wadia;4,6;79;
635;612;635;Dietmar Hopp and family;4,6;83;
636;615;636;Theo Mueller;4,5;84;
637;730;637;W. Herbert Hunt;4,5;94;
638;752;638;Stephen Feinberg;4,5;63;
639;627;639;Jim Davis;4,5;63;
640;635;640;Mikhail Shelkov;4,5;55;
641;936;641;Lynn Schusterman and family;4,5;85;
642;767;642;William Berkley;4,5;77;
643;1001;643;Carlos Hank Rhon;4,5;76;
644;630;644;Christian Haub;4,5;59;
645;619;645;Hussain Sajwani;4,5;70;
646;728;646;Giuseppe De Longhi and family;4,5;84;
647;665;647;Dewi Kam;4,5;73;
648;669;648;Lin Bin;4,5;56;
649;465;649;Wu Jianshu;4,5;60;
650;651;650;Pham Nhat Vuong;4,5;55;
651;304;651;Zhang Yong;4,5;53;
652;726;652;Mong-Koo Chung;4,5;85;
653;729;653;Guenther Fielmann and family;4,5;84;
654;760;654;Yasumitsu Shigeta;4,5;58;
655;755;655;Martha Ingram and family;4,4;88;
656;777;656;Tom Morris;4,4;69;
657;1067;657;Joy Alukkas;4,4;67;
658;3141;658;Jeremy Jacobs Sr and family;4,4;84;
659;561;659;Emanuele Saputo and family;4,4;87;
660;467;660;James Chambers;4,4;66;
661;483;661;Margaretta Taylor;4,4;81;
662;747;662;Zhu Baoguo and family;4,4;61;
663;479;663;Katharine Rayner;4,4;79;
664;643;664;Daryl Katz;4,4;62;
665;749;665;Francesco Gaetano Caltagirone;4,4;80;
666;638;666;Juan Carlos Escotet;4,4;64;
667;717;667;Jerzy Starak;4,4;76;
668;776;668;Mikhail Lomtadze;4,4;48;
669;1163;669;Zhu Yi;4,4;60;
670;897;670;Gil Shwed;4,4;55;
671;659;671;Shari Arison;4,4;66;
672;790;672;Jim Coulter;4,4;64;
673;1052;673;Georg Nemetschek and family;4,4;90;
674;514;674;Gao Dekang and family;4,4;72;
675;731;675;James Irsay;4,3;64;
676;674;676;Jeff Skoll;4,3;59;
677;673;677;E. Joe Shoen;4,3;74;
678;703;678;Vinod Rai Gupta;4,3;78;
679;799;679;Vyacheslav Kim;4,3;54;
680;1013;680;Ajay Piramal;4,3;68;
681;3142;681;Rupert Johnson Jr;4,3;83;
682;668;682;Eric Lefkofsky;4,3;54;
683;735;683;Fernando Roberto Moreira Salles;4,3;77;
684;736;683;Pedro Moreira Salles;4,3;64;
685;677;685;Tahir and family;4,3;71;
686;1191;686;Mark Leonard and family;4,3;67;
687;655;687;Frank Wang;4,3;43;
688;594;688;Jack Dorsey;4,3;47;
689;785;689;Yitzhak Tshuva;4,3;75;
690;225;690;Richard Liu;4,3;49;
691;737;691;Gabe Newell;4,3;61;
692;683;692;John Catsimatidis;4,3;75;
693;750;693;Barry Diller;4,3;82;
694;3143;694;Austen Cargill II;4,2;72;
695;733;694;Marianne Liebmann;4,2;70;
696;660;696;Pyotr Aven;4,2;68;
697;667;697;Marc Ladreit de Lacharriere;4,2;83;
698;713;698;Isaac Perlmutter;4,2;81;
699;1677;699;George Kurtz;4,2;53;
700;1055;700;Gregorio Perez Companc and family;4,2;88;
701;852;701;William Ackman;4,2;57;
702;1054;702;Vikas Oberoi;4,2;53;
703;798;703;Peter Kellogg;4,2;81;
704;559;704;Lim Hariyanto Wijaya Sarwono;4,2;95;
705;1298;705;Rajan Raheja and family;4,2;69;
706;636;706;Patrick Drahi;4,2;60;
707;540;707;Viktor Kharitonin;4,2;51;
708;1551;708;Clive Palmer;4,2;69;
709;1125;709;Maggie Hardy;4,1;58;
710;371;710;Li Ping;4,1;56;
711;622;711;Samuel Yin;4,1;73;
712;751;712;Wesley Edens;4,1;62;
713;959;713;Reed Hastings;4,1;63;
714;763;714;Steven Udvar-Hazy;4,1;77;
715;644;715;Andrei Kozitsyn;4,1;63;
716;923;716;Hamilton James and family;4,1;72;
717;1242;717;Baba Kalyani;4,1;75;
718;876;718;Eric Yuan and family;4,1;53;
719;682;719;Nick Caporella;4,1;88;
720;551;720;Zhu Yan and family;4,1;53;
721;686;721;Antti Herlin;4,1;67;
722;823;722;Claudio Del Vecchio;4,1;66;
723;818;723;Rocco Basilico;4,1;34;
724;824;724;Clemente Del Vecchio;4,1;19;
725;825;724;Leonardo Maria Del Vecchio;4,1;28;
726;826;724;Luca Del Vecchio;4,1;22;
727;827;724;Marisa Del Vecchio;4,1;65;
728;850;724;Nicoletta Zampillo;4,1;65;
729;828;724;Paola Del Vecchio;4,1;62;
730;563;730;Dan Snyder;4,1;59;
731;982;731;Abdulla bin Ahmad Al Ghurair and family;4,1;;
732;590;732;Tim Sweeney;4,1;53;
733;822;733;Daniel DAniello;4,0;77;
734;829;734;Walter P.J. Droege;4,0;71;
735;695;735;Donald Sterling;4,0;89;
736;1250;736;Willy Michel;4,0;77;
737;840;737;Arkady Rotenberg;4,0;72;
738;642;738;Marian Ilitch;4,0;91;
739;715;739;Shaul Shani;4,0;69;
740;848;740;Michael Xie;4,0;54;
741;924;741;Lee Boo-jin;4,0;53;
742;814;742;Wang Junlin and family;4,0;61;
743;718;743;Torbjorn Tornqvist;4,0;70;
744;958;744;Jeff T. Green;4,0;46;
745;1017;745;Erik Selin;4,0;56;
746;197;746;Luo Liguo and family;4,0;67;
747;743;747;Tsai Hong-tu;3,9;71;
748;694;748;Peter Spuhler;3,9;64;
749;738;749;Alfred Oetker;3,9;57;
750;739;749;Carl Ferdinand Oetker;3,9;51;
751;740;749;Julia Oetker;3,9;45;
752;1004;752;Vivek Jain;3,9;68;
753;732;753;Somurai Jaruphnit;3,9;;
754;904;754;Takao Yasuda;3,9;74;
755;437;755;Cai Kui;3,9;61;
756;676;756;Djoko Susanto;3,9;73;
757;1119;757;Abhay Firodia;3,9;79;
758;710;758;Gail Miller;3,9;80;
759;931;759;Roger Penske;3,9;86;
760;762;760;Tsai Cheng-ta;3,9;73;
761;1156;761;Evan Spiegel;3,9;33;
762;1422;762;Shamsheer Vayalil;3,9;47;
763;754;763;Joseph Grendys;3,9;62;
764;599;764;Li Chunan;3,9;55;
765;1315;765;Sanjit Biswas;3,9;42;
766;613;766;Jiang Bin;3,8;57;
767;610;767;Xue Min;3,8;67;
768;891;768;Akio Nitori;3,8;79;
769;784;769;Richard Schulze;3,8;83;
770;895;770;Naguib Sawiris;3,8;69;
771;1027;771;Isak Andic and family;3,8;70;
772;690;772;Mary Alice Dorrance Malone;3,8;74;
773;1324;773;Daniel Ek;3,8;40;
774;607;774;Barry Sternlicht;3,8;63;
775;792;775;Beatriz Davila de Santo Domingo;3,8;84;
776;3144;776;Andre Koo Sr;3,8;56;
777;940;777;Pat Stryker;3,8;67;
778;241;778;Li Zhenguo and family;3,8;56;
779;771;779;Brad Jacobs;3,8;67;
780;725;780;Chen Dongsheng;3,8;66;
781;530;781;Tse Ping and family;3,8;72;
782;720;782;Zhang Daocai;3,8;74;
783;685;783;Luca Garavoglia;3,8;54;
784;639;784;Jose E. Feliciano;3,8;50;
785;1033;785;Jacques D  Amours;3,8;67;
786;791;786;Nicolas DIeteren;3,8;48;
787;680;787;Danielle Bellon and family;3,8;83;
788;845;788;Thomas Siebel;3,8;71;
789;933;789;David Rubenstein;3,8;74;
790;637;790;Behdad Eghbali;3,8;47;
791;911;791;Brunello Cucinelli and family;3,7;70;
792;280;792;Yao Liangsong;3,7;59;
793;781;793;Anthony Pritzker;3,7;63;
794;1534;794;Rajiv Jain;3,7;56;
795;3145;795;Jian Yao;3,7;;
796;1314;796;John Bicket;3,7;43;
797;3146;797;H. Ross Perot Jr;3,7;65;
798;681;798;Hubert Burda;3,7;83;
799;196;799;Jin Baofang;3,7;71;
800;806;800;Masahiro Noda;3,7;85;
801;1107;801;Madhur Bajaj;3,7;71;
802;1108;801;Niraj Bajaj;3,7;69;
803;1109;801;Shekhar Bajaj;3,7;75;
804;793;804;Bob Gaglardi;3,7;82;
805;866;805;John Middleton;3,7;68;
806;1160;806;Gustav Magnar Witzoe;3,7;30;
807;624;807;Stephane Bancel;3,7;51;
808;1032;808;James Clark;3,7;79;
809;699;809;Sid Bass;3,7;81;
810;650;810;Jay Paul;3,7;76;
811;795;811;Pansy Ho;3,7;61;
812;1821;812;Tench Coxe;3,7;66;
813;766;813;Hayes Barnard;3,7;51;
814;956;814;Charles Edelstenne;3,7;86;
815;979;815;Timur Turlov;3,7;36;
816;1252;816;Bobby Murphy;3,7;35;
817;769;817;Yakir Gabay;3,7;57;
818;805;818;Masahiro Miki;3,7;68;
819;546;819;Ugur Sahin;3,6;58;
820;947;820;Jon Yarbrough;3,6;66;
821;464;821;Seo Jung-jin;3,6;66;
822;457;822;Lai Meisong;3,6;53;
823;819;823;Maurizio Billi;3,6;66;
824;569;824;Bernard Broermann;3,6;80;
825;869;825;J. Joe Ricketts and family;3,6;82;
826;807;826;Cliff Obrecht;3,6;38;
827;808;826;Melanie Perkins;3,6;36;
828;1044;828;Lee Seo-hyun;3,6;50;
829;864;829;Steven Klinsky;3,6;67;
830;837;830;Prasert Prasarttong-Osoth;3,6;90;
831;868;831;Bob Parsons;3,6;73;
832;838;832;Ira Rennert;3,6;89;
833;800;833;Josh Kushner;3,6;38;
834;919;834;Senapathy Gopalakrishnan;3,6;68;
835;898;835;Stephen Smith;3,6;72;
836;912;836;Antonio Del Valle Ruiz and family;3,6;85;
837;779;837;Daniel Och;3,6;63;
838;1358;838;Jayshree Ullal;3,6;62;
839;801;839;Samuel Tak Lee;3,6;84;
840;2752;840;Neil Shen;3,6;56;
841;812;841;Lawrence Stroll;3,6;64;
842;893;842;Rodger Riney and family;3,6;78;
843;1066;843;Zhou Jianping;3,6;63;
844;802;844;Edwin Leong;3,6;72;
845;796;845;Alan Howard;3,6;60;
846;1086;846;Akira Mori and family;3,6;87;
847;3147;847;William Conway Jr;3,6;74;
848;705;848;Travis Kalanick;3,6;47;
849;953;849;Gurbachan Singh Dhingra;3,6;73;
850;954;849;Kuldip Singh Dhingra;3,6;76;
851;706;851;Koon Poh Keong;3,6;62;
852;400;852;Jian Jun;3,6;60;
853;746;853;Yu Renrong;3,5;57;
854;851;854;Barry Zekelman;3,5;57;
855;1664;855;Robert Duggan;3,5;79;
856;877;856;Charles Zegar;3,5;75;
857;1146;857;Karsanbhai Patel;3,5;80;
858;1120;858;Bruce Flatt;3,5;58;
859;944;859;Vincent Viola;3,5;67;
860;950;860;John Coates;3,5;54;
861;831;861;Peter Gassner;3,5;58;
862;3148;862;Amos Hostetter Jr;3,5;87;
863;1457;863;Sanjiv Goenka;3,5;63;
864;846;864;Wim van der Leegte and family;3,5;76;
865;679;865;Andrej Babis;3,5;69;
866;1497;866;Venu Srinivasan;3,5;71;
867;976;867;Renzo Rosso and family;3,5;68;
868;1143;868;Dan Olsson;3,5;77;
869;1072;869;Euisun Chung;3,5;53;
870;1989;870;Frank Slootman;3,5;65;
871;839;871;Dirk Rossmann and family;3,5;77;
872;372;872;Lin Jianhua;3,5;61;
873;595;873;Fan Hongwei;3,5;57;
874;611;874;Juan Domingo Beckmann Legorreta and family;3,5;56;
875;886;875;John Gandel;3,5;89;
876;974;876;Penny Pritzker;3,5;64;
877;3149;877;Hilton Schlosberg and family;3,5;71;
878;809;878;J.B. Pritzker;3,5;59;
879;773;879;Jason Jiang;3,5;51;
880;475;880;Jiang Weiping and family;3,5;68;
881;901;881;Carl Thoma;3,5;75;
882;775;882;Richard LeFrak and family;3,5;78;
883;1019;883;Martua Sitorus;3,5;63;
884;916;884;David Filo;3,5;57;
885;1012;885;John Paulson;3,5;68;
886;1299;886;Matthias Reinhart;3,4;64;
887;626;887;Neal Blue and family;3,4;88;
888;1168;888;Joesley Batista;3,4;51;
889;1169;888;Wesley Batista;3,4;51;
890;861;890;Laurence Graff and family;3,4;85;
891;490;891;Miao Hangen;3,4;59;
892;1207;892;Leonard Schleifer;3,4;71;
893;873;893;Hans Peter Wild;3,4;82;
894;1254;894;Eren Ozmen;3,4;65;
895;946;895;Steve Wynn;3,4;82;
896;841;896;Remo Ruffini;3,4;62;
897;872;897;Stefan von Holtzbrinck;3,4;60;
898;813;898;Tung Chee Chen;3,4;81;
899;1372;899;Aneel Bhusri;3,4;57;
900;1121;900;Miguel Fluxa Rossello;3,4;85;
901;951;901;Ryan Cohen;3,4;38;
902;1057;902;Arvind Poddar;3,4;66;
903;1343;903;David Murdock;3,4;100;
904;1175;904;Fernando Chico Pardo;3,4;71;
905;1095;905;Stewart Rahr;3,4;77;
906;1078;906;Adi Godrej;3,4;81;
907;1079;906;Jamshyd Godrej;3,4;75;
908;1087;906;Rishad Naoroji;3,4;72;
909;1073;906;Smita Crishna-Godrej;3,4;73;
910;884;910;Walter Frey;3,4;80;
911;719;911;Rufino Vigil Gonzalez;3,4;75;
912;986;912;Norman Braman;3,4;91;
913;855;913;Ramon Ang;3,4;70;
914;1115;914;Jack Cowin;3,4;81;
915;935;915;Klaus-Peter Schulenberg;3,4;72;
916;970;916;Jonathan Nelson;3,4;67;
917;961;917;Miguel Krigsner;3,3;74;
918;955;918;Martin Ebner;3,3;78;
919;856;919;Acharya Balkrishna;3,3;51;
920;920;920;Luciano Hang;3,3;61;
921;3150;921;Holden Spaht;3,3;49;
922;3151;921;Scott Crabill;3,3;53;
923;3152;921;Seth Boro;3,3;48;
924;978;924;Rita Tong Liu;3,3;75;
925;980;925;Frank VanderSloot;3,3;75;
926;949;926;Cho Tak Wong;3,3;77;
927;1022;927;Sunny Varkey;3,3;66;
928;1235;928;Sandeep Engineer;3,3;62;
929;835;929;Daniel Loeb;3,3;62;
930;899;930;Nik Storonsky;3,3;39;
931;255;931;Yang Huiyan and family;3,3;42;
932;957;932;Sergei Gordeev;3,3;51;
933;629;933;Peter Grogg;3,3;82;
934;890;934;Arnon Milchan;3,3;79;
935;1127;935;Samvel Karapetyan;3,3;58;
936;879;936;John Arnold;3,3;49;
937;1276;937;Otto Philipp Braun;3,3;46;
938;1124;938;Nadir Godrej;3,3;73;
939;1053;939;God Nisanov;3,3;51;
940;1042;939;Zarakh Iliev;3,3;57;
941;1292;941;Fatih Ozmen;3,3;66;
942;906;942;Giuliana Benetton;3,3;86;
943;907;943;Luciano Benetton;3,3;88;
944;780;944;Horst Paulmann and family;3,3;89;
945;875;945;Yi Zheng;3,3;53;
946;882;946;Bennett Dorrance;3,3;77;
947;804;947;Mohamed Mansour;3,3;76;
948;854;948;Igor Altushkin;3,3;53;
949;942;949;Harald Tschira;3,2;49;
950;943;949;Udo Tschira;3,2;54;
951;918;951;Sergei Galitsky;3,2;56;
952;1181;952;Eric Douglas;3,2;55;
953;1144;953;Yuji Otsuka;3,2;69;
954;997;954;Stephen Deckoff;3,2;58;
955;932;955;Ravi Pillai;3,2;70;
956;1237;956;Serge Godin;3,2;74;
957;1104;957;Jose Joao Abdalla Filho;3,2;78;
958;937;958;Isabella Seragnoli;3,2;78;
959;985;959;George Bishop;3,2;86;
960;1183;960;Stewart Horejsi and family;3,2;86;
961;1227;961;Andrew Cherng;3,2;76;
962;1228;961;Peggy Cherng;3,2;76;
963;888;963;Kwek Leng Beng;3,2;83;
964;1240;964;J. Tomilson Hill;3,2;75;
965;939;965;Warren Stephens;3,2;66;
966;972;966;Katharina Otto-Bernstein;3,2;60;
967;1036;967;Michael Federmann and family;3,2;80;
968;1177;968;Maria Del Pino;3,2;67;
969;3153;969;Edward DeBartolo Jr;3,2;77;
970;984;970;Nicolas Berggruen;3,2;62;
971;1180;971;Carl Douglas;3,2;62;
972;1328;972;Justin Ishbia;3,2;46;
973;847;973;Xiao Yongming and family;3,2;59;
974;908;974;Arun Bharat Ram;3,2;83;
975;1290;975;Kalanithi Maran;3,2;58;
976;1089;976;Nandan Nilekani;3,2;68;
977;863;977;Robert Johnson;3,2;76;
978;857;978;Markus Blocher;3,2;53;
979;1390;979;Willis Johnson;3,2;76;
980;1456;980;Harsh Goenka;3,2;66;
981;871;981;Leena Tewari;3,2;66;
982;991;982;Todd Christopher;3,2;61;
983;1272;983;Brian Acton;3,1;51;
984;523;984;Fang Wei;3,1;50;
985;1283;985;Alfred Gantner;3,1;55;
986;1279;985;Marcel Erni;3,1;59;
987;1307;985;Urs Wietlisbach;3,1;62;
988;995;988;Catheline Perier DIeteren;3,1;79;
989;860;989;Alessandra Garavoglia;3,1;63;
990;783;990;Howard Schultz;3,1;70;
991;1579;991;Nikolai Buinov;3,1;56;
992;1993;992;Sergei Studennikov and family;3,1;56;
993;1009;993;Harsh Mariwala;3,1;72;
994;1050;994;Ronald McAulay;3,1;88;
995;885;995;Fu Liquan and family;3,1;56;
996;973;996;Sergei Popov;3,1;52;
997;960;997;Bertil Hult;3,1;82;
998;3154;998;Drayton McLane Jr;3,1;87;
999;811;999;Jerry Speyer and family;3,1;83;
1000;1039;1000;Otto Happel;3,1;75;
1001;1016;1001;Robert Sands;3,1;65;
1002;983;1002;Semahat Sevim Arsel;3,1;95;
1003;849;1003;Yang Shaopeng;3,1;66;
1004;1147;1004;Richard Peery;3,1;85;
1005;1247;1005;Lin Chen-hai;3,1;76;
1006;1187;1006;Alicia Koplowitz;3,1;70;
1007;1619;1007;Kentaro Ogawa;3,1;75;
1008;1406;1008;Prathap Reddy;3,1;91;
1009;1002;1009;Susan Carol Holland;3,1;67;
1010;1691;1010;Satyanarayan Nuwal;3,1;71;
1011;975;1011;Theodore Rachmat;3,1;80;
1012;1230;1012;Yadu Hari Dalmia and family;3,1;76;
1013;1558;1013;Bhadresh Shah;3,1;72;
1014;977;1014;Friede Springer;3,1;81;
1015;929;1015;Aristotelis Mistakidis;3,1;62;
1016;930;1016;Geoffrey Palmer;3,1;73;
1017;969;1017;Farhad Moshiri;3,1;68;
1018;1461;1018;Hortensia Herrero;3,1;73;
1019;836;1019;Margarita Louis-Dreyfus and family;3,1;61;
1020;3155;1020;Frank Fertitta III;3,1;61;
1021;994;1021;Jean Coutu and family;3,1;96;
1022;874;1022;Wu Guanjiang and family;3,1;55;
1023;880;1023;Bill Austin;3,1;81;
1024;485;1024;Zhao Yan;3,1;57;
1025;1021;1025;Sukanto Tanoto;3,1;74;
1026;867;1026;Hiroshi Mikitani;3,1;58;
1027;889;1027;Pablo Legorreta;3,1;60;
1028;1003;1028;Hui Ka Yan;3,1;65;
1029;1374;1029;J. Hyatt Brown;3,1;86;
1030;1093;1030;Madhukar Parekh;3,0;77;
1031;1043;1031;Ipek Kirac;3,0;39;
1032;1368;1032;George Argyros and family;3,0;86;
1033;966;1033;Vladimir Litvinenko and family;3,0;68;
1034;724;1034;Vanich Chaiyawan;3,0;92;
1035;832;1035;Mikhail Gutseriev;3,0;65;
1036;1031;1036;John Caudwell;3,0;71;
1037;1535;1037;Michael Jordan;3,0;60;
1038;1060;1038;Rodney Sacks;3,0;74;
1039;1253;1039;Tomas Olivo Lopez;3,0;50;
1040;900;1040;Jeffrey Talpins;3,0;48;
1041;1059;1041;Haim Saban;3,0;79;
1042;1322;1042;James Duff;3,0;62;
1043;1323;1042;Thomas Duff;3,0;67;
1044;1200;1044;Falguni Nayar;3,0;60;
1045;909;1045;Ron Burkle;3,0;71;
1046;1697;1046;Olivier Pomel;3,0;46;
1047;1100;1047;Meg Whitman;3,0;67;
1048;902;1048;Todd Wanek;3,0;59;
1049;967;1049;Daniel Mate;3,0;60;
1050;3156;1050;William Wrigley Jr;3,0;60;
1051;1218;1051;Bill Alfond;3,0;75;
1052;1219;1051;Susan Alfond;3,0;78;
1053;1220;1051;Ted Alfond;3,0;79;
1054;542;1054;Jane Lauder;3,0;51;
1055;842;1055;Karin Sartorius-Herbst;3,0;;
1056;1076;1056;Lorenzo Fertitta;3,0;55;
1057;1158;1057;Thomas Tull;3,0;53;
1058;1007;1058;Lin Ming-hsiung;3,0;74;
1059;768;1059;Charles Cohen;3,0;71;
1060;1157;1060;Glen Taylor;3,0;82;
1061;2796;1061;Zhang Lei;3,0;51;
1062;987;1062;Eva Maria Bucher-Haefner;3,0;67;
1063;3157;1063;Song Zuowen;2,9;76;
1064;1035;1064;Bernard Ecclestone and family;2,9;93;
1065;1173;1065;Richard Chandler;2,9;65;
1066;1232;1066;Oleg Deripaska;2,9;56;
1067;1080;1067;Lee Yeow Chor;2,9;57;
1068;1552;1068;Matthew Prince;2,9;49;
1069;1176;1069;Ray Davis;2,9;82;
1070;1011;1070;Maja Oeri;2,9;69;
1071;1392;1071;Chris Larsen;2,9;63;
1072;917;1072;Lindsay Fox;2,9;86;
1073;1405;1073;Phillip T. (Terry) Ragon;2,9;74;
1074;1034;1074;John Paul DeJoria;2,9;79;
1075;816;1075;Zeng Fangqin;2,9;58;
1076;1325;1076;John Fisher;2,9;62;
1077;1051;1077;Erwin Franz Mueller;2,9;91;
1078;858;1078;Richard Branson;2,9;73;
1079;1154;1079;Salil Singhal;2,9;76;
1080;1061;1080;Karthik Sarma;2,9;49;
1081;1482;1081;Nirmal Minda;2,9;66;
1082;1091;1082;Maren Otto;2,9;;
1083;1198;1083;C. Dean Metropoulos;2,9;77;
1084;1040;1084;Gudrun Heine;2,9;69;
1085;1062;1084;Sybill Storz;2,9;86;
1086;948;1086;Zhou Bajin;2,9;88;
1087;1065;1087;Zhang Wenzhong;2,9;62;
1088;1063;1088;Daniel Sundheim;2,9;46;
1089;2220;1089;P.V. Ramprasad Reddy;2,9;65;
1090;1122;1090;Robert Friedland;2,9;73;
1091;1029;1091;Cao Longxiang and family;2,9;66;
1092;662;1092;Chen Hua and family;2,9;58;
1093;1150;1093;Wayne Rothbaum;2,9;55;
1094;1116;1094;Glenn Dubin;2,9;66;
1095;1090;1095;Benjamin Otto;2,9;;
1096;1282;1096;Bernard Fraisse and family;2,9;67;
1097;1944;1097;Ramesh Juneja;2,8;68;
1098;1762;1098;Alexis Le-Quoc;2,8;49;
1099;1077;1099;Sebastian Glaser;2,8;;
1100;1204;1100;Alejandro Santo Domingo;2,8;46;
1101;1142;1101;Timm Oberwelland;2,8;;
1102;1689;1102;Mofatraj Munot;2,8;79;
1103;1304;1103;Tsai Ming-kai;2,8;73;
1104;1105;1104;Juan Abello;2,8;82;
1105;1074;1105;Eleanor Butt Crook and family;2,8;91;
1106;945;1106;Wu Shaoxun;2,8;68;
1107;1345;1107;Lirio Parisotto;2,8;70;
1108;1088;1108;Philip Niarchos;2,8;70;
1109;1094;1109;Sean Parker;2,8;44;
1110;1201;1110;James Packer;2,8;56;
1111;1353;1111;Alberto Siccardi and family;2,8;79;
1112;962;1112;Kuok Khoon Hong;2,8;74;
1113;778;1113;Shigenobu Nagamori;2,8;79;
1114;1516;1114;Anu Aga;2,8;81;
1115;1268;1115;Oprah Winfrey;2,8;70;
1116;1110;1116;Harindarpal Banga;2,8;73;
1117;1943;1117;Rajeev Juneja;2,8;58;
1118;1135;1118;Maritsa Lazari and family;2,8;79;
1119;922;1119;Hu Baifan;2,8;61;
1120;1196;1120;Sergio Mantegazza;2,8;96;
1121;1472;1121;Theodore Leonsis;2,8;68;
1122;1229;1122;Leon G. Cooperman;2,8;80;
1123;1139;1123;Vincent McMahon;2,8;78;
1124;1129;1124;Mustafa Rahmi Koc;2,8;93;
1125;833;1125;Patrick Lee;2,8;82;
1126;2524;1126;Wu Xiangdong;2,8;55;
1127;1289;1127;Catherine Lozick;2,8;78;
1128;1199;1128;Hans Georg Naeder;2,8;62;
1129;1251;1129;Lachhman Das Mittal;2,8;93;
1130;1092;1130;Ranjan Pai;2,8;51;
1131;1165;1131;Felix Baker;2,8;54;
1132;1166;1132;Julian Baker;2,8;57;
1133;2775;1133;Qiu Guanghe and family;2,7;72;
1134;1182;1134;Fiona Geminder;2,7;59;
1135;2294;1135;Balkrishan Goenka;2,7;57;
1136;1141;1136;Denis O  Brien;2,7;65;
1137;1225;1137;Herb Chambers;2,7;82;
1138;1669;1138;Yusuf Hamied;2,7;87;
1139;587;1139;Li Gaiteng;2,7;51;
1140;1155;1140;Alexander Skorobogatko;2,7;56;
1141;921;1141;Michael Hintze;2,7;70;
1142;566;1142;Zhang Tao;2,7;51;
1143;1153;1143;Christiane Schoeller;2,7;;
1144;1112;1144;Anne Beaufour;2,7;60;
1145;1113;1144;Henri Beaufour;2,7;58;
1146;3158;1146;T.S. Kalyanaraman;2,7;76;
1147;1097;1147;Sun Shoukuan;2,7;74;
1148;1995;1148;Kevin Systrom;2,7;40;
1149;1317;1149;Morris Chang;2,7;92;
1150;1255;1150;John Pritzker;2,7;70;
1151;1224;1151;Vivek Chand Burman;2,7;86;
1152;1037;1152;Kenneth Feld and family;2,7;75;
1153;1134;1153;Frank Laukien;2,7;63;
1154;1159;1154;Bulat Utemuratov;2,7;66;
1155;3159;1155;Wu Guangming;2,7;61;
1156;1133;1156;Hans Langer;2,7;72;
1157;1446;1157;Ralph Dommermuth;2,7;60;
1158;1275;1158;Koos Bekker;2,7;71;
1159;1244;1159;Brad Kelley;2,7;67;
1160;1260;1160;Jeff Sutton;2,7;64;
1161;894;1161;Phil Ruffin;2,7;88;
1162;745;1162;Wu Yiling;2,7;74;
1163;1597;1163;Eduardo Eurnekian;2,7;91;
1164;1056;1164;Sebastian Pinera and family;2,7;74;
1165;331;1165;Zhang Hejun;2,7;72;
1166;1291;1166;Jed McCaleb;2,7;49;
1167;1167;1167;David Baszucki;2,7;61;
1168;1236;1168;Alceu Elias Feldmann and family;2,7;74;
1169;499;1169;Ibrahim Erdemoglu;2,7;61;
1170;1521;1170;Wilhelm Beier and family;2,7;67;
1171;1479;1171;Rafique Malik;2,7;73;
1172;815;1172;Xia Zuoquan;2,7;62;
1173;1478;1173;Anand Mahindra;2,7;68;
1174;1126;1174;Nithin Kamath;2,7;44;
1175;1212;1175;Anna Katharina Viessmann;2,7;;
1176;1006;1176;Egor Kulkov;2,7;52;
1177;1140;1177;Patrice Motsepe;2,7;62;
1178;1653;1178;Sanjeev Bikhchandani;2,7;60;
1179;3160;1179;John Dorrance III;2,6;80;
1180;1825;1180;Daniel Dines;2,6;52;
1181;1123;1181;Alexander Frolov;2,6;59;
1182;1211;1182;John Tyson and family;2,6;70;
1183;998;1183;Feng Hailiang;2,6;63;
1184;1359;1184;Georg von Opel;2,6;57;
1185;1010;1185;Gilles Martin;2,6;60;
1186;1164;1186;Ben Ashkenazy;2,6;54;
1187;1444;1187;Beda Diethelm;2,6;83;
1188;1412;1188;Kavitark Ram Shriram;2,6;67;
1189;1149;1189;Paolo Rocca;2,6;71;
1190;1148;1190;Gianfelice Rocca;2,6;75;
1191;1481;1191;Kiran Mazumdar-Shaw;2,6;70;
1192;1213;1192;Jurgen Wirtgen;2,6;58;
