ID;User_ID;Rank_2024_01;Person;net_worth_in_BillionUSD_2024_01;Age_of_person_2024_01;Date_of_data
972;1301;972;Justin Ishbia;3,2;46;2024-01-31
973;830;973;Xiao Yongming;3,2;59;2024-01-31
974;892;974;Arun Bharat Ram;3,2;83;2024-01-31
975;1263;975;Kalanithi Maran;3,2;58;2024-01-31
976;1067;976;Nandan Nilekani;3,2;68;2024-01-31
977;846;977;Robert Johnson;3,2;76;2024-01-31
978;840;978;Markus Blocher;3,2;53;2024-01-31
979;1363;979;Willis Johnson;3,2;76;2024-01-31
980;1429;980;Harsh Goenka;3,2;66;2024-01-31
981;854;981;Leena Tewari;3,2;66;2024-01-31
982;973;982;Todd Christopher;3,2;61;2024-01-31
983;1245;983;Brian Acton;3,1;51;2024-01-31
984;516;984;Fang Wei;3,1;50;2024-01-31
985;1256;985;Alfred Gantner;3,1;55;2024-01-31
986;1252;986;Marcel Erni;3,1;59;2024-01-31
987;1280;987;Urs Wietlisbach;3,1;62;2024-01-31
988;977;988;Catheline Perier DIeteren;3,1;79;2024-01-31
989;843;989;Alessandra Garavoglia;3,1;63;2024-01-31
990;769;990;Howard Schultz;3,1;70;2024-01-31
991;1551;991;Nikolai Buinov;3,1;56;2024-01-31
992;1964;992;Sergei Studennikov;3,1;56;2024-01-31
993;989;993;Harsh Mariwala;3,1;72;2024-01-31
994;1028;994;Ronald McAulay;3,1;88;2024-01-31
995;868;995;Fu Liquan;3,1;56;2024-01-31
996;955;996;Sergei Popov;3,1;52;2024-01-31
997;942;997;Bertil Hult;3,1;82;2024-01-31
998;1061;998;Drayton McLane Jr;3,1;87;2024-01-31
999;2675;999;Jerry Speyer;3,1;83;2024-01-31
1000;1018;1000;Otto Happel;3,1;75;2024-01-31
1001;996;1001;Robert Sands;3,1;65;2024-01-31
1002;965;1002;Semahat Sevim Arsel;3,1;95;2024-01-31
1003;832;1003;Yang Shaopeng;3,1;66;2024-01-31
1004;1123;1004;Richard Peery;3,1;85;2024-01-31
1005;1220;1005;Lin Chen-hai;3,1;76;2024-01-31
1006;1163;1006;Alicia Koplowitz;3,1;70;2024-01-31
1007;1592;1007;Kentaro Ogawa;3,1;75;2024-01-31
1008;1379;1008;Prathap Reddy;3,1;91;2024-01-31
1009;982;1009;Susan Carol Holland;3,1;67;2024-01-31
1010;1663;1010;Satyanarayan Nuwal;3,1;71;2024-01-31
1011;957;1011;Theodore Rachmat;3,1;80;2024-01-31
1012;1204;1012;Yadu Hari Dalmia;3,1;76;2024-01-31
1013;1531;1013;Bhadresh Shah;3,1;72;2024-01-31
1014;959;1014;Friede Springer;3,1;81;2024-01-31
1015;911;1015;Aristotelis Mistakidis;3,1;62;2024-01-31
1016;912;1016;Geoffrey Palmer;3,1;73;2024-01-31
1017;951;1017;Farhad Moshiri;3,1;68;2024-01-31
1018;1434;1018;Hortensia Herrero;3,1;73;2024-01-31
1019;819;1019;Margarita Louis-Dreyfus;3,1;61;2024-01-31
1020;3023;1020;Frank Fertitta III.;3,1;61;2024-01-31
1021;976;1021;Jean Coutu;3,1;96;2024-01-31
1022;857;1022;Wu Guanjiang;3,1;55;2024-01-31
1023;863;1023;Bill Austin;3,1;81;2024-01-31
1024;478;1024;Zhao Yan;3,1;57;2024-01-31
1025;1001;1025;Sukanto Tanoto;3,1;74;2024-01-31
1026;850;1026;Hiroshi Mikitani;3,1;58;2024-01-31
1027;872;1027;Pablo Legorreta;3,1;60;2024-01-31
1028;983;1028;Hui Ka Yan;3,1;65;2024-01-31
1029;1347;1029;J. Hyatt Brown;3,1;86;2024-01-31
1030;1071;1030;Madhukar Parekh;3,0;77;2024-01-31
1031;1022;1031;Ipek Kirac;3,0;39;2024-01-31
1032;1341;1032;George Argyros;3,0;86;2024-01-31
1033;948;1033;Vladimir Litvinenko;3,0;68;2024-01-31
1034;708;1034;Vanich Chaiyawan;3,0;92;2024-01-31
1035;2862;1035;Mikhail Gutseriev;3,0;65;2024-01-31
1036;1010;1036;John Caudwell;3,0;71;2024-01-31
1037;1509;1037;Michael Jordan;3,0;60;2024-01-31
1038;1038;1038;Rodney Sacks;3,0;74;2024-01-31
1039;1226;1039;Tomas Olivo Lopez;3,0;50;2024-01-31
1040;883;1040;Jeffrey Talpins;3,0;48;2024-01-31
1041;1037;1041;Haim Saban;3,0;79;2024-01-31
1042;1295;1042;James Duff;3,0;62;2024-01-31
1043;1296;1043;Thomas Duff;3,0;67;2024-01-31
1044;1176;1044;Falguni Nayar;3,0;60;2024-01-31
1045;893;1045;Ron Burkle;3,0;71;2024-01-31
1046;1669;1046;Olivier Pomel;3,0;46;2024-01-31
1047;1078;1047;Meg Whitman;3,0;67;2024-01-31
1048;885;1048;Todd Wanek;3,0;59;2024-01-31
1049;949;1049;Daniel Mate;3,0;60;2024-01-31
1050;1042;1050;William Wrigley Jr;3,0;60;2024-01-31
1051;1192;1051;Bill Alfond;3,0;75;2024-01-31
1052;1193;1052;Susan Alfond;3,0;78;2024-01-31
1053;1194;1053;Ted Alfond;3,0;79;2024-01-31
1054;533;1054;Jane Lauder;3,0;51;2024-01-31
1055;825;1055;Karin Sartorius-Herbst;3,0;;2024-01-31
1056;1054;1056;Lorenzo Fertitta;3,0;55;2024-01-31
1057;1134;1057;Thomas Tull;3,0;53;2024-01-31
1058;987;1058;Lin Ming-hsiung;3,0;74;2024-01-31
1059;754;1059;Charles Cohen;3,0;71;2024-01-31
1060;1133;1060;Glen Taylor;3,0;82;2024-01-31
1061;2700;1061;Zhang Lei;3,0;51;2024-01-31
1062;969;1062;Eva Maria Bucher-Haefner;3,0;67;2024-01-31
1063;3024;1063;Song Zuowen;2,9;76;2024-01-31
1064;1014;1064;Bernard Ecclestone;2,9;93;2024-01-31
1065;1149;1065;Richard Chandler;2,9;65;2024-01-31
1066;1206;1066;Oleg Deripaska;2,9;56;2024-01-31
1067;1058;1067;Lee Yeow Chor;2,9;57;2024-01-31
1068;1525;1068;Matthew Prince;2,9;49;2024-01-31
1069;1152;1069;Ray Davis;2,9;82;2024-01-31
1070;991;1070;Maja Oeri;2,9;69;2024-01-31
1071;1365;1071;Chris Larsen;2,9;63;2024-01-31
1072;900;1072;Lindsay Fox;2,9;86;2024-01-31
1073;1378;1073;Phillip T. (Terry) Ragon;2,9;74;2024-01-31
1074;1013;1074;John Paul DeJoria;2,9;79;2024-01-31
1075;800;1075;Zeng Fangqin;2,9;58;2024-01-31
1076;1298;1076;John Fisher;2,9;62;2024-01-31
1077;1029;1077;Erwin Franz Mueller;2,9;91;2024-01-31
1078;841;1078;Richard Branson;2,9;73;2024-01-31
1079;1130;1079;Salil Singhal;2,9;76;2024-01-31
1080;1039;1080;Karthik Sarma;2,9;49;2024-01-31
1081;1455;1081;Nirmal Minda;2,9;66;2024-01-31
1082;1069;1082;Maren Otto;2,9;;2024-01-31
1083;1174;1083;C. Dean Metropoulos;2,9;77;2024-01-31
1084;1019;1084;Gudrun Heine;2,9;69;2024-01-31
1085;1040;1085;Sybill Storz;2,9;86;2024-01-31
1086;930;1086;Zhou Bajin;2,9;88;2024-01-31
1087;1043;1087;Zhang Wenzhong;2,9;62;2024-01-31
1088;1041;1088;Daniel Sundheim;2,9;46;2024-01-31
1089;2188;1089;P.V. Ramprasad Reddy;2,9;65;2024-01-31
1090;1099;1090;Robert Friedland;2,9;73;2024-01-31
1091;1009;1091;Cao Longxiang;2,9;66;2024-01-31
1092;648;1092;Chen Hua;2,9;58;2024-01-31
1093;1126;1093;Wayne Rothbaum;2,9;55;2024-01-31
1094;1094;1094;Glenn Dubin;2,9;66;2024-01-31
1095;1068;1095;Benjamin Otto;2,9;;2024-01-31
1096;1255;1096;Bernard Fraisse;2,9;67;2024-01-31
1097;1915;1097;Ramesh Juneja;2,8;68;2024-01-31
1098;1734;1098;Alexis Le-Quoc;2,8;49;2024-01-31
1099;1055;1099;Sebastian Glaser;2,8;;2024-01-31
1100;1179;1100;Alejandro Santo Domingo;2,8;46;2024-01-31
1101;1118;1101;Timm Oberwelland;2,8;;2024-01-31
1102;1661;1102;Mofatraj Munot;2,8;79;2024-01-31
1103;1277;1103;Tsai Ming-kai;2,8;73;2024-01-31
1104;1083;1104;Juan Abello;2,8;82;2024-01-31
1105;1052;1105;Eleanor Butt Crook;2,8;91;2024-01-31
1106;927;1106;Wu Shaoxun;2,8;68;2024-01-31
1107;1318;1107;Lirio Parisotto;2,8;70;2024-01-31
1108;1066;1108;Philip Niarchos;2,8;70;2024-01-31
1109;1072;1109;Sean Parker;2,8;44;2024-01-31
1110;2667;1110;James Packer;2,8;56;2024-01-31
1111;1326;1111;Alberto Siccardi;2,8;79;2024-01-31
1112;944;1112;Kuok Khoon Hong;2,8;74;2024-01-31
1113;764;1113;Shigenobu Nagamori;2,8;79;2024-01-31
1114;1489;1114;Anu Aga;2,8;81;2024-01-31
1115;1241;1115;Oprah Winfrey;2,8;70;2024-01-31
1116;1088;1116;Harindarpal Banga;2,8;73;2024-01-31
1117;1914;1117;Rajeev Juneja;2,8;58;2024-01-31
1118;1111;1118;Maritsa Lazari;2,8;79;2024-01-31
1119;905;1119;Hu Baifan;2,8;61;2024-01-31
1120;1172;1120;Sergio Mantegazza;2,8;96;2024-01-31
1121;1445;1121;Theodore Leonsis;2,8;68;2024-01-31
1122;1203;1122;Leon G. Cooperman;2,8;80;2024-01-31
1123;1115;1123;Vincent McMahon;2,8;78;2024-01-31
1124;1106;1124;Mustafa Rahmi Koc;2,8;93;2024-01-31
1125;816;1125;Patrick Lee;2,8;82;2024-01-31
1126;2489;1126;Wu Xiangdong;2,8;55;2024-01-31
1127;1262;1127;Catherine Lozick;2,8;78;2024-01-31
1128;1175;1128;Hans Georg Naeder;2,8;62;2024-01-31
1129;1224;1129;Lachhman Das Mittal;2,8;93;2024-01-31
1130;1070;1130;Ranjan Pai;2,8;51;2024-01-31
1131;1141;1131;Felix Baker;2,8;54;2024-01-31
1132;1142;1132;Julian Baker;2,8;57;2024-01-31
1133;2682;1133;Qiu Guanghe;2,7;72;2024-01-31
1134;1158;1134;Fiona Geminder;2,7;59;2024-01-31
1135;2262;1135;Balkrishan Goenka;2,7;57;2024-01-31
1136;1117;1136;Denis O  Brien;2,7;65;2024-01-31
1137;1199;1137;Herb Chambers;2,7;82;2024-01-31
1138;1641;1138;Yusuf Hamied;2,7;87;2024-01-31
1139;578;1139;Li Gaiteng;2,7;51;2024-01-31
1140;1131;1140;Alexander Skorobogatko;2,7;56;2024-01-31
1141;904;1141;Michael Hintze;2,7;70;2024-01-31
1142;557;1142;Zhang Tao;2,7;51;2024-01-31
1143;1129;1143;Christiane Schoeller;2,7;;2024-01-31
1144;1090;1144;Anne Beaufour;2,7;60;2024-01-31
1145;1091;1145;Henri Beaufour;2,7;58;2024-01-31
1146;3025;1146;T.S. Kalyanaraman;2,7;76;2024-01-31
1147;1075;1147;Sun Shoukuan;2,7;74;2024-01-31
1148;1966;1148;Kevin Systrom;2,7;40;2024-01-31
1149;1290;1149;Morris Chang;2,7;92;2024-01-31
1150;1228;1150;John Pritzker;2,7;70;2024-01-31
1151;1198;1151;Vivek Chand Burman;2,7;86;2024-01-31
1152;1016;1152;Kenneth Feld;2,7;75;2024-01-31
1153;1110;1153;Frank Laukien;2,7;63;2024-01-31
1154;1135;1154;Bulat Utemuratov;2,7;66;2024-01-31
1155;3026;1155;Wu Guangming;2,7;61;2024-01-31
1156;1109;1156;Hans Langer;2,7;72;2024-01-31
1157;1419;1157;Ralph Dommermuth;2,7;60;2024-01-31
1158;1248;1158;Koos Bekker;2,7;71;2024-01-31
1159;1217;1159;Brad Kelley;2,7;67;2024-01-31
1160;1233;1160;Jeff Sutton;2,7;64;2024-01-31
1161;877;1161;Phil Ruffin;2,7;88;2024-01-31
1162;731;1162;Wu Yiling;2,7;74;2024-01-31
1163;1570;1163;Eduardo Eurnekian;2,7;91;2024-01-31
1164;1034;1164;Sebastian Pinera;2,7;74;2024-01-31
1165;325;1165;Zhang Hejun;2,7;72;2024-01-31
1166;1264;1166;Jed McCaleb;2,7;49;2024-01-31
1167;1143;1167;David Baszucki;2,7;61;2024-01-31
1168;2713;1168;Alceu Elias Feldmann;2,7;74;2024-01-31
1169;492;1169;Ibrahim Erdemoglu;2,7;61;2024-01-31
1170;1494;1170;Wilhelm Beier;2,7;67;2024-01-31
1171;1452;1171;Rafique Malik;2,7;73;2024-01-31
1172;799;1172;Xia Zuoquan;2,7;62;2024-01-31
1173;1451;1173;Anand Mahindra;2,7;68;2024-01-31
1174;1103;1174;Nithin Kamath;2,7;44;2024-01-31
1175;1186;1175;Anna Katharina Viessmann;2,7;;2024-01-31
1176;986;1176;Egor Kulkov;2,7;52;2024-01-31
1177;1116;1177;Patrice Motsepe;2,7;62;2024-01-31
1178;1625;1178;Sanjeev Bikhchandani;2,7;60;2024-01-31
1179;1155;1179;John Dorrance III.;2,6;80;2024-01-31
1180;1796;1180;Daniel Dines;2,6;52;2024-01-31
1181;1100;1181;Alexander Frolov;2,6;59;2024-01-31
1182;2698;1182;John Tyson;2,6;70;2024-01-31
1183;980;1183;Feng Hailiang;2,6;63;2024-01-31
1184;1332;1184;Georg von Opel;2,6;57;2024-01-31
1185;990;1185;Gilles Martin;2,6;60;2024-01-31
1186;1140;1186;Ben Ashkenazy;2,6;54;2024-01-31
1187;1417;1187;Beda Diethelm;2,6;83;2024-01-31
1188;1385;1188;Kavitark Ram Shriram;2,6;67;2024-01-31
1189;1125;1189;Paolo Rocca;2,6;71;2024-01-31
1190;1124;1190;Gianfelice Rocca;2,6;75;2024-01-31
1191;1454;1191;Kiran Mazumdar-Shaw;2,6;70;2024-01-31
1192;1187;1192;Jurgen Wirtgen;2,6;58;2024-01-31
1193;1188;1193;Stefan Wirtgen;2,6;53;2024-01-31
1194;1049;1194;Choo Chong Ngen;2,6;70;2024-01-31
1195;2187;1195;G. M. Rao;2,6;73;2024-01-31
1196;1077;1196;Tung Chee Hwa;2,6;86;2024-01-31
1197;1268;1197;Daniel Pritzker;2,6;64;2024-01-31
1198;1181;1198;Maria-Elisabeth Schaeffler-Thumann;2,6;82;2024-01-31
1199;1095;1199;N. Murray Edwards;2,6;64;2024-01-31
1200;1600;1200;Dwight Schar;2,6;81;2024-01-31
1201;591;1201;Forrest Li;2,6;46;2024-01-31
1202;861;1202;Mohed Altrad;2,6;75;2024-01-31
1203;1063;1203;Taha Mikati;2,6;79;2024-01-31
1204;894;1204;Chen Kaixuan;2,6;65;2024-01-31
1205;972;1205;Chan Tan Ching-fen;2,6;;2024-01-31
1206;950;1206;Ravi Modi;2,6;46;2024-01-31
1207;1165;1207;Henry Laufer;2,6;78;2024-01-31
1208;3027;1208;Bernard Saul II.;2,6;91;2024-01-31
1209;963;1209;Yoo Jung-hyun;2,6;54;2024-01-31
1210;1062;1210;Najib Mikati;2,6;68;2024-01-31
1211;2669;1211;Gustavo Denegri;2,6;86;2024-01-31
1212;1294;1212;K. Dinesh;2,6;69;2024-01-31
1213;1281;1213;Jerry Yang;2,6;55;2024-01-31
1214;1060;1214;Dmitry Mazepin;2,6;55;2024-01-31
1215;817;1215;Leng Youbin;2,6;55;2024-01-31
1216;1444;1216;Christian Latouche;2,6;83;2024-01-31
1217;1147;1217;Miriam Baumann-Blocher;2,6;49;2024-01-31
1218;1284;1218;Mortimer Zuckerman;2,6;86;2024-01-31
1219;1315;1219;Vadim Moshkovich;2,6;56;2024-01-31
1220;3028;1220;Roy Carroll II;2,6;61;2024-01-31
1221;1238;1221;Donald Trump;2,6;77;2024-01-31
1222;1361;1222;Thomas James;2,6;81;2024-01-31
1223;1246;1223;Abdulla Al Futtaim;2,5;84;2024-01-31
1224;596;1224;Issad Rebrab;2,5;80;2024-01-31
1225;1259;1225;Peter Hargreaves;2,5;77;2024-01-31
1226;1460;1226;Florentino Perez;2,5;76;2024-01-31
1227;1196;1227;Thor Bjorgolfsson;2,5;56;2024-01-31
1228;1278;1228;Ted Turner;2,5;85;2024-01-31
1229;1008;1229;Alberto Bombassei;2,5;83;2024-01-31
1230;1173;1230;Hans Melchers;2,5;85;2024-01-31
1231;923;1231;Roman Trotsenko;2,5;53;2024-01-31
1232;1177;1232;Alexander Ponomarenko;2,5;59;2024-01-31
1233;1214;1233;Jay-Z;2,5;54;2024-01-31
1234;758;1234;Ji Qi;2,5;57;2024-01-31
1235;827;1235;Scott Shleifer;2,5;46;2024-01-31
1236;934;1236;Deng Wen;2,5;55;2024-01-31
1237;1207;1237;Sergey Dmitriev;2,5;57;2024-01-31
1238;1105;1238;Kei Hoi Pang;2,5;58;2024-01-31
1239;1270;1239;Qiu Jianping;2,5;62;2024-01-31
1240;1304;1240;Bom Kim;2,5;45;2024-01-31
1241;1276;1241;Lucio Tan;2,5;89;2024-01-31
1242;1237;1242;Byron Trott;2,5;65;2024-01-31
1243;1017;1243;Gu Yuhua;2,5;74;2024-01-31
1244;1208;1244;Joseph Edelman;2,5;68;2024-01-31
1245;1257;1245;Paul Gauselmann;2,5;89;2024-01-31
1246;711;1246;Kenneth Dart;2,5;68;2024-01-31
1247;953;1247;Or Wai Sheun;2,5;72;2024-01-31
1248;1185;1248;Julia Thiele-Schuerhoff;2,5;52;2024-01-31
1249;1239;1249;Peter Unger;2,5;79;2024-01-31
1250;1850;1250;August Troendle;2,5;68;2024-01-31
1251;1308;1251;Kevin David Lehmann;2,5;21;2024-01-31
1252;1247;1252;Edward Bass;2,5;78;2024-01-31
1253;399;1253;Gao Jifan;2,5;59;2024-01-31
1254;1162;1254;Dmitry Kamenshchik;2,5;55;2024-01-31
1255;981;1255;Sam Goi;2,5;77;2024-01-31
1256;1211;1256;Alec Gores;2,5;70;2024-01-31
1257;1197;1257;Charles Bronfman;2,5;92;2024-01-31
1258;1240;1258;Roger Wang;2,5;75;2024-01-31
1259;1074;1259;Su Hua;2,5;42;2024-01-31
1260;2650;1260;Guo Guangchang;2,5;56;2024-01-31
1261;1418;1261;Domenico Dolce;2,5;65;2024-01-31
1262;1424;1262;Stefano Gabbana;2,5;61;2024-01-31
1263;3029;1263;Stephen Mandel Jr;2,5;67;2024-01-31
1264;1261;1264;Kwek Leng Kee;2,4;69;2024-01-31
1265;1457;1265;Eugene Murtagh;2,4;81;2024-01-31
1266;1324;1266;Richard Sands;2,4;72;2024-01-31
1267;1312;1267;Kishore Mariwala;2,4;88;2024-01-31
1268;888;1268;Karen Virginia Beckmann Legoretta;2,4;;2024-01-31
1269;1576;1269;Reid Hoffman;2,4;56;2024-01-31
1270;1254;1270;Gerald Ford;2,4;79;2024-01-31
1271;1036;1271;Alexey Repik;2,4;44;2024-01-31
1272;1191;1272;S. Daniel Abraham;2,4;99;2024-01-31
1273;1358;1273;Hans-Werner Hector;2,4;84;2024-01-31
1274;1715;1274;Alexandre Grendene Bartelle;2,4;74;2024-01-31
1275;1243;1275;Xie Weitong;2,4;67;2024-01-31
1276;1453;1276;Katarina Martinson;2,4;42;2024-01-31
1277;1250;1277;Chen Tei-fu;2,4;75;2024-01-31
1278;1230;1278;Ferit Faik Sahenk;2,4;59;2024-01-31
1279;3030;1279;Huang Zhenda;2,4;76;2024-01-31
1280;1219;1280;Li Hongxin;2,4;70;2024-01-31
1281;1339;1281;Christoph Zeller;2,4;66;2024-01-31
1282;1231;1282;Wenrong Shen;2,4;77;2024-01-31
1283;2018;1283;Drew Houston;2,4;40;2024-01-31
1284;1689;1284;Kie Chie Wong;2,4;75;2024-01-31
1285;3031;1285;Sun Guangxin;2,4;61;2024-01-31
1286;1274;1286;Hans Sy;2,4;68;2024-01-31
1287;1562;1287;Sol Daurella;2,4;58;2024-01-31
1288;814;1288;Fan Daidi;2,4;58;2024-01-31
1289;1183;1289;Dieter Schnabel;2,4;78;2024-01-31
1290;1234;1290;Henry Sy Jr;2,4;70;2024-01-31
1291;1112;1291;Angela Leong;2,4;62;2024-01-31
1292;1380;1292;Jerry Reinsdorf;2,4;87;2024-01-31
1293;1258;1293;Mitchell Goldhar;2,4;62;2024-01-31
1294;1471;1294;Edward Stack;2,4;69;2024-01-31
1295;1275;1295;Herbert Sy;2,4;67;2024-01-31
1296;1300;1296;Erman Ilicak;2,4;56;2024-01-31
1297;1092;1297;Andrei Bokarev;2,4;57;2024-01-31
1298;1303;1298;Bruce Karsh;2,4;68;2024-01-31
1299;1218;1299;Wolfgang Leitner;2,4;70;2024-01-31
1300;1834;1300;Andreas Pohl;2,4;59;2024-01-31
1301;970;1301;Cai Dongchen;2,4;71;2024-01-31
1302;2128;1302;Anand Deshpande;2,4;61;2024-01-31
1303;1180;1303;Steven Sarowitz;2,4;58;2024-01-31
1304;1387;1304;William Stone;2,4;68;2024-01-31
1305;971;1305;Jean-Pierre Cayard;2,4;81;2024-01-31
1306;1533;1306;Sylvia Stroeher;2,4;68;2024-01-31
1307;1205;1307;Henry Davis;2,4;72;2024-01-31
1308;1267;1308;Tor Peterson;2,4;59;2024-01-31
1309;1374;1309;Thi Phuong Thao Nguyen;2,4;53;2024-01-31
1310;1307;1310;Stephen Lansdown;2,4;71;2024-01-31
1311;974;1311;Mang Yee Chu;2,4;64;2024-01-31
1312;1571;1312;David Fong;2,4;66;2024-01-31
1313;1279;1313;David Walentas;2,3;85;2024-01-31
1314;1319;1314;Augusto Perfetti;2,3;;2024-01-31
1315;1320;1315;Giorgio Perfetti;2,3;;2024-01-31
1316;342;1316;Liu Jincheng;2,3;59;2024-01-31
1317;1394;1317;Lottie Tham;2,3;74;2024-01-31
1318;574;1318;Ali Erdemoglu;2,3;64;2024-01-31
1319;1310;1319;Hua Li;2,3;46;2024-01-31
1320;1189;1320;Zhao Lixin;2,3;58;2024-01-31
1321;1336;1321;Paul-Heinz Wesjohann;2,3;80;2024-01-31
1322;1317;1322;David Nahmad;2,3;76;2024-01-31
1323;505;1323;Cheng Xue;2,3;53;2024-01-31
1324;1986;1324;Michael Minhong Yu;2,3;62;2024-01-31
1325;1437;1325;Jared Isaacman;2,3;40;2024-01-31
1326;1609;1326;Masateru Uno;2,3;76;2024-01-31
1327;1311;1327;Lim Kok Thay;2,3;72;2024-01-31
1328;1236;1328;Arvind Tiku;2,3;53;2024-01-31
1329;1273;1329;Arnout Schuijff;2,3;56;2024-01-31
1330;1905;1330;Patrick Hanrahan;2,3;68;2024-01-31
1331;1330;1331;T.Y. Tsai;2,3;71;2024-01-31
1332;1325;1332;Stephan Schmidheiny;2,3;76;2024-01-31
1333;1299;1333;Georg Haub;2,3;62;2024-01-31
1334;1550;1334;Julio Bozano;2,3;88;2024-01-31
1335;804;1335;Fashu Chen;2,3;63;2024-01-31
1336;1681;1336;Tran Dinh Long;2,3;63;2024-01-31
1337;1089;1337;Ulrike Baro;2,3;;2024-01-31
1338;1146;1338;Yvonne Bauer;2,3;46;2024-01-31
1339;801;1339;Zhang Jian;2,3;55;2024-01-31
1340;1399;1340;David Wertheim;2,3;66;2024-01-31
1341;2072;1341;Airat Shaimiev;2,3;61;2024-01-31
1342;1366;1342;Solomon Lew;2,3;78;2024-01-31
1343;1327;1343;Stefan Soloviev;2,3;48;2024-01-31
1344;1423;1344;Paul Foster;2,3;66;2024-01-31
1345;3032;1345;Ye Chenghai;2,3;80;2024-01-31
1346;1563;1346;Mark Davis;2,3;68;2024-01-31
1347;1314;1347;Mi Enhua;2,3;65;2024-01-31
1348;2683;1348;An Kang;2,3;75;2024-01-31
1349;1411;1349;William Boyd;2,3;92;2024-01-31
1350;1362;1350;James Jannard;2,3;74;2024-01-31
1351;1959;1351;Basudeo Singh;2,3;83;2024-01-31
1352;1285;1352;John Armitage;2,3;64;2024-01-31
1353;1076;1353;Tseng Cheng;2,3;62;2024-01-31
1354;1713;1354;Rolf Gerling;2,3;69;2024-01-31
1355;1306;1355;Lam Kong;2,3;59;2024-01-31
1356;1323;1356;Filiz Sahenk;2,3;56;2024-01-31
1357;627;1357;Hu Kaijun;2,3;62;2024-01-31
1358;1171;1358;Lu Weiding;2,3;52;2024-01-31
1359;1195;1359;Riley Bechtel;2,3;71;2024-01-31
1360;1108;1360;Jonathan Kwok;2,2;31;2024-01-31
1361;1107;1361;Geoffrey Kwok;2,2;38;2024-01-31
1362;1352;1362;Tom Ford;2,2;62;2024-01-31
1363;1805;1363;Irving Grousbeck;2,2;89;2024-01-31
1364;1354;1364;Noam Gottesman;2,2;62;2024-01-31
1365;1427;1365;Kamal Ghaffarian;2,2;65;2024-01-31
1366;1384;1366;Alex Shevchenko;2,2;44;2024-01-31
1367;1369;1367;Max Lytvyn;2,2;44;2024-01-31
1368;1359;1368;Lutz Mario Helmig;2,2;77;2024-01-31
1369;1289;1369;Timothy Boyle;2,2;74;2024-01-31
1370;1835;1370;Reinfried Pohl Jr;2,2;64;2024-01-31
1371;1988;1371;Zhang Bangxin;2,2;44;2024-01-31
1372;1672;1372;Karin Schick;2,2;;2024-01-31
1373;1549;1373;David Blitzer;2,2;54;2024-01-31
1374;3033;1374;Ruan Hongliang;2,2;63;2024-01-31
1375;1389;1375;Harley Sy;2,2;64;2024-01-31
1376;995;1376;Stephen Rubin;2,2;86;2024-01-31
1377;1628;1377;R.G. Chandramogan;2,2;74;2024-01-31
1378;1484;1378;Michael Ying;2,2;74;2024-01-31
1379;1402;1379;Yeung Kin-man;2,2;59;2024-01-31
1380;1493;1380;Pavel Baudis;2,2;63;2024-01-31
1381;1617;1381;Zhang Hongwei;2,2;69;2024-01-31
1382;1355;1382;Jeffrey Gundlach;2,2;65;2024-01-31
1383;1053;1383;Du Jiangtao;2,2;54;2024-01-31
1384;2374;1384;Prem Kumar Arora;2,2;85;2024-01-31
1385;1412;1385;Anand Burman;2,2;71;2024-01-31
1386;1081;1386;Zhu Xingming;2,2;56;2024-01-31
1387;1409;1387;Martin Bouygues;2,2;;2024-01-31
1388;1410;1388;Olivier Bouygues;2,2;73;2024-01-31
1389;1328;1389;Tang Yiu;2,2;89;2024-01-31
1390;1956;1390;Ben Silbermann;2,2;41;2024-01-31
1391;2652;1391;Xie Liangzhi;2,2;58;2024-01-31
1392;1822;1392;Lee Yeow Seng;2,2;46;2024-01-31
1393;1235;1393;Andrew Tan;2,2;72;2024-01-31
1394;1861;1394;Anthony Wood;2,2;58;2024-01-31
1395;1619;1395;Cameron Adams;2,2;44;2024-01-31
1396;1404;1396;Oren Zeev;2,2;59;2024-01-31
1397;2859;1397;Luiz Frias;2,2;60;2024-01-31
1398;1376;1398;Heloise Pratt;2,2;61;2024-01-31
1399;875;1399;Julio Ponce Lerou;2,2;78;2024-01-31
1400;1291;1400;Chao Teng-hsiung;2,2;79;2024-01-31
1401;1286;1401;Lee Bass;2,2;67;2024-01-31
1402;1164;1402;Adam Kwok;2,2;40;2024-01-31
1403;1405;1403;Clayton Zekelman;2,2;55;2024-01-31
1404;1390;1404;Teresita Sy-Coson;2,2;73;2024-01-31
1405;772;1405;Wang Yanqing;2,2;57;2024-01-31
1406;1373;1406;Adam Neumann;2,2;44;2024-01-31
1407;1367;1407;Liang Xinjun;2,2;55;2024-01-31
1408;2007;1408;Reinold Geiger;2,2;76;2024-01-31
1409;897;1409;Dong Jinggui;2,2;;2024-01-31
1410;1350;1410;Dermot Desmond;2,2;73;2024-01-31
1411;1357;1411;Shmuel Harlap;2,2;79;2024-01-31
1412;1511;1412;Shlomo Kramer;2,2;57;2024-01-31
1413;2318;1413;Atul Ruia;2,2;52;2024-01-31
1414;1422;1414;Bob Ell;2,2;79;2024-01-31
1415;1858;1415;Alan Wilson;2,2;83;2024-01-31
1416;1859;1416;Bruce Wilson;2,2;77;2024-01-31
1417;1860;1417;John Wilson;2,2;86;2024-01-31
1418;1428;1418;Dennis Gillings;2,2;79;2024-01-31
1419;1371;1419;Howard Marks;2,2;77;2024-01-31
1420;1432;1420;Stein Erik Hagen;2,2;67;2024-01-31
