ID;User_ID;Table_rank_2024_03;Person;net_worth_in_BillionUSD_2024_03;Age_of_person_2024_03;Date_of_data
489;298;489;Zhang Yong;6,1;53;2024-03-30
490;239;490;Blair Parry-Okeden;6,1;73;2024-03-30
491;490;491;Todd Boehly;6,1;50;2024-03-30
492;237;492;Jim Kennedy;6;76;2024-03-30
493;322;493;Liang Wengen;6;67;2024-03-30
494;429;494;Les Wexner;6;86;2024-03-30
495;909;495;Samir Mehta;6;60;2024-03-30
496;910;496;Sudhir Mehta;6;69;2024-03-30
497;274;497;Qi Shi;6;54;2024-03-30
498;3016;498;William Goldring;6;81;2024-03-30
499;461;499;Pierre Chen;6;67;2024-03-30
500;500;500;Mark Walter;6;63;2024-03-30
501;2639;501;You Xiaoping;6;66;2024-03-30
502;434;502;Tsai Eng-meng;6;67;2024-03-30
503;1027;503;Martin Lorentzon;6;54;2024-03-30
504;482;504;Leo Koguan;6;69;2024-03-30
505;361;505;Kjeld Kirk Kristiansen;6;76;2024-03-30
506;569;506;Horst Julius Pudwill;5,9;79;2024-03-30
507;543;507;Jim Davis;5,9;80;2024-03-30
508;408;508;Ruan Liping;5,9;59;2024-03-30
509;458;509;Wu Jianshu;5,9;60;2024-03-30
510;409;510;Ruan Xueping;5,9;52;2024-03-30
511;352;511;Yuri Milner;5,9;62;2024-03-30
512;544;512;Murali Divi;5,8;73;2024-03-30
513;657;513;Michael Moritz;5,8;69;2024-03-30
514;623;514;Patrick Drahi;5,8;60;2024-03-30
515;606;515;Theo Mueller;5,8;84;2024-03-30
516;506;516;Robert Faith;5,8;60;2024-03-30
517;370;517;John A. Sobrato;5,8;84;2024-03-30
518;762;518;Mikhail Lomtadze;5,8;48;2024-03-30
519;571;519;Maria Fernanda Amorim;5,8;89;2024-03-30
520;1127;520;Jeff Rothschild;5,8;69;2024-03-30
521;525;521;Denise York;5,8;73;2024-03-30
522;581;522;Tim Sweeney;5,7;53;2024-03-30
523;1125;523;Paolo Rocca;5,7;71;2024-03-30
524;1124;524;Gianfelice Rocca;5,7;76;2024-03-30
525;539;525;Thomas Straumann;5,7;60;2024-03-30
526;502;526;Erich Wesjohann;5,7;78;2024-03-30
527;440;527;Clive Calder;5,7;77;2024-03-30
528;535;528;George Lucas;5,7;79;2024-03-30
529;234;529;Chase Coleman III;5,7;48;2024-03-30
530;920;530;Shen Guojun;5,7;61;2024-03-30
531;547;531;Tom Golisano;5,6;82;2024-03-30
532;943;532;Miguel Krigsner;5,6;74;2024-03-30
533;273;533;Lin Shu-hong;5,6;95;2024-03-30
534;512;534;Mark Scheinberg;5,6;50;2024-03-30
535;536;535;Janice McNair;5,6;87;2024-03-30
536;514;536;Ty Warner;5,6;79;2024-03-30
537;489;537;Renate Reimann-Haas;5,6;72;2024-03-30
538;488;538;Stefan Reimann-Andersen;5,6;60;2024-03-30
539;486;539;Wolfgang Reimann;5,6;71;2024-03-30
540;487;540;Matthias Reimann-Andersen;5,6;59;2024-03-30
541;498;541;Stewart Resnick;5,6;87;2024-03-30
542;497;542;Lynda Resnick;5,6;81;2024-03-30
543;467;543;James Irving;5,6;96;2024-03-30
544;93;544;Carl Icahn;5,5;88;2024-03-30
545;675;545;Igor Kesaev;5,5;57;2024-03-30
546;595;546;Mark Meijer;5,5;66;2024-03-30
547;594;547;Hank Meijer;5,5;72;2024-03-30
548;593;548;Doug Meijer;5,5;70;2024-03-30
549;645;549;Shari Arison;5,5;66;2024-03-30
550;638;550;Jon Stryker;5,4;65;2024-03-30
551;870;551;Peter Gilgan;5,4;73;2024-03-30
552;464;552;Archie Aldis Emmerson;5,4;94;2024-03-30
553;3017;553;Robert Hale Jr;5,4;57;2024-03-30
554;555;554;Chairul Tanjung;5,4;61;2024-03-30
555;290;555;John Reece;5,4;67;2024-03-30
556;579;556;Thomas Secunda;5,4;69;2024-03-30
557;795;557;Juan Roig;5,4;74;2024-03-30
558;287;558;Andrew Currie;5,4;68;2024-03-30
559;703;559;Torbjorn Tornqvist;5,4;70;2024-03-30
560;652;560;Min Kao;5,4;75;2024-03-30
561;583;561;Mark Cuban;5,4;65;2024-03-30
562;480;562;Mahendra Choksi;5,4;82;2024-03-30
563;656;563;Lin Li;5,4;60;2024-03-30
564;2641;564;Charles B. Johnson;5,3;91;2024-03-30
565;527;565;Robert Bass;5,3;76;2024-03-30
566;1301;566;Justin Ishbia;5,3;46;2024-03-30
567;281;567;Liu Yonghao;5,3;72;2024-03-30
568;424;568;Sumet Jiaravanon;5,3;89;2024-03-30
569;530;569;Martin Haefner;5,3;70;2024-03-30
570;365;570;Li Ping;5,3;56;2024-03-30
571;739;571;Rakesh Gangwal;5,3;70;2024-03-30
572;566;572;Thai Lee;5,3;65;2024-03-30
573;693;573;Dan Kurzius;5,3;52;2024-03-30
574;491;574;Rick Caruso;5,3;65;2024-03-30
575;453;575;Li Ge;5,3;57;2024-03-30
576;655;576;Lin Bin;5,3;56;2024-03-30
577;677;577;Joao Moreira Salles;5,3;62;2024-03-30
578;678;578;Walther Moreira Salles Junior;5,3;67;2024-03-30
579;501;579;Ronald Wanek;5,3;82;2024-03-30
580;774;580;Sanjiv Bajaj;5,2;54;2024-03-30
581;773;581;Rajiv Bajaj;5,2;57;2024-03-30
582;431;582;Jaran Chiaravanont;5,2;93;2024-03-30
583;584;583;Charles Dolan;5,2;97;2024-03-30
584;220;584;Richard Liu;5,2;50;2024-03-30
585;639;585;Daniel Tsai;5,2;67;2024-03-30
586;1139;586;Zhu Yi;5,2;60;2024-03-30
587;658;587;Jean Pritzker;5,2;61;2024-03-30
588;588;588;Andre Koo Sr.;5,2;56;2024-03-30
589;750;589;Elizabeth Uihlein;5,2;78;2024-03-30
590;751;590;Richard Uihlein;5,2;78;2024-03-30
591;924;591;Harald Tschira;5,2;49;2024-03-30
592;925;592;Udo Tschira;5,2;54;2024-03-30
593;663;593;Tahir;5,2;72;2024-03-30
594;558;594;Michael Ashley;5,2;59;2024-03-30
595;600;595;Russ Weiner;5,2;53;2024-03-30
596;545;596;Dagmar Dolby;5,2;82;2024-03-30
597;690;597;John Henry;5,1;74;2024-03-30
598;605;598;Joseph Liemandt;5,1;55;2024-03-30
599;585;599;Jack Dorsey;5,1;47;2024-03-30
600;640;600;Richard Tsai;5,1;66;2024-03-30
601;521;601;Tony Tamer;5,1;66;2024-03-30
602;519;602;Sami Mnaymneh;5,1;62;2024-03-30
603;744;603;Chandru Raheja;5,1;83;2024-03-30
604;526;604;Ron Baron;5,1;80;2024-03-30
605;1212;605;Bill Haslam;5,1;65;2024-03-30
606;610;606;Hussain Sajwani;5,1;71;2024-03-30
607;523;607;Romesh T. Wadhwani;5,1;76;2024-03-30
608;1047;608;Garrett Camp;5;45;2024-03-30
609;553;609;Mark Shoen;5;73;2024-03-30
610;559;610;Tomasz Biernacki;5;51;2024-03-30
611;711;611;Kenneth Dart;5;68;2024-03-30
612;2798;612;Michael Saylor;5;59;2024-03-30
613;768;613;John Sall;5;75;2024-03-30
614;540;614;Murat Ulker;5;65;2024-03-30
615;644;615;Herbert Wertheim;5;84;2024-03-30
616;735;616;Francesco Gaetano Caltagirone;5;81;2024-03-30
617;603;617;Dietmar Hopp;5;83;2024-03-30
618;686;618;Ben Chestnut;5;49;2024-03-30
619;564;619;Helen Johnson-Leipold;5;67;2024-03-30
620;745;620;Trevor Rees-Jones;5;72;2024-03-30
621;549;621;Bidzina Ivanishvili;4,9;68;2024-03-30
622;538;622;Alexandra Schoerghuber;4,9;65;2024-03-30
623;3389;623;Timur Kulibayev;4,9;57;2024-03-30
624;632;624;Dinara Kulibaeva;4,9;56;2024-03-30
625;567;625;Winifred J. Marquart;4,9;64;2024-03-30
626;534;626;Michel Leclercq;4,9;84;2024-03-30
627;471;627;Mitchell Rales;4,9;67;2024-03-30
628;562;628;H. Fisk Johnson;4,9;65;2024-03-30
629;563;629;S. Curtis Johnson;4,9;68;2024-03-30
630;712;630;Giuseppe De Longhi;4,9;84;2024-03-30
631;689;631;Vinod Rai Gupta;4,9;78;2024-03-30
632;679;632;Arturo Moreno;4,9;77;2024-03-30
633;753;633;William Berkley;4,9;77;2024-03-30
634;853;634;Herb Simon;4,9;89;2024-03-30
635;615;635;Margot Birmingham Perot;4,9;90;2024-03-30
636;819;636;Margarita Louis-Dreyfus;4,9;61;2024-03-30
637;1627;637;Alejandro Bulgheroni;4,9;79;2024-03-30
638;628;638;Johnelle Hunt;4,8;92;2024-03-30
639;683;639;Ken Xie;4,8;61;2024-03-30
640;826;640;Vivek Chaand Sehgal;4,8;67;2024-03-30
641;524;641;Hansjoerg Wyss;4,8;89;2024-03-30
642;701;642;Steven Spielberg;4,8;77;2024-03-30
643;509;643;Ananda Krishnan;4,8;85;2024-03-30
644;807;644;Claudio Del Vecchio;4,8;67;2024-03-30
645;802;645;Rocco Basilico;4,8;34;2024-03-30
646;775;646;Leonid Boguslavsky;4,8;72;2024-03-30
647;833;647;Nicoletta Zampillo;4,8;66;2024-03-30
648;810;648;Luca Del Vecchio;4,8;22;2024-03-30
649;811;649;Marisa Del Vecchio;4,8;65;2024-03-30
650;808;650;Clemente Del Vecchio;4,8;19;2024-03-30
651;812;651;Paola Del Vecchio;4,8;62;2024-03-30
652;809;652;Leonardo Maria Del Vecchio;4,8;28;2024-03-30
653;940;653;Jeff T. Green;4,8;47;2024-03-30
654;1030;654;Georg Nemetschek;4,8;90;2024-03-30
655;738;655;Stephen Feinberg;4,8;64;2024-03-30
656;576;656;Carlo Fidani;4,8;69;2024-03-30
657;647;657;Chan Laiwa;4,7;83;2024-03-30
658;1103;658;Nithin Kamath;4,7;44;2024-03-30
659;1032;659;Vikas Oberoi;4,7;53;2024-03-30
660;484;660;Michael Pieper;4,7;78;2024-03-30
661;714;661;W. Herbert Hunt;4,7;95;2024-03-30
662;760;662;Jim Kavanaugh;4,7;61;2024-03-30
663;3111;663;Xiang Guangda;4,7;66;2024-03-30
664;985;664;Friedrich Knapp;4,7;72;2024-03-30
665;608;665;Odd Reitan;4,7;72;2024-03-30
666;577;666;Hong Ra-hee;4,7;78;2024-03-30
667;507;667;Gao Dekang;4,7;72;2024-03-30
668;589;668;Ronald Lauder;4,7;80;2024-03-30
669;710;669;Mong-Koo Chung;4,7;86;2024-03-30
670;450;670;Lai Meisong;4,7;53;2024-03-30
671;2679;671;Jeffrey Lurie;4,6;72;2024-03-30
672;634;672;Richard Livingstone;4,6;59;2024-03-30
673;633;673;Ian Livingstone;4,6;61;2024-03-30
674;746;674;Yasumitsu Shigeta;4,6;59;2024-03-30
675;520;675;Kjell Inge Rokke;4,6;65;2024-03-30
676;822;676;Dirk Rossmann;4,6;77;2024-03-30
677;699;677;Isaac Perlmutter;4,6;81;2024-03-30
678;887;678;Takao Yasuda;4,6;74;2024-03-30
679;532;679;Kim Beom-su;4,6;58;2024-03-30
680;192;680;Luo Liguo;4,6;68;2024-03-30
681;3106;681;Carlos Hank Rhon;4,6;76;2024-03-30
682;635;682;Gwendolyn Sontheim Meyer;4,6;62;2024-03-30
683;660;683;Jeff Skoll;4,6;59;2024-03-30
684;637;684;Pham Nhat Vuong;4,6;55;2024-03-30
685;880;685;Gil Shwed;4,5;55;2024-03-30
686;618;686;Peter Grogg;4,5;82;2024-03-30
687;918;687;Lynn Schusterman;4,5;85;2024-03-30
688;771;688;Yitzhak Tshuva;4,5;75;2024-03-30
689;776;689;Jim Coulter;4,5;64;2024-03-30
690;592;690;Richard Li;4,5;57;2024-03-30
691;607;691;N.R. Narayana Murthy;4,5;77;2024-03-30
692;718;692;Jorge Moll Filho;4,5;79;2024-03-30
693;1288;693;Sanjit Biswas;4,5;42;2024-03-30
694;674;694;Jeremy Jacobs Sr;4,5;84;2024-03-30
695;733;695;Zhu Baoguo;4,4;61;2024-03-30
696;650;696;Rupert Johnson jr;4,4;83;2024-03-30
697;1223;697;Willy Michel;4,4;77;2024-03-30
698;741;698;Martha Ingram;4,4;88;2024-03-30
699;881;699;Stephen Smith;4,4;72;2024-03-30
700;874;700;Akio Nitori;4,4;80;2024-03-30
701;1792;701;Tench Coxe;4,4;66;2024-03-30
702;543;702;Jim Davis;4,4;64;2024-03-30
703;1045;703;Joy Alukkas;4,4;67;2024-03-30
704;793;704;Melanie Perkins;4,4;36;2024-03-30
705;792;705;Cliff Obrecht;4,4;38;2024-03-30
706;625;706;Juan Carlos Escotet;4,4;64;2024-03-30
707;602;707;Juan Domingo Beckmann Legorreta;4,4;56;2024-03-30
708;702;708;Jerzy Starak;4,4;76;2024-03-30
709;659;709;E. Joe Shoen;4,4;74;2024-03-30
710;1532;710;Michal Strnad;4,4;31;2024-03-30
711;631;711;Andrei Kozitsyn;4,4;63;2024-03-30
712;732;712;Yu Renrong;4,4;57;2024-03-30
713;941;713;Reed Hastings;4,4;63;2024-03-30
714;715;714;James Irsay;4,4;64;2024-03-30
715;805;715;Giuseppe Crippa;4,4;88;2024-03-30
716;1096;716;Abhay Firodia;4,4;79;2024-03-30
717;554;717;Dan Snyder;4,4;59;2024-03-30
718;366;718;Lin Jianhua;4,3;61;2024-03-30
719;730;719;Nusli Wadia;4,3;80;2024-03-30
720;855;720;Stefan von Holtzbrinck;4,3;60;2024-03-30
721;784;721;Peter Kellogg;4,3;81;2024-03-30
722;835;722;William Ackman;4,3;57;2024-03-30
723;700;723;Shaul Shani;4,3;69;2024-03-30
724;1287;724;John Bicket;4,3;44;2024-03-30
725;430;725;Cai Kui;4,3;61;2024-03-30
726;552;726;Emanuele Saputo;4,3;87;2024-03-30
727;641;727;Frank Wang;4,3;43;2024-03-30
728;651;728;Dewi Kam;4,3;73;2024-03-30
729;721;729;Gabe Newell;4,3;61;2024-03-30
730;669;730;John Catsimatidis;4,3;75;2024-03-30
731;646;731;Pyotr Aven;4,3;69;2024-03-30
732;1297;732;Daniel Ek;4,3;41;2024-03-30
733;393;733;Jian Jun;4,3;60;2024-03-30
734;777;734;Nicolas DIeteren;4,2;48;2024-03-30
735;662;735;Djoko Susanto;4,2;74;2024-03-30
736;806;736;Daniel DAniello;4,2;77;2024-03-30
737;986;737;Egor Kulkov;4,2;52;2024-03-30
738;997;738;Erik Selin;4,2;56;2024-03-30
739;749;739;Steven Udvar-Hazy;4,2;78;2024-03-30
740;2702;740;Hamilton James;4,2;72;2024-03-30
741;917;741;Klaus-Peter Schulenberg;4,2;72;2024-03-30
742;932;742;John Coates;4,2;54;2024-03-30
743;653;743;Marc Ladreit de Lacharriere;4,2;83;2024-03-30
744;736;744;Barry Diller;4,2;82;2024-03-30
745;1524;745;Clive Palmer;4,2;70;2024-03-30
746;1663;746;Satyanarayan Nuwal;4,2;71;2024-03-30
747;1508;747;Rajiv Jain;4,2;56;2024-03-30
748;1167;748;Mark Leonard;4,2;67;2024-03-30
749;729;749;Tsai Hong-tu;4,2;71;2024-03-30
750;895;750;Brunello Cucinelli;4,2;70;2024-03-30
751;613;751;Samuel Yin;4,2;73;2024-03-30
752;3018;752;Austen Cargill II.;4,2;73;2024-03-30
753;717;753;Marianne Liebmann;4,2;70;2024-03-30
754;668;754;Nick Caporella;4,2;88;2024-03-30
755;1102;755;Maggie Hardy;4,1;58;2024-03-30
756;859;756;Eric Yuan;4,1;54;2024-03-30
757;913;757;Roger Penske;4,1;87;2024-03-30
758;770;758;Richard Schulze;4,1;83;2024-03-30
759;671;759;Luca Garavoglia;4,1;55;2024-03-30
760;757;760;Brad Jacobs;4,1;67;2024-03-30
761;1136;761;Gustav Magnar Witzoe;4,1;30;2024-03-30
762;748;762;Tsai Cheng-ta;4,1;73;2024-03-30
763;737;763;Wesley Edens;4,1;62;2024-03-30
764;831;764;Michael Xie;4,1;55;2024-03-30
765;705;765;Zhang Daocai;4,1;74;2024-03-30
766;1033;766;Gregorio Perez Companc;4,1;88;2024-03-30
767;542;767;Zhu Yan;4,1;53;2024-03-30
768;824;768;Remo Ruffini;4;62;2024-03-30
769;550;769;Lim Hariyanto Wijaya Sarwono;4;95;2024-03-30
770;586;770;Fan Hongwei;4;57;2024-03-30
771;906;771;Lee Boo-jin;4;53;2024-03-30
772;438;772;Rinat Akhmetov;4;57;2024-03-30
773;681;773;Donald Sterling;4;89;2024-03-30
774;460;774;James Chambers;4;66;2024-03-30
775;476;775;Margaretta Taylor;4;81;2024-03-30
776;472;776;Katharine Rayner;4;79;2024-03-30
777;852;777;J. Joe Ricketts;4;82;2024-03-30
778;938;778;Charles Edelstenne;4;86;2024-03-30
779;672;779;Antti Herlin;4;67;2024-03-30
780;629;780;Marian Ilitch;4;91;2024-03-30
781;823;781;Arkady Rotenberg;4;72;2024-03-30
782;604;782;Jiang Bin;4;57;2024-03-30
783;763;783;Tom Morris;4;69;2024-03-30
784;685;784;Sid Bass;4;81;2024-03-30
785;939;785;Sergei Gordeev;4;51;2024-03-30
786;1271;786;Rajan Raheja;4;69;2024-03-30
787;1215;787;Baba Kalyani;4;75;2024-03-30
788;1044;788;Zhou Jianping;4;63;2024-03-30
789;1007;789;Isak Andic;3,9;70;2024-03-30
790;781;790;Pansy Ho;3,9;61;2024-03-30
791;798;791;Wang Junlin;3,9;61;2024-03-30
792;522;792;Tse Ping;3,9;72;2024-03-30
793;740;793;Joseph Grendys;3,9;62;2024-03-30
794;915;794;David Rubenstein;3,9;74;2024-03-30
795;922;795;Pat Stryker;3,9;67;2024-03-30
796;666;796;Danielle Bellon;3,9;84;2024-03-30
797;614;797;Stephane Bancel;3,9;51;2024-03-30
798;680;798;Peter Spuhler;3,9;64;2024-03-30
799;275;799;Yao Liangsong;3,9;59;2024-03-30
800;796;800;Lawrence Stroll;3,9;64;2024-03-30
801;1092;801;Andrei Bokarev;3,9;57;2024-03-30
802;830;802;Xiao Yongming;3,9;59;2024-03-30
803;3019;803;Jian Yao;3,9;;2024-03-30
804;755;804;Yakir Gabay;3,9;57;2024-03-30
805;236;805;Li Zhenguo;3,9;56;2024-03-30
806;815;806;Peter Gassner;3,9;59;2024-03-30
807;782;807;Alan Howard;3,9;60;2024-03-30
808;696;808;Gail Miller;3,9;80;2024-03-30
809;860;809;Charles Zegar;3,9;76;2024-03-30
810;1873;810;Zhang Xuexin;3,9;76;2024-03-30
811;1085;811;Madhur Bajaj;3,9;71;2024-03-30
812;1087;812;Shekhar Bajaj;3,9;75;2024-03-30
813;1086;813;Niraj Bajaj;3,9;69;2024-03-30
814;654;814;Eric Lefkofsky;3,9;54;2024-03-30
815;759;815;Jason Jiang;3,9;51;2024-03-30
816;590;816;Li Chunan;3,8;55;2024-03-30
817;191;817;Jin Baofang;3,8;71;2024-03-30
818;779;818;Bob Gaglardi;3,8;83;2024-03-30
819;828;819;Thomas Siebel;3,8;71;2024-03-30
820;598;820;Barry Sternlicht;3,8;63;2024-03-30
821;790;821;Masahiro Miki;3,8;68;2024-03-30
822;878;822;Naguib Sawiris;3,8;69;2024-03-30
823;1220;823;Lin Chen-hai;3,8;77;2024-03-30
824;676;824;Mary Alice Dorrance Malone;3,8;74;2024-03-30
825;837;825;Igor Altushkin;3,8;53;2024-03-30
826;926;826;Vincent Viola;3,8;68;2024-03-30
827;1231;827;Wenrong Shen;3,8;78;2024-03-30
828;626;828;Jose E. Feliciano;3,8;50;2024-03-30
829;1331;829;Jayshree Ullal;3,8;63;2024-03-30
830;975;830;William Conway Jr;3,8;74;2024-03-30
831;839;831;Acharya Balkrishna;3,8;51;2024-03-30
832;1489;832;Anu Aga;3,8;81;2024-03-30
833;709;833;Chen Dongsheng;3,8;66;2024-03-30
834;850;834;Hiroshi Mikitani;3,8;59;2024-03-30
835;624;835;Behdad Eghbali;3,8;47;2024-03-30
836;1011;836;James Clark;3,7;80;2024-03-30
837;1056;837;Adi Godrej;3,7;81;2024-03-30
838;1051;838;Smita Crishna-Godrej;3,7;73;2024-03-30
839;1101;839;Nadir Godrej;3,7;73;2024-03-30
840;1057;840;Jamshyd Godrej;3,7;75;2024-03-30
841;1065;841;Rishad Naoroji;3,7;72;2024-03-30
842;1227;842;Eren Ozmen;3,7;65;2024-03-30
843;1636;843;Robert Duggan;3,7;79;2024-03-30
844;858;844;Yi Zheng;3,7;53;2024-03-30
845;767;845;Anthony Pritzker;3,7;63;2024-03-30
846;778;846;Beatriz Davila de Santo Domingo;3,7;85;2024-03-30
847;2862;847;Mikhail Gutseriev;3,7;66;2024-03-30
848;896;848;Antonio Del Valle Ruiz;3,7;85;2024-03-30
849;2197;849;Stephan Schnabel;3,7;49;2024-03-30
850;743;850;H. Ross Perot Jr;3,7;65;2024-03-30
851;692;851;Koon Poh Keong;3,7;62;2024-03-30
852;2489;852;Wu Xiangdong;3,7;55;2024-03-30
853;1470;853;Venu Srinivasan;3,7;71;2024-03-30
854;667;854;Hubert Burda;3,7;84;2024-03-30
855;537;855;Ugur Sahin;3,7;58;2024-03-30
856;468;856;Jiang Weiping;3,7;69;2024-03-30
857;1097;857;Bruce Flatt;3,7;58;2024-03-30
858;956;858;Penny Pritzker;3,7;64;2024-03-30
859;1023;859;Lee Seo-hyun;3,7;50;2024-03-30
860;849;860;John Middleton;3,7;69;2024-03-30
861;619;861;Christian Haub;3,7;59;2024-03-30
862;964;862;Abdulla bin Ahmad Al Ghurair;3,7;;2024-03-30
863;3112;863;Kwak Dong Shin;3,7;49;2024-03-30
864;636;864;Jay Paul;3,7;76;2024-03-30
865;752;865;Hayes Barnard;3,7;52;2024-03-30
866;708;866;Vanich Chaiyawan;3,7;92;2024-03-30
867;1129;867;Christiane Schoeller;3,7;;2024-03-30
868;929;868;Jon Yarbrough;3,6;66;2024-03-30
869;2713;869;Alceu Elias Feldmann;3,6;74;2024-03-30
870;587;870;Vladimir Kim;3,6;63;2024-03-30
871;1071;871;Madhukar Parekh;3,6;77;2024-03-30
872;803;872;Maurizio Billi;3,6;66;2024-03-30
873;1012;873;Jacques D  Amours;3,6;67;2024-03-30
874;843;874;Alessandra Garavoglia;3,6;64;2024-03-30
875;847;875;Steven Klinsky;3,6;67;2024-03-30
876;791;876;Masahiro Noda;3,6;85;2024-03-30
877;851;877;Bob Parsons;3,6;73;2024-03-30
878;821;878;Ira Rennert;3,6;89;2024-03-30
879;786;879;Josh Kushner;3,6;38;2024-03-30
880;958;880;Renzo Rosso;3,6;68;2024-03-30
881;765;881;Daniel Och;3,6;63;2024-03-30
882;601;882;Xue Min;3,6;67;2024-03-30
883;1265;883;Fatih Ozmen;3,6;66;2024-03-30
884;2664;884;Neil Shen;3,6;56;2024-03-30
885;876;885;Rodger Riney;3,6;78;2024-03-30
886;1395;886;Shamsheer Vayalil;3,6;47;2024-03-30
887;829;887;Wim van der Leegte;3,6;76;2024-03-30
888;788;888;Edwin Leong;3,6;72;2024-03-30
889;483;889;Miao Hangen;3,6;59;2024-03-30
890;868;890;Fu Liquan;3,6;56;2024-03-30
891;787;891;Samuel Tak Lee;3,6;84;2024-03-30
892;820;892;Prasert Prasarttong-Osoth;3,6;91;2024-03-30
893;1186;893;Anna Katharina Viessmann;3,6;;2024-03-30
894;691;894;Travis Kalanick;3,6;47;2024-03-30
895;1064;895;Akira Mori;3,5;87;2024-03-30
896;977;896;Catheline Perier DIeteren;3,5;79;2024-03-30
897;931;897;Cho Tak Wong;3,5;77;2024-03-30
898;622;898;Mikhail Shelkov;3,5;55;2024-03-30
899;838;899;Ramon Ang;3,5;70;2024-03-30
900;761;900;Richard LeFrak;3,5;78;2024-03-30
901;869;901;John Gandel;3,5;89;2024-03-30
902;1277;902;Tsai Ming-kai;3,5;73;2024-03-30
903;984;903;Vivek Jain;3,5;68;2024-03-30
904;845;904;Amos Hostetter Jr;3,5;87;2024-03-30
905;936;905;Kuldip Singh Dhingra;3,5;76;2024-03-30
906;935;906;Gurbachan Singh Dhingra;3,5;73;2024-03-30
907;1272;907;Matthias Reinhart;3,5;64;2024-03-30
908;1151;908;Fernando Chico Pardo;3,5;72;2024-03-30
909;982;909;Susan Carol Holland;3,5;67;2024-03-30
910;892;910;Arun Bharat Ram;3,5;83;2024-03-30
911;1110;911;Frank Laukien;3,5;64;2024-03-30
912;1009;912;Cao Longxiang;3,5;66;2024-03-30
913;832;913;Yang Shaopeng;3,5;66;2024-03-30
914;1082;914;Jose Joao Abdalla Filho;3,5;78;2024-03-30
915;704;915;Rufino Vigil Gonzalez;3,5;75;2024-03-30
916;665;916;Andrej Babis;3,5;69;2024-03-30
917;1182;917;Leonard Schleifer;3,5;71;2024-03-30
918;794;918;J.B. Pritzker;3,5;59;2024-03-30
919;884;919;Carl Thoma;3,5;75;2024-03-30
920;325;920;Zhang Hejun;3,5;72;2024-03-30
921;840;921;Markus Blocher;3,5;53;2024-03-30
922;899;922;David Filo;3,5;57;2024-03-30
923;968;923;Norman Braman;3,5;91;2024-03-30
924;992;924;John Paulson;3,5;68;2024-03-30
925;518;925;Kwon Hyuk-bin;3,5;50;2024-03-30
926;911;926;Aristotelis Mistakidis;3,4;62;2024-03-30
927;616;927;Neal Blue;3,4;88;2024-03-30
928;1209;928;Sandeep Engineer;3,4;62;2024-03-30
929;856;929;Hans Peter Wild;3,4;82;2024-03-30
930;1159;930;Stewart Horejsi;3,4;86;2024-03-30
931;844;931;Laurence Graff;3,4;85;2024-03-30
932;1038;932;Rodney Sacks;3,4;74;2024-03-30
933;873;933;Arnon Milchan;3,4;79;2024-03-30
934;1022;934;Ipek Kirac;3,4;39;2024-03-30
935;800;935;Zeng Fangqin;3,4;58;2024-03-30
936;1336;936;Paul-Heinz Wesjohann;3,4;80;2024-03-30
937;1347;937;J. Hyatt Brown;3,4;86;2024-03-30
938;834;938;Barry Zekelman;3,4;57;2024-03-30
939;1545;939;Zhou Jian;3,4;47;2024-03-30
940;797;940;Tung Chee Chen;3,4;81;2024-03-30
941;1316;941;David Murdock;3,4;100;2024-03-30
942;916;942;Hilton Schlosberg;3,4;71;2024-03-30
943;978;943;Edward DeBartolo Jr;3,4;77;2024-03-30
944;1093;944;Jack Cowin;3,4;81;2024-03-30
945;1073;945;Stewart Rahr;3,4;78;2024-03-30
946;1050;946;Euisun Chung;3,4;53;2024-03-30
947;871;947;Kwek Leng Beng;3,4;83;2024-03-30
948;533;948;Jane Lauder;3,4;51;2024-03-30
949;1525;949;Matthew Prince;3,4;49;2024-03-30
950;933;950;Ryan Cohen;3,4;38;2024-03-30
951;1148;951;Cen Junda;3,4;59;2024-03-30
952;999;952;Martua Sitorus;3,4;64;2024-03-30
953;867;953;Walter Frey;3,4;80;2024-03-30
954;591;954;Forrest Li;3,4;46;2024-03-30
955;825;955;Karin Sartorius-Herbst;3,4;;2024-03-30
956;1153;956;Maria Del Pino;3,4;68;2024-03-30
957;766;957;Horst Paulmann;3,4;89;2024-03-30
958;952;958;Jonathan Nelson;3,4;67;2024-03-30
959;1280;959;Urs Wietlisbach;3,4;62;2024-03-30
960;1252;960;Marcel Erni;3,4;59;2024-03-30
961;1256;961;Alfred Gantner;3,4;55;2024-03-30
962;1002;962;Sunny Varkey;3,3;66;2024-03-30
963;3020;963;Holden Spaht;3,3;49;2024-03-30
964;3021;964;Scott Crabill;3,3;54;2024-03-30
965;3022;965;Seth Boro;3,3;48;2024-03-30
966;1095;966;N. Murray Edwards;3,3;64;2024-03-30
967;962;967;Frank VanderSloot;3,3;75;2024-03-30
968;965;968;Semahat Sevim Arsel;3,3;95;2024-03-30
969;1396;969;Radha Vembu;3,3;51;2024-03-30
970;914;970;Ravi Pillai;3,3;70;2024-03-30
971;960;971;Rita Tong Liu;3,3;75;2024-03-30
972;861;972;Mohed Altrad;3,3;76;2024-03-30
973;557;973;Zhang Tao;3,3;51;2024-03-30
974;3033;974;Ruan Hongliang;3,3;63;2024-03-30
975;890;975;Giuliana Benetton;3,3;86;2024-03-30
976;891;976;Luciano Benetton;3,3;88;2024-03-30
977;901;977;Sergei Galitsky;3,3;56;2024-03-30
