ID;User_ID;Table_rank_2021;Person;net_worth_in_BillionUSD_2021;Age_of_person_2021;year
2712;3666;2674;Sergei Makhlai;1;52;2021
2713;1451;2674;Rafique Malik;1;70;2021
2714;3667;2674;Mao Huihua;1;59;2021
2715;2957;2674;Michael McCain;1;;2021
2716;1660;2674;Mofatraj Munot;1;76;2021
2717;2306;2674;Vitaly Orlov;1;56;2021
2718;2908;2674;George Pedersen;1;85;2021
2719;1945;2674;David Penaloza Alanis;1;47;2021
2720;2573;2674;Tyler Perry;1;51;2021
2721;3668;2674;Maria Pinheiro;1;;2021
2722;2965;2674;Anton Rabie;1;49;2021
2723;3669;2674;Jorge Rodriguez Rodriguez;1;75;2021
2724;3058;2674;Hartley Rogers;1;61;2021
2725;3670;2674;Alan Rydge;1;68;2021
2726;3374;2674;Shin Dong-joo;1;67;2021
2727;2579;2674;Scott Smith;1;;2021
2728;1844;2674;Zakhar Smushkin;1;59;2021
2729;2330;2674;Marco Squinzi;1;49;2021
2730;2331;2674;Veronica Squinzi;1;49;2021
2731;1961;2674;Axel Stawski;1;70;2021
2732;2468;2674;Manny Stul;1;71;2021
2733;3140;2674;Vlad Tenev;1;34;2021
2734;3671;2674;Rit Thirakomen;1;69;2021
2735;3672;2674;Tong Judy Wenhong;1;;2021
2736;3673;2674;Tsai Chi-jui;1;81;2021
2737;2975;2674;Surin Upatkoon;1;72;2021
2738;2342;2674;Ruben Vardanyan;1;52;2021
2739;2587;2674;Murat Vargi;1;73;2021
2740;3674;2674;Vlad Vendrow;1;53;2021
2741;3675;2674;Wang Qiangxiang;1;49;2021
2742;3676;2674;Wang Wenjian;1;74;2021
2743;2349;2674;J. Wayne Weaver;1;85;2021
2744;3677;2674;Sandy Weill;1;88;2021
2745;3678;2674;Xia Zhisheng;1;79;2021
2746;2358;2674;Xu Jin;1;56;2021
2747;2362;2674;Vadim Yakunin;1;58;2021
2748;3679;2674;Mark Haoyong Yang;1;46;2021
2749;2492;2674;Yao Hsiao Tung;1;81;2021
2750;3680;2674;Yu De-Chao;1;57;2021
2751;3681;2674;Daniel Yong Zhang;1;49;2021
2752;3682;2674;Zhang Yuqiang;1;65;2021
2753;3683;2674;Zhao Meiguang;1;58;2021
2754;3684;2674;Zhong Naixiong;1;58;2021
2755;3685;2674;Zhou Wie;1;54;2021
