ID;User_ID;Table_rank_2021;Person;net_worth_in_BillionUSD_2021;Age_of_person_2021;year
2201;3095;2141;Guilherme Peirao Leal;1,4;71;2021
2202;1444;2141;Theodore Leonsis;1,4;65;2021
2203;2162;2141;Li Denghai;1,4;71;2021
2204;1825;2141;Liang Qin;1,4;49;2021
2205;3519;2141;Liang Yaoming;1,4;57;2021
2206;3520;2141;Liu Hua;1,4;48;2021
2207;2865;2141;Xuejing Liu;1,4;70;2021
2208;2043;2141;Anatoly Lomakin;1,4;68;2021
2209;2446;2141;Lu Rongfu;1,4;50;2021
2210;3521;2141;Antonio Marcegaglia;1,4;57;2021
2211;3522;2141;Emma Marcegaglia;1,4;55;2021
2212;1743;2141;Ilson Mateus;1,4;58;2021
2213;1827;2141;Terence (Terry) Matthews;1,4;78;2021
2214;3523;2141;Trevor Milton;1,4;39;2021
2215;1454;2141;Nirmal Minda;1,4;63;2021
2216;1937;2141;Robert Mouawad;1,4;76;2021
2217;3524;2141;Judith Neilson;1,4;75;2021
2218;2960;2141;Kerr Neilson;1,4;71;2021
2219;2055;2141;Vadim Novinsky;1,4;57;2021
2220;1939;2141;John Ocampo;1,4;62;2021
2221;2305;2141;Jonathan Oringer;1,4;47;2021
2222;1833;2141;Andreas Pohl;1,4;56;2021
2223;1834;2141;Reinfried Pohl jr;1,4;61;2021
2224;2756;2141;Qi Jinxing;1,4;59;2021
2225;2061;2141;Qian Jinghong;1,4;48;2021
2226;3525;2141;Vito Rodriguez Rodriguez;1,4;82;2021
2227;3143;2141;Oliver Samwer;1,4;47;2021
2228;2070;2141;Martin Selig;1,4;83;2021
2229;2071;2141;Airat Shaimiev;1,4;59;2021
2230;1954;2141;Amnon Shashua;1,4;60;2021
2231;2073;2141;Nobutoshi Shimamura;1,4;95;2021
2232;2465;2141;Michael Spencer;1,4;65;2021
2233;1470;2141;Edward Stack;1,4;66;2021
2234;1962;2141;Thomas Steyer;1,4;63;2021
2235;3526;2141;Tan Ruiqing;1,4;54;2021
2236;3527;2141;Itaru Tanimura;1,4;56;2021
2237;1001;2141;Sukanto Tanoto;1,4;71;2021
2238;2917;2141;Alexander Tedja;1,4;75;2021
2239;1679;2141;Jim Thompson;1,4;81;2021
2240;1759;2141;Jonathan Tisch;1,4;67;2021
2241;2078;2141;Wilma Tisch;1,4;93;2021
2242;2849;2141;Gisele Trajano;1,4;;2021
2243;1331;2141;Jayshree Ullal;1,4;60;2021
2244;1609;2141;Vardis Vardinoyannis;1,4;88;2021
2245;1002;2141;Sunny Varkey;1,4;64;2021
2246;2590;2141;Wang Jianfeng;1,4;;2021
2247;2212;2141;Junjin Wang;1,4;52;2021
2248;2213;2141;Wang Mingwang;1,4;54;2021
2249;2348;2141;Wang Xiaoshen;1,4;52;2021
2250;2083;2141;Werner O. Weber;1,4;82;2021
2251;2350;2141;Drorit Wertheim;1,4;65;2021
2252;2085;2141;Alfred West jr;1,4;78;2021
2253;3528;2141;Wu Po Sum;1,4;70;2021
2254;3529;2141;Xie Ketao;1,4;57;2021
2255;2088;2141;Swift Xie;1,4;41;2021
2256;3530;2141;Yu Guo;1,4;59;2021
2257;2601;2141;Richard Yuengling jr;1,4;78;2021
2258;1404;2141;Clayton Zekelman;1,4;52;2021
2259;2783;2141;Zheng Hong;1,4;70;2021
2260;2926;2141;Shusheng Zheng;1,4;55;2021
2261;2503;2141;Zhuo Jun;1,4;55;2021
2262;2604;2141;Inigo Zobel;1,4;64;2021
2263;2226;2263;Sanjay Agarwal;1,3;50;2021
2264;2227;2263;Hamad bin Jassim bin Jaber Al Thani;1,3;61;2021
2265;1878;2263;Nerio Alessandri;1,3;60;2021
2266;1547;2263;Mika Anttonen;1,3;54;2021
2267;2506;2263;Ryuji Arai;1,3;74;2021
2268;2232;2263;Mehmet Aydinlar;1,3;64;2021
2269;3531;2263;Achal Bakeri;1,3;61;2021
2270;2110;2263;Elena Baturina;1,3;58;2021
2271;2112;2263;Othman Benjelloun;1,3;88;2021
2272;2380;2263;Oleg Boyko;1,3;56;2021
2273;2510;2263;Ludwig Theodor Braun;1,3;31;2021
2274;2511;2263;Ana Maria Brescia Cafferata;1,3;97;2021
2275;2727;2263;Chris Britt;1,3;48;2021
2276;3373;2263;Rafal Brzoska;1,3;43;2021
2277;3532;2263;Chuck Bundrant;1,3;79;2021
2278;2384;2263;Pradip Burman;1,3;78;2021
2279;3533;2263;Cao Xiaochun;1,3;52;2021
2280;3133;2263;Chang Pyung-soon;1,3;70;2021
2281;2241;2263;Jeffrey Cheah;1,3;76;2021
2282;2994;2263;Vivien Chen;1,3;62;2021
2283;2395;2263;Cheng Lili;1,3;56;2021
2284;842;2263;Cho Jung-ho;1,3;62;2021
2285;2396;2263;Cho Jyh-jer;1,3;;2021
2286;1891;2263;Chu Jian;1,3;58;2021
2287;3534;2263;Eduard Chukhlebov;1,3;57;2021
2288;2525;2263;Turgay Ciner;1,3;65;2021
2289;1630;2263;Tim Cook;1,3;60;2021
2290;2248;2263;Richard Desmond;1,3;69;2021
2291;2830;2263;Du Shuanghua;1,3;56;2021
2292;1897;2263;Egon Durban;1,3;47;2021
2293;1569;2263;Eduardo Eurnekian;1,3;88;2021
2294;2833;2263;Fan Minhua;1,3;59;2021
2295;3535;2263;Feng Chenhui;1,3;55;2021
2296;3536;2263;Feng Yi;1,3;47;2021
2297;1713;2263;John Goff;1,3;66;2021
2298;1905;2263;Kenneth Hao;1,3;52;2021
2299;2012;2263;Ayman Hariri;1,3;42;2021
2300;2267;2263;Michael Heine;1,3;71;2021
2301;2940;2263;Eduardo Hochschild;1,3;57;2021
2302;1505;2263;Huang Dawen;1,3;60;2021
2303;2421;2263;Huang Shan;1,3;;2021
2304;3537;2263;Jiang Ganjun;1,3;57;2021
2305;2148;2263;Conni Jonsson;1,3;60;2021
2306;2151;2263;Zbigniew Juroszek;1,3;58;2021
2307;3538;2263;Andre Kasprzak;1,3;34;2021
2308;3539;2263;Anna Kasprzak;1,3;31;2021
2309;2861;2263;Peter Kelly;1,3;63;2021
2310;2862;2263;Kim Nam-jung;1,3;48;2021
2311;2024;2263;Hemendra Kothari;1,3;74;2021
2312;2156;2263;Michael Krasny;1,3;67;2021
2313;3142;2263;Igor Kudryashkin;1,3;59;2021
2314;2036;2263;Bernard Lewis;1,3;95;2021
2315;2951;2263;Li Tan;1,3;56;2021
2316;3099;2263;Liang Guangwei;1,3;57;2021
2317;3540;2263;Liang Jiankun;1,3;59;2021
2318;3541;2263;Liu Jilu;1,3;74;2021
2319;620;2263;Mangal Prabhat Lodha;1,3;65;2021
2320;2044;2263;Brandt Louie;1,3;77;2021
2321;2168;2263;Lu Hongyan;1,3;43;2021
2322;2866;2263;Zhaoxi Lu;1,3;52;2021
2323;3542;2263;Ma Renhe;1,3;61;2021
2324;2049;2263;Deepak Mehta;1,3;64;2021
2325;2569;2263;Ulrike Meister;1,3;54;2021
2326;3543;2263;Lidiya Mikhailova;1,3;63;2021
2327;2300;2263;Alan Miller;1,3;;2021
2328;2177;2263;Martin Moller Nielsen;1,3;56;2021
2329;1935;2263;Greg Mondre;1,3;46;2021
2330;2052;2263;Yoshiko Mori;1,3;80;2021
2331;2958;2263;Bob Muglia;1,3;61;2021
2332;2841;2263;George Alexander Muthoot;1,3;65;2021
2333;2842;2263;George Jacob Muthoot;1,3;68;2021
2334;2843;2263;George Thomas Muthoot;1,3;70;2021
2335;1070;2263;Ranjan Pai;1,3;48;2021
2336;2455;2263;Antonio Percassi;1,3;67;2021
2337;1832;2263;Stefan Pierer;1,3;64;2021
2338;1229;2263;Qiu Minxiu;1,3;75;2021
2339;2870;2263;Lily Safra;1,3;83;2021
2340;2193;2263;Nobutada Saji;1,3;75;2021
2341;2318;2263;Thomas Sandell;1,3;60;2021
2342;3544;2263;Penny Sanford;1,3;55;2021
2343;3545;2263;Ilya Scherbovich;1,3;46;2021
2344;2321;2263;Gerald Schwartz;1,3;79;2021
2345;1672;2263;Anatoly Sedykh;1,3;56;2021
2346;2072;2263;Radik Shaimiev;1,3;56;2021
2347;3546;2263;Shao Xiaofeng;1,3;55;2021
2348;3547;2263;Shi Xu;1,3;57;2021
2349;3121;2263;Shin Chang-jae;1,3;67;2021
2350;1956;2263;Ron Sim;1,3;62;2021
2351;3548;2263;Jasminder Singh;1,3;70;2021
2352;2074;2263;Jared Smith;1,3;46;2021
2353;1960;2263;Terry Snow;1,3;77;2021
2354;2580;2263;Petter Stordalen;1,3;58;2021
2355;2972;2263;Dirk Stroeer;1,3;52;2021
2356;3549;2263;Satoshi Suzuki;1,3;67;2021
2357;3550;2263;Tang Zhuang;1,3;48;2021
2358;2341;2263;Joop van den Ende;1,3;79;2021
2359;2591;2263;Masaru Wasami;1,3;75;2021
2360;3551;2263;Wei Shaojun;1,3;58;2021
2361;1979;2263;Farris Wilks;1,3;69;2021
2362;3552;2263;Whitney Wolfe Herd;1,3;31;2021
2363;2355;2263;Wu Yonghua;1,3;50;2021
2364;3553;2263;Xia Shudong;1,3;48;2021
2365;2982;2263;Xiong Jun;1,3;47;2021
2366;3554;2263;Xu Guangfu;1,3;78;2021
2367;3555;2263;Yang Keng;1,3;60;2021
2368;3372;2263;Luis Enrique Yarur Rey;1,3;70;2021
2369;2493;2263;Ye Qiongjiu;1,3;66;2021
2370;2495;2263;Yeh Kuo-I;1,3;80;2021
2371;3556;2263;Yu Bangping;1,3;53;2021
2372;3557;2263;Yu Jinkun;1,3;78;2021
2373;2878;2263;Patrick Zalupski;1,3;40;2021
2374;2602;2263;Zhang Gongyun;1,3;58;2021
2375;2099;2263;Zhou Chengjian;1,3;56;2021
2376;3558;2263;Zhou Xiayun;1,3;66;2021
2377;3559;2263;Zhu Tao;1,3;48;2021
2378;3361;2378;Aras Agalarov;1,2;65;2021
2379;1775;2378;Syed Mokhtar AlBukhary;1,2;69;2021
2380;2105;2378;Anant Asavabhokhin;1,2;70;2021
2381;2237;2378;Thomas Bailey;1,2;84;2021
2382;3047;2378;Shay Banon;1,2;43;2021
2383;2108;2378;Sachin Bansal;1,2;39;2021
2384;3560;2378;Christian Bertermann;1,2;37;2021
2385;2386;2378;Cao Kejian;1,2;59;2021
2386;2514;2378;Edouard Carmignac;1,2;73;2021
2387;2760;2378;Chen Gang;1,2;53;2021
2388;2828;2378;Chen Tianqiao;1,2;47;2021
2389;3561;2378;Henry Cheng;1,2;74;2021
2390;3562;2378;Cheng Wei;1,2;38;2021
2391;2995;2378;Chey Ki-won;1,2;56;2021
2392;2001;2378;Chua Thian Poh;1,2;72;2021
2393;2998;2378;Ronald Clarke;1,2;65;2021
2394;1892;2378;Sandor Csanyi;1,2;68;2021
2395;2246;2378;Diego Della Valle;1,2;67;2021
2396;3563;2378;Deng Hui;1,2;59;2021
2397;1705;2378;Carl DeSantis;1,2;81;2021
2398;2251;2378;Mathias Doepfner;1,2;58;2021
2399;2128;2378;Aydin Dogan;1,2;85;2021
2400;1706;2378;Marek Dospiva;1,2;51;2021
2401;737;2378;Wesley Edens;1,2;59;2021
2402;2931;2378;Wolfgang Egger;1,2;55;2021
2403;3120;2378;Gabriel Escarrer;1,2;86;2021
2404;2890;2378;Fan Zhaoxia;1,2;53;2021
2405;2807;2378;Clement Fayat;1,2;89;2021
2406;2404;2378;Gleb Fetisov;1,2;54;2021
2407;2530;2378;Benedicte Find;1,2;;2021
2408;2005;2378;J. Christopher Flowers;1,2;63;2021
2409;2260;2378;Dan Gertler;1,2;47;2021
2410;2858;2378;Premchand Godha;1,2;74;2021
2411;2008;2378;Lance Gokongwei;1,2;53;2021
2412;2262;2378;Lawrence Golub;1,2;61;2021
2413;3050;2378;Ryan Graves;1,2;37;2021
2414;3564;2378;Mehmet Nazif Gunal;1,2;73;2021
2415;2536;2378;Stelios Haji-Ioannou;1,2;54;2021
2416;2013;2378;Alfredo Harp Helu;1,2;77;2021
2417;1906;2378;Jaroslav Hascak;1,2;51;2021
2418;2541;2378;Hong Seok-joh;1,2;68;2021
2419;3565;2378;Hu Xiaojun;1,2;59;2021
2420;2895;2378;Shanbing Huang;1,2;64;2021
2421;3566;2378;Huang Yimeng;1,2;39;2021
2422;2427;2378;Jonas Kamprad;1,2;55;2021
2423;2428;2378;Mathias Kamprad;1,2;51;2021
2424;2429;2378;Peter Kamprad;1,2;57;2021
2425;1437;2378;Eugene Kaspersky;1,2;55;2021
2426;2752;2378;Kim Dae-il;1,2;41;2021
2427;2554;2378;Kim Jung-woong;1,2;46;2021
2428;3567;2378;Kazutoshi Kobayashi;1,2;58;2021
2429;3568;2378;Masanori Kobayashi;1,2;48;2021
2430;3569;2378;Takao Kobayashi;1,2;56;2021
2431;3570;2378;Hakan Koc;1,2;36;2021
2432;2950;2378;Andrei Komarov;1,2;54;2021
2433;3571;2378;Koo Bon-joon;1,2;69;2021
2434;2557;2378;Koo Bon-neung;1,2;72;2021
2435;2435;2378;Koo Bon-sik;1,2;62;2021
2436;2031;2378;Kwek Leng Peck;1,2;65;2021
2437;1649;2378;Joe Lacob;1,2;65;2021
2438;2282;2378;Guy Laliberte;1,2;61;2021
2439;3098;2378;Lee Jay-hyun;1,2;61;2021
2440;3061;2378;Li Fengluan;1,2;59;2021
2441;2953;2378;Lin Jie;1,2;52;2021
2442;2563;2378;Liu Baolin;1,2;67;2021
2443;2166;2378;Liu Gexin;1,2;69;2021
2444;3572;2378;Lou Guoqiang;1,2;64;2021
2445;3573;2378;Lu Shenglin;1,2;40;2021
2446;3574;2378;Lu Zhilin;1,2;38;2021
2447;2290;2378;Frederic Luddy;1,2;66;2021
2448;2955;2378;Lun Ruixiang;1,2;53;2021
2449;3107;2378;Alexander Lutsenko;1,2;59;2021
2450;1518;2378;Bill Malhotra;1,2;71;2021
2451;2297;2378;Jorge Mas;1,2;58;2021
2452;3575;2378;Muneaki Masuda;1,2;70;2021
2453;2570;2378;Andrei Molchanov;1,2;49;2021
2454;2301;2378;Ulrich Mommert;1,2;80;2021
2455;3576;2378;Taichiro Motoe;1,2;45;2021
2456;3577;2378;Mou Jinxiang;1,2;67;2021
2457;3578;2378;Udo Mueller;1,2;59;2021
2458;2180;2378;Nguyen Dang Quang;1,2;57;2021
2459;1590;2378;Simon Nixon;1,2;53;2021
2460;1831;2378;Liora Ofer;1,2;67;2021
2461;3579;2378;Roberto Ongpin;1,2;84;2021
2462;1227;2378;Eren Ozmen;1,2;62;2021
2463;1265;2378;Fatih Ozmen;1,2;63;2021
2464;3580;2378;Chamath Palihapitiya;1,2;44;2021
2465;2310;2378;Murdaya Poo;1,2;80;2021
2466;2457;2378;G.V. Prasad;1,2;60;2021
2467;2909;2378;Michael Price;1,2;68;2021
2468;3581;2378;Qin Qingping;1,2;58;2021
2469;3582;2378;Qiu Dongxu;1,2;61;2021
2470;2459;2378;Rao Wei;1,2;56;2021
2471;2314;2378;Andrei Rappoport;1,2;57;2021
2472;3583;2378;Dani Reiss;1,2;47;2021
2473;3584;2378;Ren Zhengfei;1,2;77;2021
2474;1948;2378;Duke Reyes;1,2;64;2021
2475;2066;2378;Boris Rotenberg;1,2;64;2021
2476;3585;2378;Chris Sacca;1,2;45;2021
2477;3586;2378;Alexander Samwer;1,2;46;2021
2478;3587;2378;Marc Samwer;1,2;50;2021
2479;2194;2378;Hajime Satomi;1,2;79;2021
2480;2195;2378;James Scapa;1,2;64;2021
2481;2198;2378;Albert Shigaboutdinov;1,2;68;2021
2482;2970;2378;Kavita Singhania;1,2;59;2021
2483;3588;2378;Ronald Slabke;1,2;;2021
2484;2329;2378;Mike Speiser;1,2;50;2021
2485;2332;2378;Michael Steinhardt;1,2;80;2021
2486;882;2378;Nik Storonsky;1,2;36;2021
2487;2582;2378;Sergei Sudarikov;1,2;49;2021
2488;2914;2378;Winarko Sulistyo;1,2;75;2021
2489;2206;2378;Rustem Sulteev;1,2;67;2021
2490;2338;2378;Sam Tarascio;1,2;76;2021
2491;3589;2378;Nutchamai Thanombooncharoen;1,2;59;2021
2492;1846;2378;Laurie Tisch;1,2;70;2021
2493;1847;2378;Steven Tisch;1,2;72;2021
2494;2974;2378;Robert Toll;1,2;80;2021
2495;1134;2378;Thomas Tull;1,2;50;2021
2496;2344;2378;Thongma Vijitpongpun;1,2;63;2021
2497;2345;2378;Thomas von Koch;1,2;55;2021
2498;2589;2378;Wan Feng;1,2;52;2021
2499;2346;2378;Wang Fuji;1,2;;2021
2500;2872;2378;Wang Jianyi;1,2;58;2021
2501;3590;2378;Wang Qunbin;1,2;;2021
2502;1612;2378;Wang Ren-sheng;1,2;89;2021
2503;2978;2378;Wang Shumin;1,2;64;2021
2504;2483;2378;Allan Wong;1,2;71;2021
2505;2487;2378;Wu Li-gann;1,2;80;2021
2506;3108;2378;Xiang Guangda;1,2;63;2021
2507;3591;2378;Xiong Haitao;1,2;57;2021
2508;3592;2378;Xu Guifen;1,2;70;2021
2509;3593;2378;Yao Liangbo;1,2;52;2021
2510;2599;2378;Yi Xianzhong;1,2;62;2021
2511;3594;2378;Yu Xuefeng;1,2;58;2021
2512;3595;2378;Yuan Jiandong;1,2;;2021
2513;1694;2378;Alan Zekelman;1,2;58;2021
2514;2093;2378;Zhang Chuanwei;1,2;58;2021
2515;3596;2378;Zhang Xi;1,2;47;2021
2516;3597;2378;Zhang Xuanning;1,2;50;2021
2517;3598;2378;Zhao Dongping;1,2;44;2021
2518;2097;2378;Zheng Jianjiang;1,2;60;2021
2519;1772;2378;Zheng Xiaodong;1,2;57;2021
2520;2991;2378;Zhou Minghua;1,2;57;2021
2521;3599;2378;Zhou Ruxin;1,2;58;2021
2522;2369;2378;Zhou Wen;1,2;56;2021
2523;3600;2378;Zhou Yifeng;1,2;42;2021
2524;2827;2524;Radhe Shyam Agarwal;1,1;76;2021
2525;2233;2524;Danna Azrieli;1,1;53;2021
2526;2234;2524;Naomi Azrieli;1,1;55;2021
2527;2235;2524;Sharon Azrieli;1,1;60;2021
2528;2236;2524;Bai Houshan;1,1;57;2021
2529;1993;2524;Binny Bansal;1,1;38;2021
2530;3601;2524;Eduardo Belmont Anderson;1,1;75;2021
2531;1287;2524;John Bicket;1,1;41;2021
2532;1288;2524;Sanjit Biswas;1,1;39;2021
2533;2377;2524;Lloyd Blankfein;1,1;66;2021
2534;2382;2524;Thomas Bruch;1,1;71;2021
2535;2385;2524;Cai Hongbin;1,1;;2021
2536;1494;2524;Cao Jianwei;1,1;42;2021
2537;2516;2524;Chen Jiancheng;1,1;62;2021
2538;3602;2524;Chen Jinshi;1,1;58;2021
2539;2520;2524;Yuantai Chen;1,1;53;2021
2540;2521;2524;Cheng Antares;1,1;63;2021
2541;3039;2524;Ron Corio;1,1;59;2021
2542;3603;2524;Trudy Shan Dai;1,1;45;2021
2543;2397;2524;Weili Dai;1,1;59;2021
2544;1205;2524;Henry Davis;1,1;70;2021
2545;3000;2524;Charles Dunstone;1,1;57;2021
2546;2529;2524;Feng Yuxia;1,1;56;2021
2547;2405;2524;Paul Fireman;1,1;77;2021
2548;1799;2524;Richard Fortin;1,1;72;2021
2549;2408;2524;Donald Friese;1,1;80;2021
2550;2934;2524;Soichiro Fukutake;1,1;75;2021
2551;2935;2524;Antonio Gallardo Ballart;1,1;85;2021
2552;3003;2524;Jorge Gallardo Ballart;1,1;79;2021
2553;3042;2524;Gao Xingjiang;1,1;57;2021
2554;2410;2524;Rahul Gautam;1,1;68;2021
2555;2137;2524;Simona Giorgetta;1,1;44;2021
2556;3604;2524;Anne Gittinger;1,1;85;2021
2557;3605;2524;Gaston Glock;1,1;92;2021
2558;2836;2524;Radhe Shyam Goenka;1,1;75;2021
2559;2411;2524;David Golub;1,1;59;2021
2560;3606;2524;Guo Jianqiang;1,1;53;2021
2561;2416;2524;Polys Haji-Ioannou;1,1;61;2021
2562;2265;2524;Fahed Hariri;1,1;40;2021
2563;3607;2524;Ho Kuang-chi;1,1;58;2021
2564;3608;2524;Ming Hsieh;1,1;65;2021
2565;1576;2524;Hu Rongda;1,1;62;2021
2566;3609;2524;Huang Qiaolong;1,1;61;2021
2567;2272;2524;Mohammed Ibrahim;1,1;75;2021
2568;2544;2524;Hedda im Brahm-Droege;1,1;66;2021
2569;2423;2524;Hiroshi Ishibashi;1,1;74;2021
2570;2144;2524;Mitchell Jacobson;1,1;70;2021
2571;2944;2524;Jiang Xuefei;1,1;51;2021
2573;3610;2524;Kenji Kasahara;1,1;45;2021
2574;1580;2524;Richard Kayne;1,1;75;2021
2575;1725;2524;Kim Chang-soo;1,1;60;2021
2576;2947;2524;Alexander Knauf;1,1;46;2021
2577;2948;2524;Martin Knauf;1,1;;2021
2578;2949;2524;Robert Knauf;1,1;;2021
2579;3611;2524;Gennady Kozovoy;1,1;69;2021
2580;2157;2524;Eduard Kucera;1,1;68;2021
2581;3612;2524;Lai Baosheng;1,1;;2021
2582;3613;2524;Lai Guogui;1,1;57;2021
2583;3614;2524;Lam Lung On;1,1;56;2021
2584;2561;2524;Michiel Le Roux;1,1;71;2021
2585;2033;2524;Lee Ho-jin;1,1;58;2021
2586;2439;2524;Lee Joong-keun;1,1;80;2021
2587;2035;2524;Manfredi Lefebvre d Ovidio;1,1;68;2021
2588;2440;2524;Nancy Lerner;1,1;60;2021
2589;2441;2524;Norma Lerner;1,1;85;2021
2590;2442;2524;Randolph Lerner;1,1;59;2021
2591;3073;2524;Li Qiong;1,1;43;2021
2592;2952;2524;Li Wenmei;1,1;58;2021
2593;550;2524;Lim Hariyanto Wijaya Sarwono;1,1;92;2021
2594;3615;2524;Liu Shenghui;1,1;;2021
2595;2954;2524;Lou Boliang;1,1;57;2021
2596;56;2524;Low Tuck Kwong;1,1;73;2021
2597;1171;2524;Lu Weiding;1,1;50;2021
2598;2956;2524;Lv Yongxiang;1,1;71;2021
2599;2291;2524;Cargill MacMillan III.;1,1;61;2021
2600;2292;2524;John MacMillan;1,1;71;2021
2601;2293;2524;Martha MacMillan;1,1;69;2021
2602;2294;2524;William MacMillan;1,1;66;2021
2603;2171;2524;Yasseen Mansour;1,1;59;2021
2604;3616;2524;John Martin;1,1;;2021
2605;2175;2524;Carsten Maschmeyer;1,1;61;2021
2606;1933;2524;Bruce Mathieson;1,1;77;2021
2607;3617;2524;John McConnell;1,1;67;2021
2608;3087;2524;Takanori Nakamura;1,1;48;2021
2609;3134;2524;Bruce Nordstrom;1,1;87;2021
2610;3618;2524;Madeleine Olsson Ericksson;1,1;76;2021
2611;3619;2524;Ou Xueming;1,1;72;2021
2612;3620;2524;Mats Paulsson;1,1;77;2021
2613;3621;2524;Peng Hao;1,1;53;2021
2614;3622;2524;Ricardo Po Sr.;1,1;90;2021
2615;2311;2524;Forrest Preston;1,1;88;2021
2616;3623;2524;Enrico Preziosi;1,1;73;2021
2617;3624;2524;Pu Shulin;1,1;65;2021
2618;3625;2524;Qiu Lingyun;1,1;45;2021
2619;2575;2524;Vera Rechulski Santo Domingo;1,1;72;2021
2620;2063;2524;M.Satyanarayana Reddy;1,1;63;2021
2621;3626;2524;Ruan Hongxian;1,1;54;2021
2622;3627;2524;Chanchai Ruayrungruang;1,1;67;2021
2623;3628;2524;Daisuke Sasaki;1,1;40;2021
2624;3629;2524;Jack Schuler;1,1;80;2021
2625;2578;2524;Neerja Sethi;1,1;66;2021
2626;3630;2524;Shin Dong-guk;1,1;71;2021
2627;3631;2524;Edgar Sia II;1,1;44;2021
2628;1184;2524;Michael S. Smith;1,1;65;2021
2629;3632;2524;Su Rubo;1,1;66;2021
2630;3633;2524;Sun Xishuang;1,1;67;2021
2631;2471;2524;Sehat Sutardja;1,1;59;2021
2632;2973;2524;Susanto Suwarto;1,1;65;2021
2633;3634;2524;Tan Eng Kee;1,1;51;2021
2634;3635;2524;Tan Yu Wei;1,1;48;2021
2635;2915;2524;Yoshikazu Tanaka;1,1;44;2021
2636;2821;2524;Hary Tanoesoedibjo;1,1;55;2021
2637;3218;2524;Mehmet Sinan Tara;1,1;62;2021
2638;3636;2524;Shirou Terashita;1,1;62;2021
2639;884;2524;Carl Thoma;1,1;72;2021
2640;1850;2524;Tseng Sing-ai;1,1;;2021
2641;2976;2524;Sunil Vachani;1,1;52;2021
2642;2777;2524;Jan Van Geet;1,1;50;2021
2643;1851;2524;Sekar Vembu;1,1;49;2021
2644;2481;2524;Wang Han;1,1;33;2021
2645;3637;2524;Wang Jianliang;1,1;45;2021
2646;2921;2524;Wang Kunxiao;1,1;51;2021
2647;2593;2524;Wen Pengcheng;1,1;58;2021
2648;3638;2524;Wen Yibo;1,1;55;2021
2649;2084;2524;Anne Werninghaus;1,1;35;2021
2650;1856;2524;Dan Wilks;1,1;64;2021
2651;3639;2524;Wong Hei;1,1;59;2021
2652;3640;2524;Wong Hong King;1,1;59;2021
2653;2353;2524;Wu Chung-yi;1,1;65;2021
2654;3641;2524;Wu Eddie Yongming;1,1;46;2021
2655;2354;2524;Eugene Wu;1,1;76;2021
2656;3642;2524;Wu Wei;1,1;53;2021
2657;3643;2524;Xiao Guoqing;1,1;52;2021
2658;1866;2524;George Yancopoulos;1,1;61;2021
2659;3644;2524;Yao Lisheng;1,1;;2021
2660;2496;2524;Yu Faxiang;1,1;49;2021
2661;3645;2524;Yuan Jinhua;1,1;62;2021
2662;2986;2524;Igor Yusufov;1,1;64;2021
2663;2365;2524;Zan Shengda;1,1;58;2021
2664;3646;2524;Zeng Huansha;1,1;53;2021
2665;2500;2524;Zhang Xuewu;1,1;46;2021
2666;3647;2524;Zhang Yuxiang;1,1;56;2021
2667;2223;2524;Zhao Tongtong;1,1;54;2021
2668;3648;2524;Tony Zhao;1,1;49;2021
2669;2784;2524;Zhong Peifeng;1,1;58;2021
2670;3649;2524;Zhou Ping;1,1;58;2021
2671;3067;2524;Zhou Yahui;1,1;44;2021
2672;2100;2524;Boris Zingarevich;1,1;61;2021
2673;3650;2524;Ahmet Nazif Zorlu;1,1;76;2021
2674;2101;2674;A. Jayson Adair;1;51;2021
2675;1343;2674;Albert Avdolyan;1;50;2021
2676;3122;2674;Baiju Bhatt;1;36;2021
2677;2993;2674;Wilbur Ed Bosarge jr;1;81;2021
2678;3651;2674;Ina Chan;1;67;2021
2679;2759;2674;Chang Byung-gyu;1;48;2021
2680;3077;2674;Chung Mong-joon;1;69;2021
2681;2398;2674;Carmen Daurella Aguilera;1;;2021
2682;3652;2674;GT Dave;1;44;2021
2683;2831;2674;Mukand Lal Dua;1;72;2021
2684;2832;2674;Ramesh Kumar Dua;1;67;2021
2685;3653;2674;Jose Elias;1;44;2021
2686;3001;2674;Larry Fink;1;68;2021
2687;3007;2674;Horst-Otto Gerberding;1;68;2021
2688;3654;2674;Gim Seong-gon;1;67;2021
2689;3655;2674;Gou Yiqun;1;48;2021
2690;2535;2674;Clelia Haji-Ioannou;1;50;2021
2691;2537;2674;Hang Hong;1;53;2021
2692;2938;2674;Ronnen Harary;1;49;2021
2693;3656;2674;David Harding;1;59;2021
2694;2939;2674;David Helgason;1;43;2021
2695;3657;2674;Hou Jianbin;1;39;2021
2696;3658;2674;Hur Young-in;1;71;2021
2697;1302;2674;Long Jiang;1;47;2021
2698;2548;2674;Morris Kahn;1;91;2021
2699;2549;2674;Ashok Kajaria;1;73;2021
2700;3022;2674;T.S. Kalyanaraman;1;73;2021
2701;2275;2674;Kim Kardashian;1;40;2021
2702;3659;2674;David Katzman;1;61;2021
2703;1304;2674;Bom Kim;1;42;2021
2704;3660;2674;Masatoshi Kumagai;1;57;2021
2705;2560;2674;Lev Kvetnoi;1;55;2021
2706;3661;2674;Vladimir Leschikov;1;64;2021
2707;3662;2674;Li Yinan;1;;2021
2708;3663;2674;Liu Qingfeng;1;48;2021
2709;3664;2674;Jose Llado Fernandez-Urrutia;1;87;2021
2710;3080;2674;Kenneth Lo;1;82;2021
2711;3665;2674;Ma Hong;1;53;2021
