ID;User_ID;Rank_2024_01;Person;net_worth_in_BillionUSD_2024_01;Age_of_person_2024_01;Date
2138;2110;2138;Elena Baturina;1.3;60;01-31-2024
2139;2936;2139;Mustafa Hamied;1.3;83;01-31-2024
2140;2343;2140;Sandro Veronesi;1.3;64;01-31-2024
2141;2172;2141;Charlwin Mao;1.3;;01-31-2024
2142;2184;2142;Qu Miranda;1.3;39;01-31-2024
2143;3056;2143;Takaya Awata;1.3;62;01-31-2024
2144;2279;2144;Christine Knauf;1.3;;01-31-2024
2145;2280;2145;Karl Knauf;1.3;;01-31-2024
2146;2178;2146;Jahm Najafi;1.3;60;01-31-2024
2147;2091;2147;Yu Peidi;1.3;64;01-31-2024
2148;2841;2148;George Alexander Muthoot;1.3;68;01-31-2024
2149;2842;2149;George Jacob Muthoot;1.3;71;01-31-2024
2150;2843;2150;George Thomas Muthoot;1.3;73;01-31-2024
2151;2844;2151;Sara George Muthoot;1.3;63;01-31-2024
2152;2339;2152;Lina Tombolato;1.3;76;01-31-2024
2153;2704;2153;Lai Jianping;1.3;;01-31-2024
2154;2107;2154;Ziv Aviram;1.3;65;01-31-2024
2155;1544;2155;Zhou Jian;1.3;47;01-31-2024
2156;2156;2156;Michael Krasny;1.3;70;01-31-2024
2157;2004;2157;John Farber;1.3;98;01-31-2024
2158;2464;2158;Dean Solon;1.3;59;01-31-2024
2159;1977;2159;Wang Junmin;1.3;55;01-31-2024
2160;1964;2160;Su Suyu;1.3;75;01-31-2024
2161;2855;2161;Adam Foroughi;1.3;43;01-31-2024
2162;3057;2162;Michael Rees;1.3;48;01-31-2024
2163;2099;2163;Zhou Chengjian;1.3;58;01-31-2024
2164;1486;2164;Zhang Ning;1.3;49;01-31-2024
2165;1932;2165;Youssef Mansour;1.3;78;01-31-2024
2166;2624;2166;Axel Oberwelland;1.3;57;01-31-2024
2167;2137;2167;Simona Giorgetta;1.3;46;01-31-2024
2168;2350;2168;Drorit Wertheim;1.3;68;01-31-2024
2169;2706;2169;Xu Chuanhua;1.3;89;01-31-2024
2170;2132;2170;Timothy Dunn;1.3;68;01-31-2024
2171;2472;2171;Min-Liang Tan;1.3;46;01-31-2024
2172;1464;2172;Richard Saghian;1.3;42;01-31-2024
2173;2202;2173;Hal Steinbrenner;1.3;55;01-31-2024
2174;2204;2174;Jennifer Steinbrenner Swindal;1.3;64;01-31-2024
2175;2203;2175;Jessica Steinbrenner;1.3;59;01-31-2024
2176;2108;2176;Sachin Bansal;1.3;42;01-31-2024
2177;2154;2177;Seth Klarman;1.3;66;01-31-2024
2178;2584;2178;Haryanto Tjiptodihardjo;1.3;60;01-31-2024
2179;2332;2179;Michael Steinhardt;1.3;83;01-31-2024
2180;2177;2180;Martin Moller Nielsen;1.3;59;01-31-2024
2181;2302;2181;Neide Helena de Moraes;1.3;68;01-31-2024
2182;2254;2182;Jose Ermirio de Moraes Neto;1.3;71;01-31-2024
2183;2253;2183;Jose Roberto Ermirio de Moraes;1.3;66;01-31-2024
2184;2858;2184;Premchand Godha;1.3;77;01-31-2024
2185;2311;2185;Forrest Preston;1.3;90;01-31-2024
2186;1783;2186;Josef Boquoi;1.3;90;01-31-2024
2187;2998;2187;Ronald Clarke;1.3;68;01-31-2024
2188;2048;2188;David McMurtry;1.3;83;01-31-2024
2189;2958;2189;Bob Muglia;1.3;64;01-31-2024
2190;1734;2190;Lei Jufang;1.3;71;01-31-2024
2191;1884;2191;Angela Bennett;1.3;79;01-31-2024
2192;1476;2192;Wang Linpeng;1.3;55;01-31-2024
2193;2308;2193;Markus Persson;1.3;44;01-31-2024
2194;2588;2194;Shigefumi Wada;1.3;71;01-31-2024
2195;2192;2195;Deniz Sahenk;1.3;78;01-31-2024
2196;2397;2196;Weili Dai;1.3;62;01-31-2024
2197;2334;2197;Eddy Sugianto;1.3;77;01-31-2024
2198;1467;2198;Shu Ping;1.3;;01-31-2024
2199;3058;2199;Hartley Rogers;1.3;64;01-31-2024
2200;2389;2200;Chang Jing;1.3;41;01-31-2024
2201;3059;2201;Christoffel Wiese;1.3;82;01-31-2024
2202;2257;2202;Zsolt Felcsuti;1.3;52;01-31-2024
2203;3060;2203;Hua Xuande;1.3;80;01-31-2024
2204;2732;2204;Chen Huwen;1.3;53;01-31-2024
2205;2224;2205;Kostyantin Zhevago;1.3;50;01-31-2024
2206;2430;2206;Fumio Kaneko;1.3;67;01-31-2024
2207;1756;2207;Rajju Shroff;1.3;90;01-31-2024
2208;2549;2208;Ashok Kajaria;1.3;76;01-31-2024
2209;3061;2209;Li Fengluan;1.3;62;01-31-2024
2210;2290;2210;Frederic Luddy;1.3;69;01-31-2024
2211;2377;2211;Lloyd Blankfein;1.2;69;01-31-2024
2212;2310;2212;Murdaya Poo;1.2;83;01-31-2024
2213;2283;2213;Lee Su-jin;1.2;46;01-31-2024
2214;2341;2214;Joop van den Ende;1.2;81;01-31-2024
2215;1168;2215;Li Guoqiang;1.2;60;01-31-2024
2216;2282;2216;Guy Laliberte;1.2;64;01-31-2024
2217;2315;2217;Hugo Ribeiro;1.2;;01-31-2024
2218;2306;2218;Vitaly Orlov;1.2;59;01-31-2024
2219;2318;2219;Thomas Sandell;1.2;63;01-31-2024
2220;2447;2220;Lyu Yixiong;1.2;61;01-31-2024
2221;2445;2221;Jeffrey Lorberbaum;1.2;69;01-31-2024
2222;2248;2222;Richard Desmond;1.2;72;01-31-2024
2223;2251;2223;Mathias Doepfner;1.2;61;01-31-2024
2224;2244;2224;Chung Yong-jin;1.2;55;01-31-2024
2225;2421;2225;Huang Shan;1.2;53;01-31-2024
2226;2128;2226;Aydin Dogan;1.2;87;01-31-2024
2227;2265;2227;Fahed Hariri;1.2;43;01-31-2024
2228;2100;2228;Boris Zingarevich;1.2;64;01-31-2024
2229;2686;2229;Candido Pinheiro Koren de Lima;1.2;77;01-31-2024
2230;1652;2230;Luo Yangyong;1.2;48;01-31-2024
2231;3062;2231;Tory Burch;1.2;57;01-31-2024
2232;2109;2232;Kiki Barki;1.2;84;01-31-2024
2233;2861;2233;Peter Kelly;1.2;66;01-31-2024
2234;2466;2234;Joseph Steinberg;1.2;79;01-31-2024
2235;1485;2235;Yuan Fugen;1.2;73;01-31-2024
2236;1266;2236;Pan Laican;1.2;;01-31-2024
2237;1992;2237;Nigel Austin;1.2;53;01-31-2024
2238;1564;2238;Dong Fan;1.2;;01-31-2024
2239;2273;2239;Shirley Kao;1.2;67;01-31-2024
2240;2232;2240;Mehmet Aydinlar;1.2;67;01-31-2024
2241;3063;2241;Gary Tharaldson;1.2;78;01-31-2024
2242;3064;2242;Edir Macedo;1.2;79;01-31-2024
2243;2215;2243;Myron Wentz;1.2;84;01-31-2024
2244;1674;2244;Shen Xiqiang;1.2;75;01-31-2024
2245;1760;2245;Kenneth Tuchman;1.2;64;01-31-2024
2246;2229;2246;Jose Maria Aristrain;1.2;61;01-31-2024
2247;2412;2247;Pavel Golubkov;1.2;47;01-31-2024
2248;1864;2248;Xiang Guangming;1.2;60;01-31-2024
2249;2260;2249;Dan Gertler;1.2;50;01-31-2024
2250;2246;2250;Diego Della Valle;1.2;70;01-31-2024
2251;2330;2251;Marco Squinzi;1.2;52;01-31-2024
2252;2331;2252;Veronica Squinzi;1.2;52;01-31-2024
2253;1690;2253;Wu Yingming;1.2;57;01-31-2024
2254;1848;2254;Michael Tojner;1.2;57;01-31-2024
2255;2417;2255;He Zuxun;1.2;58;01-31-2024
2256;2335;2256;Luc Tack;1.2;62;01-31-2024
2257;1556;2257;Chen Qiongxiang;1.2;;01-31-2024
2258;2333;2258;Ion Stoica;1.2;58;01-31-2024
2259;2313;2259;Jimmy Rane;1.2;77;01-31-2024
2260;2262;2260;Lawrence Golub;1.2;64;01-31-2024
2261;2364;2261;Matei Zaharia;1.2;38;01-31-2024
2262;2231;2262;Tope Awotona;1.2;42;01-31-2024
2263;2020;2263;Ke Zunhong;1.2;69;01-31-2024
2264;2467;2264;Zachary Stern;1.2;42;01-31-2024
2265;2062;2265;Qin Long;1.2;58;01-31-2024
2266;2166;2266;Liu Gexin;1.2;72;01-31-2024
2267;2058;2267;Pan Shiyi;1.2;61;01-31-2024
2268;2513;2268;Hideyuki Busujima;1.2;71;01-31-2024
2269;2193;2269;Nobutada Saji;1.2;78;01-31-2024
2270;1349;2270;Chen Xueli;1.2;72;01-31-2024
2271;2301;2271;Ulrich Mommert;1.2;83;01-31-2024
2272;3065;2272;Cristina Junqueira;1.2;41;01-31-2024
2273;2478;2273;Arkady Volozh;1.2;59;01-31-2024
2274;2898;2274;John Krystynak;1.2;55;01-31-2024
2275;1642;2275;Wei Huang;1.2;64;01-31-2024
2276;2423;2276;Hiroshi Ishibashi;1.2;77;01-31-2024
2277;2268;2277;Orion Hindawi;1.2;44;01-31-2024
2278;3066;2278;Summerfield Johnston Jr;1.2;91;01-31-2024
2279;2416;2279;Polys Haji-Ioannou;1.2;64;01-31-2024
2280;1757;2280;Sun Huaiqing;1.2;54;01-31-2024
2281;3067;2281;Zhou Yahui;1.2;46;01-31-2024
2282;2037;2282;Li Jinyang;1.2;;01-31-2024
2283;3068;2283;Raamdeo Agrawal;1.2;67;01-31-2024
2284;2245;2284;Darwin Deason;1.2;83;01-31-2024
2285;2076;2285;Anand Surana;1.2;52;01-31-2024
2286;2077;2286;Dilip Surana;1.2;58;01-31-2024
2287;2379;2287;Stephane Bonvin;1.2;57;01-31-2024
2288;2171;2288;Yasseen Mansour;1.2;62;01-31-2024
2289;3069;2289;Magic Johnson;1.2;64;01-31-2024
2290;1774;2290;Noubar Afeyan;1.2;61;01-31-2024
2291;2353;2291;Wu Chung-yi;1.2;68;01-31-2024
2292;2670;2292;Nan Cunhui;1.2;60;01-31-2024
2293;2586;2293;Kenzo Tsujimoto;1.2;83;01-31-2024
2294;1121;2294;Pan Dong;1.2;59;01-31-2024
2295;2492;2295;Yao Hsiao Tung;1.2;84;01-31-2024
2296;2068;2296;Igor Rybakov;1.2;51;01-31-2024
2297;2023;2297;Sergei Kolesnikov;1.2;51;01-31-2024
2298;3070;2298;Max Levchin;1.2;48;01-31-2024
2299;2051;2299;Miao Yongjun;1.2;56;01-31-2024
2300;2237;2300;Thomas Bailey;1.2;87;01-31-2024
2301;1738;2301;Lin Lairong;1.2;55;01-31-2024
2302;2733;2302;Chen Huxiong;1.2;53;01-31-2024
2303;3071;2303;Azad Moopen;1.2;70;01-31-2024
2304;2054;2304;Tadako Nakatani;1.2;;01-31-2024
2305;2349;2305;J. Wayne Weaver;1.2;88;01-31-2024
2306;2561;2306;Michiel Le Roux;1.2;74;01-31-2024
2307;2418;2307;Christian Herz;1.2;;01-31-2024
2308;2419;2308;Michaela Herz;1.2;;01-31-2024
2309;2342;2309;Ruben Vardanyan;1.2;55;01-31-2024
2310;2387;2310;Giuliana Caprotti;1.2;83;01-31-2024
2311;2388;2311;Marina Caprotti;1.2;46;01-31-2024
2312;3072;2312;Wang Xiaokun;1.2;41;01-31-2024
2313;2226;2313;Sanjay Agarwal;1.2;53;01-31-2024
2314;2094;2314;Zhang Keqiang;1.2;63;01-31-2024
2315;2544;2315;Hedda im Brahm-Droege;1.2;69;01-31-2024
2316;2272;2316;Mohammed Ibrahim;1.2;77;01-31-2024
2317;2480;2317;Wan Long;1.2;83;01-31-2024
2318;2084;2318;Anne Werninghaus;1.2;38;01-31-2024
2319;2945;2319;Andrew Karam;1.2;41;01-31-2024
2320;2684;2320;Ernest Garcia III;1.1;41;01-31-2024
2321;3073;2321;Li Qiong;1.1;46;01-31-2024
2322;3074;2322;Taylor Swift;1.1;34;01-31-2024
2323;3075;2323;Bent Jensen;1.1;72;01-31-2024
2324;2599;2324;Yi Xianzhong;1.1;64;01-31-2024
2325;2436;2325;Andrei Kosogov;1.1;62;01-31-2024
2326;1430;2326;Jane Goldman;1.1;68;01-31-2024
2327;2181;2327;Kazuo Okada;1.1;81;01-31-2024
2328;2207;2328;Clemens Toennies;1.1;67;01-31-2024
2329;2208;2329;Robert Toennies;1.1;45;01-31-2024
2330;2454;2330;Adrian Paval;1.1;55;01-31-2024
2331;2013;2331;Alfredo Harp Helu;1.1;79;01-31-2024
2332;2405;2332;Paul Fireman;1.1;79;01-31-2024
2333;2408;2333;Donald Friese;1.1;83;01-31-2024
2334;2384;2334;Pradip Burman;1.1;81;01-31-2024
2335;2001;2335;Chua Thian Poh;1.1;75;01-31-2024
2336;2344;2336;Thongma Vijitpongpun;1.1;66;01-31-2024
2337;2354;2337;Eugene Wu;1.1;78;01-31-2024
2338;3076;2338;Girdhari Jaisinghani;1.1;79;01-31-2024
2339;2969;2339;Analjit Singh;1.1;70;01-31-2024
2340;3077;2340;Chung Mong-joon;1.1;72;01-31-2024
2341;2095;2341;Zhang Xin;1.1;58;01-31-2024
2342;2347;2342;Wang Shih-Chung;1.1;62;01-31-2024
2343;2314;2343;Andrei Rappoport;1.1;60;01-31-2024
2344;2441;2344;Norma Lerner;1.1;87;01-31-2024
2345;2278;2345;Alexander Klyachin;1.1;56;01-31-2024
2346;1818;2346;Robert Langer;1.1;75;01-31-2024
2347;3078;2347;Nie Tengyun;1.1;48;01-31-2024
2348;2854;2348;David Fattal;1.1;66;01-31-2024
2349;2210;2349;Pongsak Viddayakorn;1.1;89;01-31-2024
2350;2572;2350;Stanley Motta;1.1;78;01-31-2024
2351;2932;2351;Richard Fairbank;1.1;73;01-31-2024
2352;2247;2352;Ashwin Desai;1.1;72;01-31-2024
2353;1004;2353;Ye Xiaoping;1.1;61;01-31-2024
2354;2440;2354;Nancy Lerner;1.1;63;01-31-2024
2355;2376;2355;Sara Blakely;1.1;52;01-31-2024
2356;2575;2356;Vera Rechulski Santo Domingo;1.1;75;01-31-2024
2357;2032;2357;Raymond Kwok;1.1;70;01-31-2024
2358;2483;2358;Allan Wong;1.1;73;01-31-2024
2359;2442;2359;Randolph Lerner;1.1;61;01-31-2024
2360;1221;2360;Lu Yiwen;1.1;37;01-31-2024
2361;2553;2361;Muhammed Aziz Khan;1.1;68;01-31-2024
2362;1513;2362;Li Min;1.1;58;01-31-2024
2363;2080;2363;Wang Jilei;1.1;59;01-31-2024
2364;2527;2364;Mark Dixon;1.1;64;01-31-2024
2365;2460;2365;Helena Revoredo;1.1;76;01-31-2024
2366;3079;2366;Pedro Grendene Bartelle;1.1;74;01-31-2024
2367;2194;2367;Hajime Satomi;1.1;82;01-31-2024
2368;3080;2368;Kenneth Lo;1.1;85;01-31-2024
2369;2393;2369;Tony Chen;1.1;74;01-31-2024
2370;2426;2370;Nikhil Kamath;1.1;37;01-31-2024
2371;2228;2371;Joao Alves de Queiroz Filho;1.1;71;01-31-2024
2372;2489;2372;Xiu Laigui;1.1;69;01-31-2024
2373;2378;2373;Henadiy Boholyubov;1.1;62;01-31-2024
2374;2439;2374;Lee Joong-keun;1.1;83;01-31-2024
2375;2174;2375;Yves-Loic Martin;1.1;58;01-31-2024
2376;1749;2376;Dmitry Pumpyansky;1.1;59;01-31-2024
2377;2196;2377;Stephan Schnabel;1.1;49;01-31-2024
2378;1482;2378;Xu Xudong;1.1;53;01-31-2024
2379;3081;2379;Jiang Zhaobai;1.1;60;01-31-2024
2380;2536;2380;Stelios Haji-Ioannou;1.1;56;01-31-2024
2381;2474;2381;Tang Aoqi;1.1;78;01-31-2024
2382;2413;2382;Cristina Green;1.1;;01-31-2024
2383;2414;2383;Philip Green;1.1;;01-31-2024
2384;2410;2384;Rahul Gautam;1.1;71;01-31-2024
2385;3082;2385;James Truchard;1.1;80;01-31-2024
2386;3083;2386;Femi Otedola;1.1;61;01-31-2024
2387;2420;2387;David Hindawi;1.1;79;01-31-2024
2388;2427;2388;Jonas Kamprad;1.1;57;01-31-2024
2389;2428;2389;Mathias Kamprad;1.1;54;01-31-2024
2390;2411;2390;David Golub;1.1;61;01-31-2024
2391;2465;2391;Michael Spencer;1.1;68;01-31-2024
2392;2381;2392;Ryan Breslow;1.1;29;01-31-2024
2393;2270;2393;Huang Guanlin;1.1;59;01-31-2024
2394;2782;2394;Zhang Yubai;1.1;59;01-31-2024
2395;2523;2395;John Christodoulou;1.1;58;01-31-2024
2396;1229;2396;Qiu Minxiu;1.1;78;01-31-2024
2397;1983;2397;Xu Zhihan;1.1;51;01-31-2024
2398;3084;2398;Lalit Khaitan;1.1;80;01-31-2024
2399;1244;2399;Ye Guofu;1.1;46;01-31-2024
2400;3085;2400;Benny Suherman;1.1;76;01-31-2024
2401;2560;2401;Lev Kvetnoi;1.1;58;01-31-2024
2402;2552;2402;Brad Keywell;1.1;54;01-31-2024
2403;2570;2403;Andrei Molchanov;1.1;52;01-31-2024
2404;1412;2404;Cao Ji;1.1;72;01-31-2024
2405;2404;2405;Gleb Fetisov;1.1;57;01-31-2024
2406;2682;2406;Zhang Shilong;1.1;58;01-31-2024
2407;2455;2407;Antonio Percassi;1.1;70;01-31-2024
2408;1870;2408;Yu Lili;1.1;56;01-31-2024
2409;2476;2409;Tsao Ter-fung;1.1;77;01-31-2024
2410;3120;2410;Gabriel Escarrer;1.1;88;01-31-2024
2411;2956;2411;Lv Yongxiang;1.1;74;01-31-2024
2412;2153;2412;Joe Kiani;1.1;59;01-31-2024
2413;2382;2413;Thomas Bruch;1.1;73;01-31-2024
2414;2493;2414;Ye Qiongjiu;1.1;69;01-31-2024
2415;3086;2415;Pradeep Rathod;1.1;59;01-31-2024
2416;1025;2416;Li Xiaohua;1.1;62;01-31-2024
2417;2372;2417;Farkhad Akhmedov;1.1;68;01-31-2024
2418;2105;2418;Anant Asavabhokhin;1.1;73;01-31-2024
2419;2435;2419;Koo Bon-sik;1.1;65;01-31-2024
2420;1502;2420;Amy Goldman Fowler;1.1;69;01-31-2024
2421;2437;2421;Yogesh Kothari;1.1;75;01-31-2024
2422;2319;2422;Francesco Saputo;1.1;;01-31-2024
2423;2205;2423;Konstantin Strukov;1.1;65;01-31-2024
2424;2705;2424;Sun Hongbin;1.1;61;01-31-2024
2425;1832;2425;Stefan Pierer;1.1;67;01-31-2024
2426;2562;2426;Li Wanqiang;1.1;46;01-31-2024
2427;2429;2427;Peter Kamprad;1.1;59;01-31-2024
2428;1465;2428;Shi Yifeng;1.1;50;01-31-2024
2429;2380;2429;Oleg Boyko;1.1;59;01-31-2024
2430;2484;2430;Tiger Woods;1.1;48;01-31-2024
2431;2468;2431;Manny Stul;1.1;74;01-31-2024
2432;3087;2432;Takanori Nakamura;1.1;51;01-31-2024
2433;2118;2433;Chang Jianming;1.1;58;01-31-2024
2434;2535;2434;Clelia Haji-Ioannou;1.1;53;01-31-2024
2435;2593;2435;Wen Pengcheng;1.1;61;01-31-2024
2436;2362;2436;Vadim Yakunin;1.1;61;01-31-2024
2437;2580;2437;Petter Stordalen;1.1;61;01-31-2024
2438;2808;2438;Sergio Fogel;1.1;60;01-31-2024
2439;3088;2439;Taavet Hinrikus;1.1;41;01-31-2024
2440;1969;2440;Prachak Tangkaravakoon;1.1;79;01-31-2024
2441;2540;2441;Hong Feng;1.1;47;01-31-2024
2442;3089;2442;Weijian Shan;1.1;70;01-31-2024
2443;2056;2443;Niti Osathanugrah;1.1;50;01-31-2024
2444;2800;2444;Yang Tingdong;1.1;63;01-31-2024
2445;1728;2445;Mustafa Kucuk;1.1;60;01-31-2024
2446;2803;2446;Andres Bzurovski Bay;1.1;46;01-31-2024
2447;2021;2447;Kim Taek-jin;1.1;56;01-31-2024
2448;2200;2448;Denis Shtengelov;1.1;51;01-31-2024
2449;3001;2449;Larry Fink;1.1;71;01-31-2024
2450;2363;2450;Yang Yunyun;1.1;47;01-31-2024
2451;3090;2451;John Lim;1.1;67;01-31-2024
2452;1509;2452;Diane Kemper;1.1;78;01-31-2024
2453;1557;2453;Chen Zhisong;1.0;58;01-31-2024
2454;2141;2454;Hoi Kin Hong;1.0;71;01-31-2024
2455;2546;2455;LeBron James;1.0;39;01-31-2024
2456;2191;2456;Seifeddin Rustamov;1.0;61;01-31-2024
2457;2558;2457;Michael Kum;1.0;79;01-31-2024
2458;2383;2458;Marina Budiman;1.0;62;01-31-2024
2459;2456;2459;Kevin Plank;1.0;51;01-31-2024
2460;2008;2460;Lance Gokongwei;1.0;56;01-31-2024
2461;2496;2461;Yu Faxiang;1.0;52;01-31-2024
2462;2943;2462;Subba Rao Jasti;1.0;97;01-31-2024
2463;3091;2463;Jeff Sprecher;1.0;68;01-31-2024
2464;2770;2464;Dulce Pugliese de Godoy Bueno;1.0;76;01-31-2024
2465;1731;2465;Lai Jianfa;1.0;;01-31-2024
2466;1929;2466;Liu Xiucai;1.0;66;01-31-2024
2467;2106;2467;Roman Avdeev;1.0;56;01-31-2024
2468;1455;2468;Mu Rongjun;1.0;44;01-31-2024
2469;2375;2469;Abigail Bennett;1.0;43;01-31-2024
2470;3092;2470;Michelle Zatlyn;1.0;44;01-31-2024
2471;2555;2471;Ihor Kolomoyskyy;1.0;60;01-31-2024
2472;2543;2472;Danilo Iervolino;1.0;45;01-31-2024
2473;2385;2473;Cai Hongbin;1.0;;01-31-2024
2474;2276;2474;Ke Guihua;1.0;58;01-31-2024
2475;2949;2475;Robert Knauf;1.0;;01-31-2024
2476;2003;2476;Chris Ellison;1.0;66;01-31-2024
2477;2948;2477;Martin Knauf;1.0;;01-31-2024
2478;2409;2478;Gan Zhongru;1.0;75;01-31-2024
2479;2448;2479;Soichiro Minami;1.0;47;01-31-2024
2480;2042;2480;Liu Ming Chung;1.0;61;01-31-2024
2481;3093;2481;Zhao Hongfei;1.0;49;01-31-2024
2482;1506;2482;Huang Qiaoling;1.0;65;01-31-2024
2483;2506;2483;Ryuji Arai;1.0;77;01-31-2024
2484;2519;2484;Tianqiao Chen;1.0;50;01-31-2024
2485;3094;2485;Pantas Sutardja;1.0;;01-31-2024
2486;2585;2486;David Tran;1.0;78;01-31-2024
2487;2823;2487;Xu Wanmao;1.0;79;01-31-2024
2488;2514;2488;Edouard Carmignac;1.0;76;01-31-2024
2489;2579;2489;Scott Smith;1.0;74;01-31-2024
2490;2547;2490;Johan Johannson;1.0;57;01-31-2024
2491;2957;2491;Michael McCain;1.0;;01-31-2024
2492;3095;2492;Guilherme Peirao Leal;1.0;73;01-31-2024
2493;2504;2493;Manohar Lal Agarwal;1.0;69;01-31-2024
2494;3096;2494;Xiang Wenbo;1.0;61;01-31-2024
2495;2888;2495;Luigi Cremonini;1.0;84;01-31-2024
2496;2400;2496;Shlomo Eliahu;1.0;88;01-31-2024
2497;1931;2497;Lu Zongjun;1.0;60;01-31-2024
2498;2602;2498;Zhang Gongyun;1.0;61;01-31-2024
2499;2061;2499;Qian Jinghong;1.0;51;01-31-2024
2500;1825;2500;Liang Qin;1.0;52;01-31-2024
2501;2040;2501;Liu Fangyi;1.0;;01-31-2024
2502;2296;2502;Mao Zhongwu;1.0;61;01-31-2024
2503;3097;2503;Arthur Xiaobo Hong;1.0;52;01-31-2024
2504;3098;2504;Lee Jay-hyun;1.0;63;01-31-2024
2505;2554;2505;Kim Jung-woong;1.0;49;01-31-2024
2506;2530;2506;Benedicte Find;1.0;69;01-31-2024
2507;2573;2507;Tyler Perry;1.0;54;01-31-2024
2508;2941;2508;Huang Jiangji;1.0;;01-31-2024
2509;2511;2509;Ana Maria Brescia Cafferata;1.0;99;01-31-2024
2510;2567;2510;Apoorva Mehta;1.0;37;01-31-2024
2511;1184;2511;Michael S. Smith;1.0;68;01-31-2024
2512;2548;2512;Morris Kahn;1.0;94;01-31-2024
2513;2559;2513;Richard Kurtz;1.0;83;01-31-2024
2514;2789;2514;Lim Wee Chai;1.0;66;01-31-2024
2515;2992;2515;Krishna Kumar Bangur;1.0;63;01-31-2024
2516;2222;2516;Peng Zhao;1.0;53;01-31-2024
2517;2182;2517;John Oyler;1.0;55;01-31-2024
2518;3099;2518;Liang Guangwei;1.0;60;01-31-2024
2519;2590;2519;Wang Jianfeng;1.0;;01-31-2024
2520;3100;2520;Zhang Changhong;0.9;65;01-31-2024
2521;2746;2521;Kanye West;0.4;46;01-31-2024
2522;3101;2522;Elizabeth Holmes;0.0;40;01-31-2024
2523;2628;2523;Gary Wang;0.0;30;01-31-2024
2524;419;2524;Rene Benko;0.0;46;01-31-2024
2525;2608;2525;Sam Bankman-Fried;0.0;31;01-31-2024
