ID;User_ID;Rank_2024_01;Person;net_worth_in_BillionUSD_2024_01;Age_of_person_2024_01;Date
1692;747;1692;Su Qingcan;1.7;55;01-31-2024
1693;1367;1693;Harald Link;1.7;69;01-31-2024
1694;1699;1694;Lesley Bamberger;1.7;58;01-31-2024
1695;1960;1695;Terry Snow;1.7;80;01-31-2024
1696;2774;1696;Shao Qinxiang;1.7;69;01-31-2024
1697;2275;1697;Kim Kardashian;1.7;43;01-31-2024
1698;3037;1698;Don Levin;1.7;73;01-31-2024
1699;2495;1699;Yeh Kuo-I;1.7;82;01-31-2024
1700;1798;1700;William Foley II.;1.7;79;01-31-2024
1701;1698;1701;Giovanni Arvedi;1.7;86;01-31-2024
1702;1637;1702;Phillip Frost;1.7;87;01-31-2024
1703;783;1703;Huang Yi;1.7;62;01-31-2024
1704;1708;1704;John Elkann;1.7;48;01-31-2024
1705;1504;1705;Hu Yangzhong;1.7;58;01-31-2024
1706;2078;1706;Wilma Tisch;1.7;96;01-31-2024
1707;2298;1707;Lorinc Meszaros;1.7;57;01-31-2024
1708;1619;1708;Will Adderley;1.7;51;01-31-2024
1709;1340;1709;Zhang Jingzhang;1.7;88;01-31-2024
1710;3038;1710;Qian Dongqi;1.7;66;01-31-2024
1711;2151;1711;Zbigniew Juroszek;1.7;61;01-31-2024
1712;864;1712;Chen Shibin;1.7;57;01-31-2024
1713;1496;1713;Phongthep Chiaravanont;1.7;72;01-31-2024
1714;1867;1714;Steven Meng Yang;1.7;41;01-31-2024
1715;1763;1715;Tom Werner;1.7;73;01-31-2024
1716;1269;1716;Jinxing Qi;1.7;61;01-31-2024
1717;1713;1717;John Goff;1.7;68;01-31-2024
1718;1565;1718;Fritz Draexlmaier;1.7;;01-31-2024
1719;1670;1719;Vinod Saraf;1.7;71;01-31-2024
1720;1380;1720;Chad Richison;1.7;53;01-31-2024
1721;2019;1721;Rameshchandra Jain;1.7;75;01-31-2024
1722;1667;1722;Ronald Perelman;1.7;81;01-31-2024
1723;1939;1723;John Ocampo;1.7;64;01-31-2024
1724;1747;1724;Dragos Paval;1.7;57;01-31-2024
1725;1449;1725;Melissa Ma;1.7;;01-31-2024
1726;3109;1726;Kwak Dong Shin;1.7;49;01-31-2024
1727;1724;1727;Osman Kibar;1.7;52;01-31-2024
1728;2052;1728;Yoshiko Mori;1.7;83;01-31-2024
1729;1916;1729;Kim Jun-ki;1.7;79;01-31-2024
1730;1683;1730;Pieter van der Does;1.7;54;01-31-2024
1731;1620;1731;Faisal Bin Qassim Al Thani;1.7;76;01-31-2024
1732;1026;1732;Liu Xiaodong;1.7;56;01-31-2024
1733;2155;1733;Kagemasa Kozuki;1.7;83;01-31-2024
1734;1838;1734;Andres Santo Domingo;1.7;45;01-31-2024
1735;1737;1735;Jimmy John Liautaud;1.7;60;01-31-2024
1736;1558;1736;Manas Chiaravanond;1.7;;01-31-2024
1737;1741;1737;Duncan MacMillan;1.7;86;01-31-2024
1738;2035;1738;Manfredi Lefebvre d Ovidio;1.7;70;01-31-2024
1739;1374;1739;Ni Yongpei;1.7;72;01-31-2024
1740;1793;1740;Norbert Dentressangle;1.7;69;01-31-2024
1741;1475;1741;Hamdi Ulukaya;1.7;51;01-31-2024
1742;1546;1742;Roberto Angelini Rossi;1.7;75;01-31-2024
1743;1385;1743;Jeffrey Soffer;1.7;56;01-31-2024
1744;1735;1744;James Leininger;1.7;78;01-31-2024
1745;1957;1745;Leonid Simanovsky;1.7;74;01-31-2024
1746;1830;1746;Massimo Moratti;1.7;78;01-31-2024
1747;1397;1747;Wang Zhenghua;1.7;79;01-31-2024
1748;1559;1748;Prathip Chiravanond;1.7;75;01-31-2024
1749;1805;1749;Timothy Headington;1.7;73;01-31-2024
1750;1720;1750;Asok Kumar Hiranandani;1.7;69;01-31-2024
1751;1739;1751;Lu Di;1.7;;01-31-2024
1752;3039;1752;Ron Corio;1.7;62;01-31-2024
1753;1806;1753;Ilona Herlin;1.7;59;01-31-2024
1754;2049;1754;Deepak Mehta;1.7;67;01-31-2024
1755;1677;1755;Bambang Sutantio;1.7;65;01-31-2024
1756;1744;1756;Meng Qingshan;1.7;75;01-31-2024
1757;1707;1757;Keith Dunleavy;1.7;54;01-31-2024
1758;1748;1758;Jorge Perez;1.7;74;01-31-2024
1759;2462;1759;Paul Sciarra;1.7;42;01-31-2024
1760;1764;1760;Stephen Winn;1.7;77;01-31-2024
1761;1216;1761;Saban Cemil Kazanci;1.7;62;01-31-2024
1762;1752;1762;Joe Rogers Jr;1.7;77;01-31-2024
1763;1784;1763;Cai Huabo;1.7;48;01-31-2024
1764;2451;1764;Suman Munjal;1.7;70;01-31-2024
1765;2755;1765;Gretel Packer;1.7;57;01-31-2024
1766;1765;1766;Ian Wood;1.7;81;01-31-2024
1767;2450;1767;Renu Munjal;1.7;68;01-31-2024
1768;908;1768;Liang Feng;1.7;55;01-31-2024
1769;2238;1769;Bernhard Braun-Luedicke;1.7;47;01-31-2024
1770;2239;1770;Eva Maria Braun-Luedicke;1.7;37;01-31-2024
1771;2240;1771;Friederike Braun-Luedicke;1.7;40;01-31-2024
1772;1819;1772;Anthony Langley;1.7;69;01-31-2024
1773;1769;1773;Vladimir Yevtushenkov;1.7;75;01-31-2024
1774;1820;1774;Marianna Latsis;1.6;70;01-31-2024
1775;1876;1775;Aziz Akhannouch;1.6;63;01-31-2024
1776;1337;1776;Xie Bingkun;1.6;57;01-31-2024
1777;1242;1777;Wu Zhigang;1.6;89;01-31-2024
1778;1788;1778;Ivan Chrenko;1.6;56;01-31-2024
1779;2115;1779;Stewart Butterfield;1.6;50;01-31-2024
1780;1853;1780;Wang Changtian;1.6;58;01-31-2024
1781;2161;1781;Art Levinson;1.6;73;01-31-2024
1782;1711;1782;Mario Gabelli;1.6;81;01-31-2024
1783;2299;1783;Jeffrey Michael;1.6;67;01-31-2024
1784;1792;1784;Jim Crane;1.6;70;01-31-2024
1785;1926;1785;Li Rucheng;1.6;72;01-31-2024
1786;1789;1786;Robert Clark;1.6;65;01-31-2024
1787;1776;1787;Herbert Allen Jr;1.6;83;01-31-2024
1788;1178;1788;Nicholas Pritzker;1.6;80;01-31-2024
1789;1874;1789;Fredrik Oesterberg;1.6;53;01-31-2024
1790;1808;1790;Stanley Hubbard;1.6;90;01-31-2024
1791;1778;1791;Clifford Asness;1.6;57;01-31-2024
1792;1696;1792;Amy Adams Strunk;1.6;68;01-31-2024
1793;1415;1793;Daniel Chiu;1.6;63;01-31-2024
1794;1781;1794;Alex Birkenstock;1.6;55;01-31-2024
1795;1782;1795;Christian Birkenstock;1.6;51;01-31-2024
1796;2876;1796;Tony Xu;1.6;39;01-31-2024
1797;1695;1797;Zhang Li;1.6;71;01-31-2024
1798;898;1798;Charles Ergen;1.6;70;01-31-2024
1799;1797;1799;Gary Fegel;1.6;50;01-31-2024
1800;1945;1800;David Penaloza Alanis;1.6;50;01-31-2024
1801;673;1801;Hong Jie;1.6;56;01-31-2024
1802;2962;1802;Catherine Phillips;1.6;;01-31-2024
1803;2963;1803;John Phillips;1.6;73;01-31-2024
1804;1402;1804;Huijiao Yu;1.6;57;01-31-2024
1805;2463;1805;Rajesh Sharma;1.6;53;01-31-2024
1806;2569;1806;Ulrike Meister;1.6;56;01-31-2024
1807;2592;1807;V. Prem Watsa;1.6;73;01-31-2024
1808;1835;1808;Michael Polsky;1.6;75;01-31-2024
1809;2041;1809;K.C. Liu;1.6;69;01-31-2024
1810;2795;1810;Michael Saylor;1.6;58;01-31-2024
1811;1597;1811;Ren Jianhua;1.6;67;01-31-2024
1812;2022;1812;Koh Wee Meng;1.6;60;01-31-2024
1813;2794;1813;Ivan Savvidis;1.6;64;01-31-2024
1814;2595;1814;Franziska Wuerbser;1.6;35;01-31-2024
1815;2568;1815;Gabriella Meister;1.6;;01-31-2024
1816;3040;1816;Zygmunt Solorz;1.6;67;01-31-2024
1817;1918;1817;Jim Koch;1.6;74;01-31-2024
1818;1892;1818;Sandor Csanyi;1.6;70;01-31-2024
1819;1742;1819;Yusaku Maezawa;1.6;48;01-31-2024
1820;1160;1820;Hou Juncheng;1.6;59;01-31-2024
1821;2321;1821;Gerald Schwartz;1.6;82;01-31-2024
1822;2852;1822;Gavril Yushvaev;1.6;66;01-31-2024
1823;3041;1823;Jiang Yintai;1.6;73;01-31-2024
1824;1777;1824;Vasily Anisimov;1.6;72;01-31-2024
1825;1786;1825;Chen Yung-tai;1.6;88;01-31-2024
1826;1839;1826;Sathien Sathientham;1.6;69;01-31-2024
1827;1906;1827;Jaroslav Hascak;1.6;54;01-31-2024
1828;1814;1828;Randal J. Kirk;1.6;69;01-31-2024
1829;1802;1829;Bill Gross;1.6;79;01-31-2024
1830;1827;1830;Terence (Terry) Matthews;1.6;80;01-31-2024
1831;1886;1831;Paolo Bulgari;1.6;86;01-31-2024
1832;1500;1832;William Franke;1.6;86;01-31-2024
1833;1567;1833;Bulent Eczacibasi;1.6;74;01-31-2024
1834;1855;1834;Scott Watterson;1.6;68;01-31-2024
1835;2117;1835;Anthony Casalena;1.6;41;01-31-2024
1836;1946;1836;Karl-Johan Persson;1.6;48;01-31-2024
1837;1845;1837;Peter Sperling;1.6;64;01-31-2024
1838;2073;1838;Nobutoshi Shimamura;1.6;97;01-31-2024
1839;1851;1839;Sekar Vembu;1.6;52;01-31-2024
1840;2300;1840;Alan Miller;1.6;86;01-31-2024
1841;1878;1841;Nerio Alessandri;1.6;62;01-31-2024
1842;2148;1842;Conni Jonsson;1.6;63;01-31-2024
1843;1813;1843;Kim Jae-young;1.6;50;01-31-2024
1844;1807;1844;David Hoffmann;1.6;71;01-31-2024
1845;2090;1845;Yao Kuizhang;1.6;59;01-31-2024
1846;907;1846;Li Liangbin;1.6;56;01-31-2024
1847;2025;1847;Sebastian Kulczyk;1.6;43;01-31-2024
1848;1956;1848;Ron Sim;1.6;65;01-31-2024
1849;2594;1849;Toto Wolff;1.6;52;01-31-2024
1850;1505;1850;Huang Dawen;1.6;63;01-31-2024
1851;2967;1851;Steven Schuurman;1.6;48;01-31-2024
1852;1148;1852;Cen Junda;1.6;59;01-31-2024
1853;1803;1853;Sue Gross;1.6;73;01-31-2024
1854;1846;1854;Laurie Tisch;1.6;72;01-31-2024
1855;1847;1855;Steven Tisch;1.6;74;01-31-2024
1856;1717;1856;William Heinecke;1.5;74;01-31-2024
1857;2124;1857;Alberto Cortina;1.5;78;01-31-2024
1858;1862;1858;Wu Yulan;1.5;54;01-31-2024
1859;1900;1859;Philippe Ginestet;1.5;70;01-31-2024
1860;2285;1860;Li Li;1.5;58;01-31-2024
1861;1954;1861;Amnon Shashua;1.5;63;01-31-2024
1862;1976;1862;Jens von Bahr;1.5;52;01-31-2024
1863;3042;1863;Gao Xingjiang;1.5;60;01-31-2024
1864;1997;1864;Amit Burman;1.5;54;01-31-2024
1865;1942;1865;Anne Marie See Pastor;1.5;;01-31-2024
1866;1943;1866;George Pastor;1.5;;01-31-2024
1867;1950;1867;Carlos Rodriguez-Pastor;1.5;64;01-31-2024
1868;2406;1868;Robert Fisher;1.5;70;01-31-2024
1869;1800;1869;Gao Yi;1.5;55;01-31-2024
1870;1879;1870;Alexandra Andresen;1.5;27;01-31-2024
1871;1880;1871;Katharina Andresen;1.5;28;01-31-2024
1872;1951;1872;Christopher Rokos;1.5;53;01-31-2024
1873;1937;1873;Robert Mouawad;1.5;79;01-31-2024
1874;1622;1874;Masaaki Arai;1.5;58;01-31-2024
1875;1692;1875;Yan Zhi;1.5;51;01-31-2024
1876;2266;1876;Richard Hayne;1.5;76;01-31-2024
1877;2085;1877;Alfred West Jr;1.5;81;01-31-2024
1878;1975;1878;Kenny Troutt;1.5;76;01-31-2024
1879;1828;1879;Jim McKelvey;1.5;58;01-31-2024
1880;1842;1880;Evgeny (Eugene) Shvidler;1.5;59;01-31-2024
1881;1869;1881;Yi Dasheng;1.5;63;01-31-2024
1882;1710;1882;Yasuhiro Fukushima;1.5;76;01-31-2024
1883;1396;1883;Wang Wenmo;1.5;67;01-31-2024
1884;1908;1884;Niranjan Hiranandani;1.5;73;01-31-2024
1885;2175;1885;Carsten Maschmeyer;1.5;64;01-31-2024
1886;1887;1886;Saket Burman;1.5;46;01-31-2024
1887;1925;1887;Li Jiaquan;1.5;60;01-31-2024
1888;1363;1888;Lai Shixian;1.5;49;01-31-2024
1889;1888;1889;Ahmet Calik;1.5;65;01-31-2024
1890;1894;1890;Federico De Nora;1.5;55;01-31-2024
1891;1910;1891;Archie Hwang;1.5;71;01-31-2024
1892;1911;1892;Peter Jackson;1.5;62;01-31-2024
1893;3043;1893;Jia Tianjiang;1.5;61;01-31-2024
1894;2281;1894;Suresh Krishna;1.5;87;01-31-2024
1895;1154;1895;Deng Weiming;1.5;55;01-31-2024
1896;1934;1896;Romano Minozzi;1.5;88;01-31-2024
1897;3044;1897;Wang Ning;1.5;37;01-31-2024
1898;2431;1898;Sunjay Kapur;1.5;52;01-31-2024
1899;2209;1899;John Van Lieshout;1.5;78;01-31-2024
1900;2002;1900;Sasson Dayan;1.5;83;01-31-2024
1901;1989;1901;Zhou Zongwen;1.5;66;01-31-2024
1902;1059;1902;Li Weiguo;1.5;59;01-31-2024
1903;3045;1903;Wu Kai;1.5;56;01-31-2024
1904;1961;1904;Axel Stawski;1.5;73;01-31-2024
1905;1917;1905;Sidney Kimmel;1.5;96;01-31-2024
1906;1912;1906;Stephen Jarislowsky;1.5;98;01-31-2024
1907;1817;1907;Eiichi Kuriwada;1.5;77;01-31-2024
1908;1897;1908;Egon Durban;1.5;50;01-31-2024
1909;1902;1909;Esther Grether;1.5;88;01-31-2024
1910;1935;1910;Greg Mondre;1.5;49;01-31-2024
1911;1986;1911;Justin Yuan;1.5;;01-31-2024
1912;1905;1912;Kenneth Hao;1.5;55;01-31-2024
1913;1947;1913;Mike Repole;1.5;56;01-31-2024
1914;1967;1914;Tang Binsen;1.5;41;01-31-2024
1915;1968;1915;Tang Rui;1.5;48;01-31-2024
1916;1982;1916;Xu Zhenhua;1.5;;01-31-2024
1917;1938;1917;Jerry Moyes;1.5;80;01-31-2024
1918;1885;1918;Zadik Bino;1.5;80;01-31-2024
1919;2976;1919;Sunil Vachani;1.5;55;01-31-2024
1920;947;1920;Yin Yee Lee;1.5;72;01-31-2024
1921;2190;1921;Igor Rotenberg;1.5;50;01-31-2024
1922;1996;1922;Vladimir Bogdanov;1.5;72;01-31-2024
1923;1895;1923;Bharat Desai;1.5;71;01-31-2024
1924;1405;1924;Zhao Fenggang;1.5;58;01-31-2024
1925;1779;1925;Louis Bacon;1.5;67;01-31-2024
1926;1517;1926;Aloke Lohia;1.5;65;01-31-2024
1927;1883;1927;Barbara Benetton;1.5;54;01-31-2024
1928;2075;1928;Charlotte Soderstrom;1.5;47;01-31-2024
1929;2060;1929;Tom Persson;1.5;39;01-31-2024
1930;1973;1930;Carmen Thyssen;1.5;80;01-31-2024
1931;1949;1931;Kishin RK;1.5;40;01-31-2024
1932;1919;1932;Raj Kumar;1.5;69;01-31-2024
1933;1999;1933;Steve Case;1.5;65;01-31-2024
1934;1990;1934;Antti Aarnio-Wihuri;1.5;83;01-31-2024
1935;2149;1935;George Joseph;1.5;102;01-31-2024
1936;2263;1936;Saroj Rani Gupta;1.5;73;01-31-2024
1937;1672;1937;Anatoly Sedykh;1.5;59;01-31-2024
1938;2114;1938;Shyam Bhartia;1.5;71;01-31-2024
1939;2113;1939;Hari Bhartia;1.5;67;01-31-2024
1940;1899;1940;Alan Gerry;1.5;95;01-31-2024
1941;1693;1941;Yoshiaki Yoshida;1.5;83;01-31-2024
1942;2033;1942;Lee Ho-jin;1.5;61;01-31-2024
1943;1678;1943;Sze Man Bok;1.5;74;01-31-2024
1944;2457;1944;G.V. Prasad;1.5;63;01-31-2024
1945;1801;1945;Giammaria Giuliani;1.5;45;01-31-2024
1946;1995;1946;John Bloor;1.5;80;01-31-2024
1947;1852;1947;Chris Wallin;1.5;71;01-31-2024
1948;2329;1948;Mike Speiser;1.5;53;01-31-2024
1949;2045;1949;Lucia Maggi;1.5;91;01-31-2024
1950;2125;1950;Eduardo Costantini;1.5;77;01-31-2024
1951;1755;1951;Keiichi Shibahara;1.5;59;01-31-2024
1952;1382;1952;Alice Schwartz;1.5;97;01-31-2024
1953;1775;1953;Syed Mokhtar AlBukhary;1.5;72;01-31-2024
1954;1944;1954;Nelson Peltz;1.5;81;01-31-2024
1955;2531;1955;William Fisher;1.5;66;01-31-2024
1956;1329;1956;Tian Ming;1.5;70;01-31-2024
1957;694;1957;Paul Lee;1.5;66;01-31-2024
1958;2119;1958;Richard Chang;1.5;77;01-31-2024
1959;2916;1959;Stanley Tang;1.5;31;01-31-2024
1960;2069;1960;Carlos Sanchez;1.5;62;01-31-2024
1961;2102;1961;Soegiarto Adikoesoemo;1.5;85;01-31-2024
1962;2044;1962;Brandt Louie;1.5;80;01-31-2024
1963;1915;1963;Ke Xiping;1.5;63;01-31-2024
1964;2545;1964;Inder Jaisinghani;1.5;70;01-31-2024
1965;1253;1965;Doris Fisher;1.5;92;01-31-2024
1966;1882;1966;Mori Arkin;1.5;71;01-31-2024
1967;2015;1967;Christoph Henkel;1.5;65;01-31-2024
1968;2144;1968;Mitchell Jacobson;1.5;72;01-31-2024
1969;1974;1969;Tran Ba Duong;1.5;63;01-31-2024
1970;2173;1970;George Marcus;1.5;82;01-31-2024
1971;2407;1971;Bernd Freier;1.4;67;01-31-2024
1972;1972;1972;David Teoh;1.4;68;01-31-2024
1973;1875;1973;Shiv Kishan Agrawal;1.4;83;01-31-2024
1974;2026;1974;Kwee Liong Keng;1.4;78;01-31-2024
1975;2027;1975;Kwee Liong Phing;1.4;66;01-31-2024
1976;2028;1976;Kwee Liong Seen;1.4;71;01-31-2024
1977;2029;1977;Kwee Liong Tek;1.4;77;01-31-2024
1978;1542;1978;Zhang Wanzhen;1.4;74;01-31-2024
1979;2933;1979;Andy Fang;1.4;31;01-31-2024
1980;1928;1980;Scott Lin;1.4;91;01-31-2024
1981;2088;1981;Swift Xie;1.4;44;01-31-2024
1982;1586;1982;Lin Dingqiang;1.4;57;01-31-2024
1983;1970;1983;Jeff Tangney;1.4;51;01-31-2024
1984;2036;1984;Bernard Lewis;1.4;97;01-31-2024
1985;1758;1985;Alain Taravella;1.4;76;01-31-2024
1986;1676;1986;Suh Kyung-bae;1.4;61;01-31-2024
1987;2829;1987;Thierry Cruanes;1.4;56;01-31-2024
1988;2812;1988;Gu Wei;1.4;59;01-31-2024
1989;1841;1989;Yuri Shefler;1.4;56;01-31-2024
1990;2438;1990;Arvind Lal;1.4;74;01-31-2024
1991;1309;1991;Li Haiyan;1.4;;01-31-2024
1992;1826;1992;Vincent Lo;1.4;75;01-31-2024
1993;2160;1993;Lee Hae-jin;1.4;56;01-31-2024
1994;2157;1994;Eduard Kucera;1.4;71;01-31-2024
1995;1150;1995;Chen Zhiping;1.4;48;01-31-2024
1996;2267;1996;Michael Heine;1.4;74;01-31-2024
1997;2507;1997;Anna Maria Braun;1.4;45;01-31-2024
1998;2508;1998;Johanna Braun;1.4;44;01-31-2024
1999;2509;1999;Karl Friedrich Braun;1.4;41;01-31-2024
2000;1732;2000;Lau Cho Kun;1.4;88;01-31-2024
2001;1113;2001;Li Zhongchu;1.4;60;01-31-2024
2002;2522;2002;Kochouseph Chittilappilly;1.4;73;01-31-2024
2003;1768;2003;Yang Xuegang;1.4;59;01-31-2024
2004;2016;2004;Daniel Hirschfeld;1.4;82;01-31-2024
2005;2039;2005;Jenny Linden Urnes;1.4;52;01-31-2024
2006;1391;2006;Tang Jinkui;1.4;68;01-31-2024
2007;1439;2007;Andrei Krivenko;1.4;48;01-31-2024
2008;2014;2008;He Xiaopeng;1.4;46;01-31-2024
2009;1458;2009;Ni Zugen;1.4;67;01-31-2024
2010;2063;2010;M.Satyanarayana Reddy;1.4;66;01-31-2024
2011;1856;2011;Dan Wilks;1.4;67;01-31-2024
2012;1907;2012;He Zhenggang;1.4;69;01-31-2024
2013;1993;2013;Binny Bansal;1.4;41;01-31-2024
2014;2053;2014;Marius Nacht;1.4;58;01-31-2024
2015;1890;2015;Chang Kuo-Hua;1.4;69;01-31-2024
2016;2067;2016;Subhash Runwal;1.4;80;01-31-2024
2017;1356;2017;Hao Hong;1.4;68;01-31-2024
2018;2872;2018;Wang Jianyi;1.4;61;01-31-2024
2019;1936;2019;Mario Moretti Polegato;1.4;71;01-31-2024
2020;3046;2020;Ziyavudin Magomedov;1.4;55;01-31-2024
2021;1703;2021;Chen Kaichen;1.4;;01-31-2024
2022;2007;2022;Ali Ghodsi;1.4;45;01-31-2024
2023;2012;2023;Ayman Hariri;1.4;45;01-31-2024
2024;2256;2024;David Feffer;1.4;67;01-31-2024
2025;2129;2025;Annalisa Doris;1.4;53;01-31-2024
2026;2043;2026;Anatoly Lomakin;1.4;71;01-31-2024
2027;2130;2027;Massimo Doris;1.4;56;01-31-2024
2028;2199;2028;Diana Teh Li Shing;1.4;;01-31-2024
2029;2176;2029;Lillian Teh Li Ming;1.4;;01-31-2024
2030;2142;2030;Lillyn Teh Li Hua;1.4;;01-31-2024
2031;2183;2031;William Teh Lee Pang;1.4;;01-31-2024
2032;1468;2032;Timothy Springer;1.4;75;01-31-2024
2033;2401;2033;Henry Engelhardt;1.4;66;01-31-2024
2034;1723;2034;Keeree Kanjanapas;1.4;73;01-31-2024
2035;2066;2035;Boris Rotenberg;1.4;67;01-31-2024
2036;1980;2036;Gordon Wu;1.4;88;01-31-2024
2037;2070;2037;Martin Selig;1.4;87;01-31-2024
2038;2320;2038;Dhruv Sawhney;1.4;79;01-31-2024
2039;1850;2039;Tseng Sing-ai;1.4;;01-31-2024
2040;2050;2040;Miao Shouliang;1.4;69;01-31-2024
2041;2005;2041;J. Christopher Flowers;1.4;66;01-31-2024
2042;3047;2042;Shay Banon;1.4;46;01-31-2024
2043;2526;2043;Benoit Dageville;1.4;57;01-31-2024
2044;1816;2044;Pyotr Kondrashev;1.4;74;01-31-2024
2045;2351;2045;Cameron Winklevoss;1.4;42;01-31-2024
2046;2352;2046;Tyler Winklevoss;1.4;42;01-31-2024
2047;1766;2047;Wu Lanlan;1.4;50;01-31-2024
2048;2167;2048;Itamar Locks;1.4;69;01-31-2024
2049;2170;2049;Blairo Maggi;1.4;67;01-31-2024
2050;1400;2050;Xu Yingzhuo;1.4;56;01-31-2024
2051;1822;2051;Li Sze Lim;1.4;66;01-31-2024
2052;1753;2052;Ruan Shuilong;1.4;88;01-31-2024
2053;2064;2053;Mochtar Riady;1.4;94;01-31-2024
2054;2510;2054;Ludwig Theodor Braun;1.4;34;01-31-2024
2055;1933;2055;Bruce Mathieson;1.4;79;01-31-2024
2056;2112;2056;Othman Benjelloun;1.4;91;01-31-2024
2057;2471;2057;Sehat Sutardja;1.4;62;01-31-2024
2058;1484;2058;Yu Qibing;1.4;58;01-31-2024
2059;1824;2059;Li Weiwei;1.4;47;01-31-2024
2060;2055;2060;Vadim Novinsky;1.4;60;01-31-2024
2061;3048;2061;Shao Genhuo;1.4;58;01-31-2024
2062;3218;2062;Mehmet Sinan Tara;1.4;65;01-31-2024
2063;3049;2063;Shalom Meckenzie;1.4;47;01-31-2024
2064;1872;2064;Zhang Xuexin;1.4;76;01-31-2024
2065;2065;2065;Rihanna;1.4;35;01-31-2024
2066;2398;2066;Carmen Daurella Aguilera;1.4;;01-31-2024
2068;3050;2068;Ryan Graves;1.4;40;01-31-2024
2069;2906;2069;Rubens Menin Teixeira de Souza;1.4;67;01-31-2024
2070;3051;2070;Zhou Hongyi;1.4;53;01-31-2024
2071;2059;2071;David Paul;1.4;57;01-31-2024
2072;2074;2072;Jared Smith;1.4;49;01-31-2024
2073;1991;2073;Alberto Alcocer;1.4;81;01-31-2024
2074;2345;2074;Thomas von Koch;1.4;57;01-31-2024
2075;1844;2075;Zakhar Smushkin;1.4;62;01-31-2024
2076;2227;2076;Hamad bin Jassim bin Jaber Al Thani;1.4;64;01-31-2024
2077;1979;2077;Farris Wilks;1.4;71;01-31-2024
2078;2233;2078;Danna Azrieli;1.4;56;01-31-2024
2079;2234;2079;Naomi Azrieli;1.4;58;01-31-2024
2080;2235;2080;Sharon Azrieli;1.4;63;01-31-2024
2081;2030;2081;Kwek Leng Keow;1.4;72;01-31-2024
2082;2031;2082;Kwek Leng Peck;1.4;68;01-31-2024
2084;1909;2084;Ho Hung Anh;1.4;53;01-31-2024
2085;1809;2085;Hui Lin Chit;1.4;70;01-31-2024
2086;2011;2086;Torstein Hagen;1.4;80;01-31-2024
2087;2322;2087;Antonio Luiz Seabra;1.4;81;01-31-2024
2088;2024;2088;Hemendra Kothari;1.4;77;01-31-2024
2089;2083;2089;Werner O. Weber;1.4;84;01-31-2024
2090;3052;2090;Jet Jie Li;1.4;49;01-31-2024
2091;1836;2091;Francisco Jose Riberas Mera;1.4;59;01-31-2024
2092;2034;2092;Michael Lee-Chin;1.3;73;01-31-2024
2093;1335;2093;Wang Zhenhua;1.3;61;01-31-2024
2094;1871;2094;Zeng Kaitian;1.3;49;01-31-2024
2095;1669;2095;Krit Ratanarak;1.3;77;01-31-2024
2096;1881;2096;Patricia Angelini Rossi;1.3;69;01-31-2024
2097;2574;2097;Real Plourde;1.3;;01-31-2024
2098;2402;2098;Daniel Feffer;1.3;64;01-31-2024
2099;2453;2099;Sjamsul Nursalim;1.3;82;01-31-2024
2100;1614;2100;Xie Juhua;1.3;73;01-31-2024
2101;1771;2101;Zhang Xiaojuan;1.3;54;01-31-2024
2102;2047;2102;Mao Lixiang;1.3;83;01-31-2024
2103;2259;2103;Gary Friedman;1.3;66;01-31-2024
2104;2140;2104;Heikki Herlin;1.3;37;01-31-2024
2105;2185;2105;Jupally Rameshwar Rao;1.3;68;01-31-2024
2106;2336;2106;Tony Tan Caktiong;1.3;71;01-31-2024
2107;2459;2107;Rao Wei;1.3;59;01-31-2024
2108;2403;2108;Ruben Feffer;1.3;;01-31-2024
2109;2291;2109;Cargill MacMillan III.;1.3;64;01-31-2024
2110;2292;2110;John MacMillan;1.3;74;01-31-2024
2111;2293;2111;Martha MacMillan;1.3;72;01-31-2024
2112;2294;2112;William MacMillan;1.3;69;01-31-2024
2113;2665;2113;Che Jianxing;1.3;57;01-31-2024
2114;2179;2114;Randal Nardone;1.3;68;01-31-2024
2115;2396;2115;Cho Jyh-jer;1.3;;01-31-2024
2116;2309;2116;Mark Pincus;1.3;57;01-31-2024
2117;2487;2117;Wu Li-gann;1.3;83;01-31-2024
2118;1837;2118;Juan Maria Riberas Mera;1.3;55;01-31-2024
2119;3053;2119;Zhang Liguo;1.3;60;01-31-2024
2120;1729;2120;Christopher Kwok;1.3;37;01-31-2024
2121;1730;2121;Edward Kwok;1.3;42;01-31-2024
2122;1877;2122;Hamdi Akin;1.3;69;01-31-2024
2123;1823;2123;Li Wa;1.3;58;01-31-2024
2124;2485;2124;Horst Wortmann;1.3;82;01-31-2024
2125;2143;2125;Gregg Hymowitz;1.3;58;01-31-2024
2126;2138;2126;Joel Greenberg;1.3;66;01-31-2024
2127;3054;2127;Manuel Lao Hernandez;1.3;79;01-31-2024
2128;2461;2128;Matthew Roszak;1.3;51;01-31-2024
2129;1865;2129;Xue Xiangdong;1.3;64;01-31-2024
2130;2258;2130;Ben Francis;1.3;31;01-31-2024
2131;1353;2131;Fu Guangming;1.3;70;01-31-2024
2132;2744;2132;Li Xuhui;1.3;55;01-31-2024
2133;2217;2133;Wu Xushun;1.3;75;01-31-2024
2134;3055;2134;Ramesh Kunhikannan;1.3;59;01-31-2024
2135;2323;2135;Eric Ya Shen;1.3;53;01-31-2024
2136;2307;2136;Jose Isaac Peres;1.3;83;01-31-2024
2137;2255;2137;Fang Hongbo;1.3;57;01-31-2024
